signal_date,run_status,operation_status,next_action,top_ts_code,top_name,manual_review_required,observation_day_count,min_observation_days,observation_requirement_met,verification_status,equity_multiple,max_drawdown,daily_ops_returncode,summary_returncode,daily_ops_command,summary_command,checklist_path,summary_path,live_order_enabled,safety_note
20251219,CONTINUE_PAPER_OBSERVATION,REVIEW_REQUIRED_PLAN_ONLY,先人工复核；通过后只进入模拟观察，不进入实盘。,300557.SZ,理工光科,True,2,20,False,INSUFFICIENT_OBSERVATION_DAYS,1.0352808081329954,0.0,0,0,/Users/user/Desktop/A_System/.venv/bin/python -B scripts/run_paper_daily_ops.py --strategy-config config/strategy_config.json --runtime-config config/config.json --output-prefix reports/paper_trade/daily_ops/a_clean_exclude_star_prev0_3_bj --signal-date 20251219,/Users/user/Desktop/A_System/.venv/bin/python -B scripts/summarize_paper_daily_ops.py --min-observation-days 20 --output-prefix reports/paper_trade/daily_ops_summary/a_clean_exclude_star_prev0_3_bj,/Users/user/Desktop/A_System/reports/paper_trade/daily_ops/a_clean_exclude_star_prev0_3_bj_20251219_checklist.csv,/Users/user/Desktop/A_System/reports/paper_trade/daily_ops_summary/a_clean_exclude_star_prev0_3_bj_summary.csv,False,只做模拟盘观察；达到观察天数也不代表可以实盘，还需分钟K、盘口五档、滑点、人工复核和模拟盘稳定性验证。
