scenario,relaxed_column,signal_date,operation_status,candidate_count,ts_code,name,risk_flags,account_return,equity_before,equity_after,return_source,active_position,live_order_enabled,initial_equity,peak_equity,drawdown
strict_baseline,none,20260203,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260204,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260205,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260206,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260209,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260210,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260211,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260212,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260213,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260224,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260225,NO_CANDIDATE,0,,,,0.0,776809.9131945116,776809.9131945116,,,False,500000.0,776809.9131945116,0.0
strict_baseline,none,20260226,HISTORICAL_SIM_FILLED,3,300499.SZ,高澜股份,无,0.0193948880593092,776809.9131945116,791876.0545042807,audit_dynamic_account_return,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260227,POSITION_OCCUPIED_SKIP,0,,,,0.0,791876.0545042807,791876.0545042807,,300499.SZ 高澜股份,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260302,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260303,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260304,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260305,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260306,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260309,REVIEW_REQUIRED_PLAN_ONLY,1,301606.SZ,绿联科技,LOSS_OVERLAY_WATCH,0.0,791876.0545042807,791876.0545042807,manual_review_skip,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260310,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260311,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260312,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260313,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260316,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260317,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260318,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260319,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260320,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260323,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260324,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260325,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260326,NO_CANDIDATE,0,,,,0.0,791876.0545042807,791876.0545042807,,,False,500000.0,791876.0545042807,0.0
strict_baseline,none,20260327,HISTORICAL_SIM_FILLED,1,300204.SZ,舒泰神,无,0.0397618491523106,791876.0545042807,823362.5107308067,audit_dynamic_account_return,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260330,POSITION_OCCUPIED_SKIP,0,,,,0.0,823362.5107308067,823362.5107308067,,300204.SZ 舒泰神,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260331,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260401,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260402,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260403,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260407,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260408,NO_CANDIDATE,0,,,,0.0,823362.5107308067,823362.5107308067,,,False,500000.0,823362.5107308067,0.0
strict_baseline,none,20260409,HISTORICAL_SIM_FILLED,1,300489.SZ,光智科技,无,0.0826627480845445,823362.5107308067,891423.9185376056,audit_dynamic_account_return,,False,500000.0,891423.9185376056,0.0
strict_baseline,none,20260410,POSITION_OCCUPIED_SKIP,0,,,,0.0,891423.9185376056,891423.9185376056,,300489.SZ 光智科技,False,500000.0,891423.9185376056,0.0
strict_baseline,none,20260413,NO_CANDIDATE,0,,,,0.0,891423.9185376056,891423.9185376056,,,False,500000.0,891423.9185376056,0.0
strict_baseline,none,20260414,HISTORICAL_SIM_FILLED,1,301189.SZ,奥尼电子,无,-0.0350052172427846,891423.9185376056,860219.4306137824,audit_dynamic_account_return,,False,500000.0,891423.9185376056,-0.0350052172427846
strict_baseline,none,20260415,POSITION_OCCUPIED_SKIP,0,,,,0.0,860219.4306137824,860219.4306137824,,301189.SZ 奥尼电子,False,500000.0,891423.9185376056,-0.0350052172427846
strict_baseline,none,20260416,NO_CANDIDATE,0,,,,0.0,860219.4306137824,860219.4306137824,,,False,500000.0,891423.9185376056,-0.0350052172427846
strict_baseline,none,20260417,HISTORICAL_SIM_FILLED,4,301319.SZ,唯特偶,无,0.0352808081329955,860219.4306137824,890568.6672975417,audit_dynamic_account_return,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260420,POSITION_OCCUPIED_SKIP,0,,,,0.0,890568.6672975417,890568.6672975417,,301319.SZ 唯特偶,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260421,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260422,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260423,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260424,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260427,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260428,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260429,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260430,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260506,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260507,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260508,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260511,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260512,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260513,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
strict_baseline,none,20260514,NO_CANDIDATE,0,,,,0.0,890568.6672975417,890568.6672975417,,,False,500000.0,891423.9185376056,-0.0009594214629856657
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251112,NO_CANDIDATE,0,,,,0.0,500000.0,500000.0,,,False,500000.0,500000.0,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251113,NO_CANDIDATE,0,,,,0.0,500000.0,500000.0,,,False,500000.0,500000.0,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251114,NO_CANDIDATE,0,,,,0.0,500000.0,500000.0,,,False,500000.0,500000.0,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251117,NO_CANDIDATE,0,,,,0.0,500000.0,500000.0,,,False,500000.0,500000.0,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251118,NO_CANDIDATE,0,,,,0.0,500000.0,500000.0,,,False,500000.0,500000.0,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251119,HISTORICAL_SIM_FILLED,3,002069.SZ,獐子岛,无,0.00906981196581208,500000.0,504534.90598290606,candidate_net_return_x_position,,False,500000.0,504534.90598290606,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251120,POSITION_OCCUPIED_SKIP,0,,,,0.0,504534.90598290606,504534.90598290606,,002069.SZ 獐子岛,False,500000.0,504534.90598290606,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251121,HISTORICAL_SIM_FILLED,6,301171.SZ,易点天下,无,0.07138971428571415,504534.90598290606,540553.5087681953,candidate_net_return_x_position,,False,500000.0,540553.5087681953,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251124,POSITION_OCCUPIED_SKIP,0,,,,0.0,540553.5087681953,540553.5087681953,,301171.SZ 易点天下,False,500000.0,540553.5087681953,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251125,HISTORICAL_SIM_FILLED,10,000797.SZ,中国武夷,无,-0.05178488888888888,540553.5087681953,512561.00537813525,candidate_net_return_x_position,,False,500000.0,540553.5087681953,-0.05178488888888888
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251126,POSITION_OCCUPIED_SKIP,0,,,,0.0,512561.00537813525,512561.00537813525,,000797.SZ 中国武夷,False,500000.0,540553.5087681953,-0.05178488888888888
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251127,HISTORICAL_SIM_FILLED,5,603773.SH,沃格光电,无,0.01697328104575152,512561.00537813525,521260.84737551125,candidate_net_return_x_position,,False,500000.0,540553.5087681953,-0.035690567316171595
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251128,POSITION_OCCUPIED_SKIP,0,,,,0.0,521260.84737551125,521260.84737551125,,603773.SH 沃格光电,False,500000.0,540553.5087681953,-0.035690567316171595
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251201,NO_CANDIDATE,0,,,,0.0,521260.84737551125,521260.84737551125,,,False,500000.0,540553.5087681953,-0.035690567316171595
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251202,REVIEW_REQUIRED_PLAN_ONLY,10,000530.SZ,冰山冷热,LOSS_OVERLAY_WATCH,0.0,521260.84737551125,521260.84737551125,manual_review_skip,,False,500000.0,540553.5087681953,-0.035690567316171595
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251203,HISTORICAL_SIM_FILLED,9,600467.SH,好当家,无,-0.010764852459016322,521260.84737551125,515649.551260852,candidate_net_return_x_position,,False,500000.0,540553.5087681953,-0.046071216083850786
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251204,POSITION_OCCUPIED_SKIP,0,,,,0.0,515649.551260852,515649.551260852,,600467.SH 好当家,False,500000.0,540553.5087681953,-0.046071216083850786
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251205,HISTORICAL_SIM_FILLED,10,600693.SH,东百集团,无,0.14102744497607655,515649.551260852,588370.2899782305,candidate_net_return_x_position,,False,500000.0,588370.2899782305,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251208,POSITION_OCCUPIED_SKIP,0,,,,0.0,588370.2899782305,588370.2899782305,,600693.SH 东百集团,False,500000.0,588370.2899782305,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251209,NO_CANDIDATE,0,,,,0.0,588370.2899782305,588370.2899782305,,,False,500000.0,588370.2899782305,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251210,NO_CANDIDATE,0,,,,0.0,588370.2899782305,588370.2899782305,,,False,500000.0,588370.2899782305,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251211,HISTORICAL_SIM_FILLED,3,600865.SH,百大集团,无,0.13318278245299905,588370.2899782305,666731.082310209,candidate_net_return_x_position,,False,500000.0,666731.082310209,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251212,POSITION_OCCUPIED_SKIP,0,,,,0.0,666731.082310209,666731.082310209,,600865.SH 百大集团,False,500000.0,666731.082310209,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251215,HISTORICAL_SIM_FILLED,10,605339.SH,南侨食品,无,-0.00850347663551392,666731.082310209,661061.5501296133,candidate_net_return_x_position,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251216,POSITION_OCCUPIED_SKIP,0,,,,0.0,661061.5501296133,661061.5501296133,,605339.SH 南侨食品,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251217,NO_CANDIDATE,0,,,,0.0,661061.5501296133,661061.5501296133,,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251218,NO_CANDIDATE,0,,,,0.0,661061.5501296133,661061.5501296133,,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251219,REVIEW_REQUIRED_PLAN_ONLY,10,300557.SZ,理工光科,LOSS_OVERLAY_WATCH,0.0,661061.5501296133,661061.5501296133,manual_review_skip,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251222,NO_CANDIDATE,0,,,,0.0,661061.5501296133,661061.5501296133,,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251223,NO_CANDIDATE,0,,,,0.0,661061.5501296133,661061.5501296133,,,False,500000.0,666731.082310209,-0.008503476635513985
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251224,HISTORICAL_SIM_FILLED,10,600118.SH,中国卫星,无,0.14455033604737233,661061.5501296133,756618.2193488458,candidate_net_return_x_position,,False,500000.0,756618.2193488458,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251225,POSITION_OCCUPIED_SKIP,0,,,,0.0,756618.2193488458,756618.2193488458,,600118.SH 中国卫星,False,500000.0,756618.2193488458,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251226,NO_CANDIDATE,0,,,,0.0,756618.2193488458,756618.2193488458,,,False,500000.0,756618.2193488458,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251229,NO_CANDIDATE,0,,,,0.0,756618.2193488458,756618.2193488458,,,False,500000.0,756618.2193488458,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251230,NO_CANDIDATE,0,,,,0.0,756618.2193488458,756618.2193488458,,,False,500000.0,756618.2193488458,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20251231,HISTORICAL_SIM_FILLED,10,300058.SZ,蓝色光标,无,0.1308549259970799,756618.2193488458,855625.4404497814,audit_dynamic_account_return,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260105,POSITION_OCCUPIED_SKIP,0,,,,0.0,855625.4404497814,855625.4404497814,,300058.SZ 蓝色光标,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260106,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260107,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260108,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260109,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260112,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
relax_segment_limit_up_count,segment_limit_up_count_bucket,20260113,NO_CANDIDATE,0,,,,0.0,855625.4404497814,855625.4404497814,,,False,500000.0,855625.4404497814,0.0
