paper_order_id,signal_date,strategy_leg,planned_order_date,side,ts_code,name,planned_action,order_status,planned_position_pct,planned_equity,planned_amount_by_equity,reference_price,estimated_shares,round_lot_shares,risk_flags,live_order_enabled
AB-20260313-B-603248.SH,20260313,B,20260316,BUY,603248.SH,锡华科技,PLAN_BUY_T1_OPEN,PLAN_ONLY,0.8,500000.0,400000.0,28.88,13850,13800,无,False
