signal_date,strategy_leg,operation_status,selection_status,next_action,a_candidate_count,b_candidate_count,b_rejected_by_filter_count,selected_count,planned_order_count,manual_review_required,manual_review_count,top_ts_code,top_name,risk_flags,planned_order_date,planned_position_pct,account_return,return_source,execution_note,paper_observation_allowed,live_order_enabled,safety_note
20260313,B,REVIEW_REQUIRED_PLAN_ONLY,A_NO_SELECTED_B_SELECTED:segment_emotion_state_bucket=warming,先人工复核；通过后只进入模拟观察，不进入实盘。,0,10,0,1,1,True,1,603248.SH,锡华科技,无,20260316,0.8,0.14196793827778875,b_conservative_daily_replay,B 日线保守成交回放完成。,False,False,A+B filtered 只允许模拟观察；未完成分钟K、盘口和连续模拟验证前，不允许实盘。
