rule,family,description,signal_time_fields,uses_only_signal_time_known_fields,selection_signature,raw_event_count,candidate_day_count,selected_price_confirmed_count,selected_queue_unknown_count,unresolved_exit_count,independent_trade_count,independent_win_rate,independent_avg_account_return,independent_median_account_return,independent_equity_multiple,independent_max_drawdown,independent_max_profit,independent_max_loss,independent_profit_loss_ratio,independent_max_consecutive_losses,first_12m_trade_count,first_12m_multiple,second_12m_trade_count,second_12m_multiple,equivalent_rule_count,independent_profitable,merged_d_trade_count,merged_d_win_rate,merged_d_avg_account_return,merged_d_median_account_return,merged_d_equity_multiple,merged_d_max_drawdown,merged_d_max_profit,merged_d_max_loss,merged_d_profit_loss_ratio,merged_d_max_consecutive_losses,acde_trade_count,acde_win_rate,acde_avg_account_return,acde_median_account_return,acde_equity_multiple,acde_max_drawdown,acde_max_profit,acde_max_loss,acde_profit_loss_ratio,acde_max_consecutive_losses,merged_chosen_candidate_day_count,merged_chosen_baseline_day_count,acde_d_count,acde_a_count,acde_e_count,acde_c_count,merged_d_compound_improved,acde_compound_improved,triple_gate_passed,formal_strategy_modified
time_0930_1000__open_eq1__speed_any__seal_rate_40_60,SPEED_FREE,09:30~10:00回封；第1次炸板后的回封；回封速度不限；信号时全市场首板封住率40%~60%,"market_seal_rate,open_times_at_signal,signal_hhmm",True,ea697045f782055cf2252603f871a5e6af5f33c5,75,38,26,12,0,25,0.56,0.011500066801985488,0.010479355313973,1.2891459916963344,-0.15592067288705824,0.0943157057271028,-0.1061108386058824,1.3555182481076298,3,10,1.0793264426087124,15,1.194398599723446,1,True,59.0,0.5084745762711864,0.01713057912390649,0.010782646179660961,2.3199798077256912,-0.21285748212571987,0.4527951871228668,-0.1061108386058824,1.8814122981938042,7.0,135.0,0.674074074074074,0.04744034474223476,0.02892162643672605,330.9086998598683,-0.22970534744710858,0.4527951871228668,-0.13823939725321072,2.6252645825404164,4.0,38.0,52.0,31.0,41.0,47.0,16.0,True,True,True,False
time_0930_1000__open_1_2__speed_any__seal_rate_40_60,SPEED_FREE,09:30~10:00回封；第1~2次炸板后的回封；回封速度不限；信号时全市场首板封住率40%~60%,"market_seal_rate,open_times_at_signal,signal_hhmm",True,104e25f65f0ead141b0965678681675cbf62728c,91,42,26,16,0,25,0.56,0.011500066801985488,0.010479355313973,1.2891459916963344,-0.15592067288705824,0.0943157057271028,-0.1061108386058824,1.3555182481076298,3,10,1.0793264426087124,15,1.194398599723446,1,True,59.0,0.5084745762711864,0.01713057912390649,0.010782646179660961,2.3199798077256912,-0.21285748212571987,0.4527951871228668,-0.1061108386058824,1.8814122981938042,7.0,135.0,0.674074074074074,0.04744034474223476,0.02892162643672605,330.9086998598683,-0.22970534744710858,0.4527951871228668,-0.13823939725321072,2.6252645825404164,4.0,42.0,52.0,31.0,41.0,47.0,16.0,True,True,True,False
