rule,family,description,signal_time_fields,uses_only_signal_time_known_fields,selection_signature,raw_event_count,candidate_day_count,selected_price_confirmed_count,selected_queue_unknown_count,unresolved_exit_count,independent_trade_count,independent_win_rate,independent_avg_account_return,independent_median_account_return,independent_equity_multiple,independent_max_drawdown,independent_max_profit,independent_max_loss,independent_profit_loss_ratio,independent_max_consecutive_losses,first_12m_trade_count,first_12m_multiple,second_12m_trade_count,second_12m_multiple,equivalent_rule_count,independent_profitable,merged_d_trade_count,merged_d_win_rate,merged_d_avg_account_return,merged_d_median_account_return,merged_d_equity_multiple,merged_d_max_drawdown,merged_d_max_profit,merged_d_max_loss,merged_d_profit_loss_ratio,merged_d_max_consecutive_losses,acde_trade_count,acde_win_rate,acde_avg_account_return,acde_median_account_return,acde_equity_multiple,acde_max_drawdown,acde_max_profit,acde_max_loss,acde_profit_loss_ratio,acde_max_consecutive_losses,merged_chosen_candidate_day_count,merged_chosen_baseline_day_count,acde_d_count,acde_a_count,acde_e_count,acde_c_count,merged_d_compound_improved,acde_compound_improved,triple_gate_passed,formal_strategy_modified
time_1300_1359__open_1_2__speed_any__amount_ge1,SPEED_FREE,13:00~13:59回封；第1~2次炸板后的回封；回封速度不限；信号前成交额至少前日1倍,"open_times_at_signal,signal_cumulative_amount_vs_prev_day,signal_hhmm",True,726bca0f3be1ff35bcd4576810036b814f7a1118,4718,479,335,144,0,141,0.46808510638297873,0.004517422174800344,-0.0067596540179023,1.42886555988986,-0.7007623266917445,0.2877539667175889,-0.1293101803360104,1.376435903998429,9,68,1.0933976331212056,73,1.3068123769492996,1,True,141.0,0.46808510638297873,0.004517422174800344,-0.0067596540179023,1.42886555988986,-0.7007623266917445,0.2877539667175889,-0.1293101803360104,1.376435903998429,9.0,155.0,0.5032258064516129,0.011478313429596784,0.0004041721418035946,4.0928438001801455,-0.3989040237255562,0.3687231660523884,-0.11849477438811166,1.55864901237681,10.0,479.0,0.0,113.0,20.0,14.0,8.0,False,False,False,False
time_1400_1429__open_2_3__speed_any__break_close_le0_5,SPEED_FREE,14:00~14:29回封；第2~3次炸板后的回封；回封速度不限；最后炸板分钟收盘回落不超0.5%,"last_break_close_depth_pct,open_times_at_signal,signal_hhmm",True,5418911a906c9e2189bf842d09b271793852ea4f,1613,380,322,58,0,135,0.4888888888888889,0.004144071768769045,-0.0040894997142273,1.427018579940035,-0.4406605154657228,0.2815783803342283,-0.1155916940639999,1.2802937153898928,7,67,1.0373717298297895,68,1.3756096671095701,1,True,136.0,0.4852941176470588,0.003976289868750265,-0.004193147188467999,1.39977240361185,-0.4513400275878269,0.2815783803342283,-0.1155916940639999,1.289182352645079,7.0,150.0,0.5066666666666667,0.009727660607500294,0.00088752982305995,3.0611723988768094,-0.38680027651329285,0.3687231660523884,-0.14417251000998996,1.4522998794991715,5.0,378.0,6.0,118.0,14.0,15.0,3.0,False,False,False,False
time_any__open_1_2__speed_6_10__growth_board,TIME_FREE,回封时间不限；第1~2次炸板后的回封；最后炸板后6~10分钟回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,9d78ec0513112b1c30dc12b4f04c1f6ac2e6ba88,352,204,146,58,0,83,0.40963855421686746,0.00736516893210142,-0.0132690425999998,1.4233506837339234,-0.4904541440228041,0.2559726948000001,-0.1371603534732558,1.8471201373441715,9,35,1.4756454209829108,48,0.9645614478211467,1,True,91.0,0.4175824175824176,0.009585789089016908,-0.0125229682356472,1.808924954139121,-0.4904541440228041,0.2559726948000001,-0.1371603534732558,1.9180536966601751,9.0,138.0,0.5652173913043478,0.03509878638088633,0.01270857588551478,70.72867952499023,-0.3001370926487864,0.4892913885103991,-0.1370202417594448,2.4490297964830487,6.0,202.0,22.0,68.0,32.0,26.0,12.0,False,False,False,False
time_1300_1359__open_eq3__speed_any__duration_61_120,SPEED_FREE,13:00~13:59回封；第3次炸板后的回封；回封速度不限；首封后61~120分钟形成回封,"first_to_signal_minutes,open_times_at_signal,signal_hhmm",True,fee4963c77c6ce0622f32b58b06a1c8a087de76e,386,237,189,48,0,102,0.46078431372549017,0.006026528316535273,-0.005090874484022,1.4225154974186476,-0.4463667852573533,0.3721270239550671,-0.1293101803360104,1.461887467641325,7,47,0.8052816381727829,55,1.7664819734948807,1,True,105.0,0.47619047619047616,0.008686651434799911,-0.0034257605833846,1.8777982067741033,-0.34440683709334907,0.3721270239550671,-0.1293101803360104,1.502734719615977,7.0,139.0,0.5899280575539568,0.03256568100207016,0.01852346386305976,51.829219512485075,-0.25076115946530564,0.4892913885103991,-0.13823939725321072,2.0884763629031977,6.0,237.0,18.0,86.0,22.0,23.0,8.0,False,False,False,False
time_1300_1454__open_2_3__speed_any__recent5_ge5pct,SPEED_FREE,13:00~14:54回封；第2~3次炸板后的回封；回封速度不限；回封前5分钟成交额至少前日5%,"open_times_at_signal,signal_hhmm,signal_recent_5m_amount_vs_prev_day",True,5bfee6f52995d7111016cf79bf61147595eee592,4397,474,357,117,0,144,0.4305555555555556,0.004791910736571711,-0.01074661674310585,1.420981744244754,-0.48276132949071004,0.2858048076223851,-0.1448483447080645,1.6001902245901665,10,73,0.7748431142954988,71,1.8338960726736728,1,True,144.0,0.4305555555555556,0.004791910736571711,-0.01074661674310585,1.420981744244754,-0.48276132949071004,0.2858048076223851,-0.1448483447080645,1.6001902245901665,10.0,156.0,0.4807692307692308,0.0128289514912249,-0.00530519036998395,4.979111023221975,-0.3289327204017064,0.3687231660523884,-0.13823939725321072,1.7557306321370145,10.0,474.0,0.0,115.0,21.0,14.0,6.0,False,False,False,False
time_any__open_any__speed_any__duration_16_30__ever_40_100,PURE_QUALITY_PAIR_ALL_TIME_AND_OPEN_COUNT,回封时间不限；炸板/回封次数不限；回封速度不限；首封后16~30分钟形成回封；信号时全市场已有40~100只首板触板,"first_to_signal_minutes,market_ever_sealed_count",True,1c70b8b6d0d977206422a50b8dc45e3ee2dfe32d,2267,387,293,94,0,128,0.4453125,0.00468443436401924,-0.0070114252188466005,1.418439932913192,-0.4918115458154585,0.2798824747699878,-0.1192656039362559,1.512803970142075,6,59,1.065535446578526,69,1.3311991989265646,2,True,128.0,0.4453125,0.00468443436401924,-0.0070114252188466005,1.418439932913192,-0.4918115458154585,0.2798824747699878,-0.1192656039362559,1.512803970142075,6.0,148.0,0.5405405405405406,0.02392612671112414,0.004068191687637326,19.630298321567874,-0.3715237254937882,0.4892913885103991,-0.14417251000998996,1.9589331252240618,5.0,387.0,0.0,104.0,19.0,15.0,10.0,False,False,False,False
time_1400_1429__open_eq2__speed_any__recent5_ge10pct,SPEED_FREE,14:00~14:29回封；第2次炸板后的回封；回封速度不限；回封前5分钟成交额至少前日10%,"open_times_at_signal,signal_hhmm,signal_recent_5m_amount_vs_prev_day",True,b73761ec57ac6b7b39b73e579f941d81578d3720,425,247,188,59,0,105,0.44761904761904764,0.004767356612836684,-0.0047372089874999,1.4138183082531994,-0.2831415344690267,0.2877539667175889,-0.0898949849731343,1.5687046712449892,6,54,1.3053661032537096,51,1.0830818302460623,1,True,112.0,0.45535714285714285,0.007932236528718948,-0.00468157193895215,1.972600840346138,-0.3079432632928514,0.2884775816944691,-0.0898949849731343,1.7251195894869902,5.0,145.0,0.5379310344827586,0.0188920267880386,0.0038004795179255,9.832626252193275,-0.3644183801726568,0.3687231660523884,-0.17629142067722955,1.761088151801557,8.0,243.0,23.0,75.0,29.0,33.0,8.0,False,False,False,False
time_any__open_eq1__speed_6_10__duration_61_120,TIME_FREE,回封时间不限；第1次炸板后的回封；最后炸板后6~10分钟回封；首封后61~120分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes,open_times_at_signal",True,59ebc01e9ce64604c86819675b1ff2fc6373818e,103,86,60,26,0,48,0.4791666666666667,0.008707186645252161,-0.0031411495832653997,1.410985139905251,-0.23558851189872998,0.1652893008992227,-0.10265227211497,1.6657123305710337,7,20,0.9396576247190875,28,1.5015949456346587,1,True,68.0,0.45588235294117646,0.004663694206528253,-0.00352801248778295,1.2645317855832583,-0.3208498077268871,0.1372153492085105,-0.10265227211497,1.5251089734354886,5.0,136.0,0.625,0.03723994333974746,0.018455343904997756,88.89074839367433,-0.22970534744710858,0.4892913885103991,-0.13823939725321072,2.2333065159123175,4.0,85.0,44.0,39.0,38.0,43.0,16.0,False,False,False,False
time_1300_1454__open_any__speed_le1__seal_rate_40_60,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后1分钟内回封；信号时全市场首板封住率40%~60%,"last_break_to_signal_minutes,market_seal_rate,signal_hhmm",True,be499bf66c19f80398e3edc37e6a3ea336a5306a,904,91,74,17,0,50,0.48,0.00912072030561365,-0.00306129132653065,1.4087306267382065,-0.33055327479822205,0.13740021102908,-0.1527802601283696,1.5134410271629986,6,29,1.5011720983732302,21,0.938420470420947,1,True,71.0,0.4647887323943662,0.01464966178921335,-0.004002641426087,2.2833610760628584,-0.3137952243456096,0.4527951871228668,-0.1527802601283696,1.9718943165726304,8.0,136.0,0.5955882352941176,0.03257949378414915,0.018455343904997756,50.42461553968983,-0.35896233194934213,0.3687231660523884,-0.1527802601283696,2.042405297699627,4.0,90.0,46.0,44.0,32.0,43.0,17.0,True,False,False,False
time_1400_1429__open_eq4__speed_any__amount_ge1,SPEED_FREE,14:00~14:29回封；第4次炸板后的回封；回封速度不限；信号前成交额至少前日1倍,"open_times_at_signal,signal_cumulative_amount_vs_prev_day,signal_hhmm",True,fa096757b20ed1ce391acb182b44fd0ed1222eea,682,275,237,38,0,117,0.46153846153846156,0.005109838477805126,-0.0055247986020876,1.4050580318542725,-0.6146457088713719,0.2804551011527076,-0.1098246868368515,1.4224733098575797,10,56,0.6219209059822607,61,2.259223027139,1,True,121.0,0.4462809917355372,0.003420187812808762,-0.0062938178552321,1.169868912916871,-0.62559609075101,0.2804551011527076,-0.1098246868368515,1.4191233470337705,10.0,144.0,0.4583333333333333,0.011318552207218157,-0.00487059227631844,3.403995887288649,-0.6786793251121017,0.3687231660523884,-0.1521254777099999,1.789234265265492,10.0,272.0,16.0,99.0,16.0,21.0,8.0,False,False,False,False
time_any__open_eq1__speed_6_10__growth_board,TIME_FREE,回封时间不限；第1次炸板后的回封；最后炸板后6~10分钟回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,c14fd129a2a8cbbd757af500ace05e5aa821c433,236,161,116,45,0,71,0.4084507042253521,0.007617304511407854,-0.0125229682356472,1.4049744895160168,-0.5093561636720345,0.2888703665893359,-0.1371603534732558,1.9149071747797504,9,28,1.2923777973678074,43,1.087123666452282,1,True,83.0,0.39759036144578314,0.008197854406757773,-0.0125229682356472,1.5835168981462562,-0.5298397333466798,0.2888703665893359,-0.1371603534732558,2.0577205053892467,10.0,133.0,0.6090225563909775,0.043338926857023466,0.02049000083100966,172.2049082723911,-0.1987443482370359,0.4892913885103991,-0.11849477438811166,2.8285188760216022,6.0,159.0,28.0,54.0,36.0,30.0,13.0,False,False,False,False
time_any__open_eq3__speed_6_10__ever_40_150,TIME_FREE,回封时间不限；第3次炸板后的回封；最后炸板后6~10分钟回封；信号时全市场已有40~150只首板触板,"last_break_to_signal_minutes,market_ever_sealed_count,open_times_at_signal",True,c555c477e5e1158885eaa9fbcb8f4ba594831c62,310,196,166,30,0,93,0.4838709677419355,0.005619553886244743,-0.0024840129034597,1.4039751516789414,-0.33637206821281385,0.140190473515297,-0.2040006245101206,1.3618054822471195,5,44,1.3346689728407948,49,1.051927616696319,1,True,100.0,0.48,0.00748305802067902,-0.00295488674342215,1.7495345517994656,-0.33637206821281385,0.140190473515297,-0.2040006245101206,1.509418224281437,5.0,140.0,0.5785714285714286,0.026867623288079047,0.00944076183214295,26.92528807200905,-0.27924661920345817,0.4892913885103991,-0.11849477438811166,1.933586313442821,6.0,194.0,20.0,70.0,32.0,30.0,8.0,False,False,False,False
time_any__open_eq4__speed_le2__growth_board,TIME_FREE,回封时间不限；第4次炸板后的回封；最后炸板后2分钟内回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,4a340a4f66c36d8ececaa365016130c75aadcbbd,247,142,118,24,0,80,0.4375,0.0077120776596478705,-0.00706405196088655,1.4023820146706687,-0.6362705713310324,0.2888703665893359,-0.1370202417594448,1.6745161782341518,6,40,0.5689578603722912,40,2.4648258023064042,1,True,89.0,0.449438202247191,0.008037532112861089,-0.0068281652852017,1.574730728424891,-0.5341794868953748,0.2888703665893359,-0.1370202417594448,1.6380473301658893,7.0,140.0,0.6071428571428571,0.034068532221591646,0.014958056449844638,66.41190214760117,-0.29107312940651986,0.4892913885103991,-0.1043668645883486,2.1018547928091875,6.0,141.0,32.0,51.0,38.0,38.0,13.0,False,False,False,False
time_1300_1359__open_2_3__speed_any__break_rate_le50,SPEED_FREE,13:00~13:59回封；第2~3次炸板后的回封；回封速度不限；信号时累计炸板事件率不超50%,"market_break_event_rate,open_times_at_signal,signal_hhmm",True,b55ebde1eeb2e790db432395fbdab14fe65da9d9,152,69,55,14,0,45,0.4888888888888889,0.010377766757818896,-0.0043614932459362,1.3990688734701302,-0.3678834076800763,0.2858048076223851,-0.1293101803360104,1.5416695412167016,9,23,1.1093570387341065,22,1.2611529242800101,1,True,67.0,0.5223880597014925,0.013833187887408999,0.0037643905137931,2.077348637503487,-0.2549537466221333,0.4527951871228668,-0.1293101803360104,1.59897787321919,7.0,133.0,0.6616541353383458,0.044527154468094236,0.020424129636437156,180.2215180181229,-0.20569199872479282,0.5231929254879739,-0.13823939725321072,2.221017296851803,6.0,69.0,41.0,41.0,37.0,42.0,13.0,True,False,False,False
time_1400_1454__open_3_5__speed_any__seal_rate_ge70,SPEED_FREE,14:00~14:54回封；第3~5次炸板后的回封；回封速度不限；信号时全市场首板封住率至少70%,"market_seal_rate,open_times_at_signal,signal_hhmm",True,7f0ffa99a8c1042476956813ed34d2e8b1aa54be,2092,313,257,56,0,126,0.46825396825396826,0.0046158534138447975,-0.00541172677848075,1.3988243488372858,-0.4587203902161294,0.2888703665893359,-0.1075199501545683,1.3855634262165295,4,60,0.6344093531740153,66,2.2049239057381875,1,True,127.0,0.4645669291338583,0.0046894962843436125,-0.0060218649410526,1.4203609839245177,-0.3770851025488018,0.2888703665893359,-0.1075199501545683,1.4142561229442945,4.0,146.0,0.4726027397260274,0.010852255984163364,-0.0049428300622007,3.184287112619841,-0.4142959521916513,0.3687231660523884,-0.13823939725321072,1.6387772324261056,7.0,307.0,12.0,101.0,22.0,21.0,2.0,False,False,False,False
time_1400_1429__open_1_2__speed_le2,STRUCTURAL_GRID,14:00~14:29回封；第1~2次炸板后的回封；最后炸板后2分钟内回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,3b761fea1f5062bca5adbb4415d11f165ded153a,1066,318,251,67,0,116,0.49137931034482757,0.004547492919001363,-0.0011850447986381,1.3965962527370617,-0.4548094879911191,0.1371003094875,-0.1627708681676576,1.2751718573606055,11,56,0.9533222439471953,60,1.4649781452224433,1,True,121.0,0.45454545454545453,0.0020287130378494663,-0.0055247986020876,1.0574570428915335,-0.5216626802967652,0.1371003094875,-0.1448809394999999,1.3183711441703376,11.0,141.0,0.46099290780141844,0.010720230427202129,-0.0047372089874999,2.6043773714429044,-0.573303021797002,0.5231929254879739,-0.17629142067722955,1.718323942462357,9.0,316.0,9.0,100.0,20.0,19.0,2.0,False,False,False,False
time_1001_1359__open_eq3__speed_ge11,STRUCTURAL_GRID,10:01~13:59回封；第3次炸板后的回封；最后炸板11分钟后回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,1450f4049308efd5bc798dc3728819cbe53566e6,395,224,192,32,0,105,0.44761904761904764,0.005299582281123161,-0.0065455867640624,1.3954727889134708,-0.4601010424546528,0.2124694253476716,-0.1235870262557176,1.5352956307029415,8,54,1.0680860900279932,51,1.3065171449586974,1,True,110.0,0.4727272727272727,0.00941243969938918,-0.005588120358841649,2.0920488662542835,-0.3402773867160087,0.3090002845557691,-0.1235870262557176,1.5798620421524425,8.0,142.0,0.5211267605633803,0.024356306297517623,0.00319081945755865,17.558953103516107,-0.3010863797844805,0.4892913885103991,-0.13823939725321072,2.013913692174898,7.0,224.0,16.0,81.0,25.0,26.0,10.0,True,False,False,False
time_1001_1130__open_any__speed_6_10__seal_rate_40_60,OPEN_COUNT_FREE,10:01~11:30回封；炸板/回封次数不限；最后炸板后6~10分钟回封；信号时全市场首板封住率40%~60%,"last_break_to_signal_minutes,market_seal_rate,signal_hhmm",True,a483bd62f19c602434090a48559777de6168bcbf,62,34,29,5,0,24,0.5833333333333334,0.015854328446803165,0.0059082880170443,1.3951631564122757,-0.1366421586681661,0.2566166619278637,-0.0578222505932534,1.5974591550196193,4,11,1.2157584205040783,13,1.147566105965207,1,True,55.0,0.5454545454545454,0.01584260258067736,0.0071572558285714,2.0764241264383103,-0.18915199167239694,0.4527951871228668,-0.07234699681846155,1.720812849312541,6.0,134.0,0.6716417910447762,0.04699084546994891,0.02137555133739029,274.08155493166885,-0.2297053474471087,0.4892913885103991,-0.13823939725321072,2.3881838730821987,4.0,34.0,52.0,34.0,38.0,46.0,16.0,True,False,False,False
time_1001_1130__open_any__speed_6_10__duration_16_30,OPEN_COUNT_FREE,10:01~11:30回封；炸板/回封次数不限；最后炸板后6~10分钟回封；首封后16~30分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes,signal_hhmm",True,09343c85177243f18f28b513076fb6a74a890a39,268,190,146,44,0,85,0.43529411764705883,0.0060718403354345155,-0.0088925014513353,1.3938648241593394,-0.31710155002646534,0.1935590908019999,-0.189337554306236,1.667651627735981,6,38,0.9339480270242496,47,1.492443673338525,1,True,92.0,0.44565217391304346,0.006485140972281801,-0.009148744486605149,1.4988598127964052,-0.32819904644197717,0.1935590908019999,-0.189337554306236,1.6227429207702058,6.0,136.0,0.5514705882352942,0.02417499181216489,0.004766441950549516,16.967283818098036,-0.3995180689262522,0.4892913885103991,-0.1777544284995882,2.005181271410798,7.0,190.0,23.0,67.0,26.0,35.0,8.0,False,False,False,False
time_any__open_1_2__speed_le1__duration_16_30,TIME_FREE,回封时间不限；第1~2次炸板后的回封；最后炸板后1分钟内回封；首封后16~30分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes,open_times_at_signal",True,03366499a71030662a62891886fb091fbd602974,779,330,260,70,0,122,0.5081967213114754,0.004547023730950318,0.00179038340229465,1.3934960333815685,-0.3312201694961141,0.1376299251151079,-0.1274921453846094,1.1745535819762736,6,60,0.9757968215520448,62,1.4280596150796596,1,True,125.0,0.496,0.002741460091513273,-0.000796190837037,1.1173519536943295,-0.4792333795865552,0.1376299251151079,-0.1662647956514495,1.1421831148622028,8.0,145.0,0.5517241379310345,0.02053381195266137,0.0030365894678405,11.667734614474712,-0.3091643464310109,0.4892913885103991,-0.1274921453846094,1.6809326205712523,5.0,330.0,7.0,99.0,18.0,18.0,10.0,False,False,False,False
time_1400_1429__open_eq2__speed_2_5,STRUCTURAL_GRID,14:00~14:29回封；第2次炸板后的回封；最后炸板后2~5分钟回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,600cb54381a4a08c70c170d86cfc023b657a9621,337,169,137,32,0,78,0.5128205128205128,0.005405512864346978,0.000410306423091,1.3905518821641756,-0.22561401455267704,0.1369505808659998,-0.0950430270917881,1.2755018334702746,6,35,1.3620632270899589,43,1.02091580956567,1,True,87.0,0.4942528735632184,1.4794604100139928e-05,-0.0013986654,0.8988562924843281,-0.4854017108772478,0.1367929126226185,-0.151491843543652,1.0240624446472495,7.0,137.0,0.583941605839416,0.028246278987771788,0.0094151564641321,26.72033467232684,-0.47569006450979034,0.4892913885103991,-0.17629142067722955,1.77850709439023,6.0,165.0,29.0,56.0,36.0,34.0,11.0,False,False,False,False
time_any__open_2_3__speed_6_10__recent5_ge5pct,TIME_FREE,回封时间不限；第2~3次炸板后的回封；最后炸板后6~10分钟回封；回封前5分钟成交额至少前日5%,"last_break_to_signal_minutes,open_times_at_signal,signal_recent_5m_amount_vs_prev_day",True,e0723f0f0fe26b73c8b21d15214765bf23b02d27,723,322,241,81,0,120,0.45,0.004708565895070141,-0.0060621458084709,1.389802132760922,-0.47524379240304104,0.2559726948000001,-0.1604044205087896,1.4938322634851144,12,57,1.0468351538080258,63,1.3276227185391138,1,True,123.0,0.43089430894308944,0.002487598019125049,-0.0084119022287424,1.0609349318082597,-0.57749156214588,0.2559726948000001,-0.16676560959,1.4668114548339772,12.0,144.0,0.4583333333333333,0.009259255843506549,-0.00490672463482825,2.6427780270240557,-0.47821086095080323,0.25794581579670345,-0.17629142067722955,1.7124991178968947,6.0,321.0,8.0,98.0,16.0,17.0,13.0,False,False,False,False
time_any__open_eq2__speed_le1__break_low_le2,TIME_FREE,回封时间不限；第2次炸板后的回封；最后炸板后1分钟内回封；最后炸板分钟最低回落不超2%,"last_break_low_depth_pct,last_break_to_signal_minutes,open_times_at_signal",True,90cba74490eccd6bd8f68ded06a2810d6e8cc52c,2360,451,361,90,0,144,0.4930555555555556,0.00414390481716707,-0.0006507800272642,1.3888707549928412,-0.6343512248482801,0.1865259303471385,-0.1792189802694261,1.2283720626977241,5,73,0.4404088164903782,71,3.1535943491339813,1,True,144.0,0.4930555555555556,0.00414390481716707,-0.0006507800272642,1.3888707549928412,-0.6343512248482801,0.1865259303471385,-0.1792189802694261,1.2283720626977241,5.0,155.0,0.5096774193548387,0.0073212984396763305,0.0016095808767122,2.305952204520017,-0.3582372429684644,0.21575685510355055,-0.1792189802694261,1.3175985873982823,5.0,451.0,0.0,124.0,7.0,18.0,6.0,False,False,False,False
time_any__open_eq2__speed_le1,STRUCTURAL_GRID,回封时间不限；第2次炸板后的回封；最后炸板后1分钟内回封,"last_break_to_signal_minutes,open_times_at_signal",True,e0cd7c074a5597c5217eca372e2e15235bb077e8,2387,453,362,91,0,144,0.4930555555555556,0.00414390481716707,-0.0006507800272642,1.3888707549928412,-0.6343512248482801,0.1865259303471385,-0.1792189802694261,1.2283720626977241,5,73,0.4404088164903782,71,3.1535943491339813,1,True,144.0,0.4930555555555556,0.00414390481716707,-0.0006507800272642,1.3888707549928412,-0.6343512248482801,0.1865259303471385,-0.1792189802694261,1.2283720626977241,5.0,154.0,0.5,0.004604904903431609,-2.412162621049998e-05,1.5313710773009124,-0.5738086319913336,0.21575685510355055,-0.1792189802694261,1.225370136322434,5.0,453.0,0.0,122.0,8.0,18.0,6.0,False,False,False,False
time_1300_1359__open_eq4__speed_any__seal_rate_40_60,SPEED_FREE,13:00~13:59回封；第4次炸板后的回封；回封速度不限；信号时全市场首板封住率40%~60%,"market_seal_rate,open_times_at_signal,signal_hhmm",True,6b71c1b45f0467342832348729f0e343fd19c0fb,102,40,35,5,0,30,0.5666666666666667,0.012878055979401495,0.0074472136623635506,1.3876111507053908,-0.1456319410863688,0.1382248145666667,-0.0965162086203549,1.3268458073075526,3,14,1.0522079807341247,16,1.3187612868486844,1,True,57.0,0.5263157894736842,0.015224416612334838,0.0087614910589285,2.006284061262633,-0.3041853940406043,0.4527951871228668,-0.0965162086203549,1.62226543235981,4.0,133.0,0.6541353383458647,0.04579707629174259,0.02049000083100966,222.61337466971392,-0.22970534744710858,0.4892913885103991,-0.13823939725321072,2.4136391841964815,7.0,40.0,49.0,38.0,34.0,45.0,16.0,False,False,False,False
time_before_1400__open_eq3__speed_6_10,STRUCTURAL_GRID,14:00前回封；第3次炸板后的回封；最后炸板后6~10分钟回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,6001df28662d549a2a8b94ad49b540a771271791,261,182,158,24,0,90,0.5,0.0059279220265606395,0.00025940322734894995,1.38746208198802,-0.3134400372976496,0.1659870463579606,-0.2040006245101206,1.2569853270215512,5,42,1.180983579178169,48,1.1748360489089413,1,True,96.0,0.4583333333333333,0.005073880577058411,-0.006681859532074549,1.320935815570124,-0.38020626642912525,0.1659870463579606,-0.2040006245101206,1.4443177488801415,6.0,140.0,0.5214285714285715,0.021100784252148536,0.003089654166562374,12.869929192143516,-0.23051943689033794,0.25794581579670345,-0.10289842300991688,1.9990903599538972,5.0,182.0,22.0,71.0,25.0,33.0,11.0,False,False,False,False
time_any__open_eq2__speed_6_10__duration_61_120,TIME_FREE,回封时间不限；第2次炸板后的回封；最后炸板后6~10分钟回封；首封后61~120分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes,open_times_at_signal",True,786c9ad9617f2214ec0753840ce5c49f6163c471,159,123,100,23,0,65,0.4461538461538462,0.008677590954824357,-0.0135574189952544,1.3867336738328013,-0.5175863072258483,0.3721270239550671,-0.200076232581116,1.6503780226907179,6,32,1.109708517970902,33,1.2496377664726213,1,True,80.0,0.475,0.006703932351628694,-0.006777183387117249,1.3819499304428273,-0.43592924694398194,0.2559726948000001,-0.200076232581116,1.411149319327379,8.0,133.0,0.6090225563909775,0.03653575577090616,0.019180342510750216,73.0484607808369,-0.1876588693073885,0.4892913885103991,-0.13823939725321072,2.1415284967899972,4.0,123.0,37.0,54.0,32.0,36.0,11.0,False,False,False,False
time_1400_1429__open_eq1__speed_any__break_low_le1,SPEED_FREE,14:00~14:29回封；第1次炸板后的回封；回封速度不限；最后炸板分钟最低回落不超1%,"last_break_low_depth_pct,open_times_at_signal,signal_hhmm",True,4bc39b7398339ebe4ca5436ca83982dede7c35cc,926,314,238,76,0,116,0.47413793103448276,0.004157834130679173,-0.00349069538730905,1.3826190760678831,-0.5821605336859501,0.1485710589249087,-0.1288757851798571,1.3638996924335718,7,57,0.8632976792975818,59,1.601555418512007,1,True,117.0,0.5128205128205128,0.007892143780049148,0.0020957083690946,2.140433006546271,-0.5169563876678187,0.1485710589249087,-0.1288757851798571,1.4044656149131565,7.0,142.0,0.5140845070422535,0.014327328834989973,0.0022823940910051497,5.0129364496494455,-0.4701069804886123,0.4892913885103991,-0.17629142067722955,1.5997367735531425,8.0,309.0,9.0,89.0,19.0,27.0,7.0,True,False,False,False
time_1300_1359__open_1_2__speed_any__ever_40_150,SPEED_FREE,13:00~13:59回封；第1~2次炸板后的回封；回封速度不限；信号时全市场已有40~150只首板触板,"market_ever_sealed_count,open_times_at_signal,signal_hhmm",True,b3a9ea07304db652cf4ee1cd67112b14fef52e27,4299,414,305,109,0,127,0.48031496062992124,0.00412599849572203,-0.0043614932459362,1.3821714021158469,-0.4639218874751653,0.1652893008992227,-0.1056750764320755,1.3010109688226543,6,59,0.7287731585039041,68,1.89657287180184,1,True,127.0,0.48031496062992124,0.00412599849572203,-0.0043614932459362,1.3821714021158469,-0.4639218874751653,0.1652893008992227,-0.1056750764320755,1.3010109688226543,6.0,146.0,0.5136986301369864,0.014615005876873541,0.0026008264176526578,5.5955599907646105,-0.3180681997202537,0.4892913885103991,-0.14417251000998996,1.6595656727419827,4.0,414.0,0.0,104.0,15.0,16.0,11.0,False,False,False,False
time_1400_1454__open_eq2__speed_2_5,STRUCTURAL_GRID,14:00~14:54回封；第2次炸板后的回封；最后炸板后2~5分钟回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,147087389e4d81353f5f51d3a76dbca64b126560,610,247,187,60,0,101,0.44554455445544555,0.004835402370660928,-0.0049678171901579,1.3774690611837803,-0.444219585446217,0.2886461432667387,-0.1116008761410474,1.5729676101743468,10,48,1.0242158360800078,53,1.3449011552640915,1,True,103.0,0.42718446601941745,-0.00030213420760820197,-0.00769700129483762,0.8143258231185482,-0.5821530031442025,0.2886461432667387,-0.151491843543652,1.3213483715252816,10.0,142.0,0.5633802816901409,0.024785508857392995,0.008128425267252626,20.249845181096955,-0.49344324595298183,0.3687231660523884,-0.17629142067722955,1.7917030702342467,7.0,233.0,25.0,70.0,32.0,31.0,9.0,False,False,False,False
