rule,family,description,signal_time_fields,uses_only_signal_time_known_fields,selection_signature,raw_event_count,candidate_day_count,selected_price_confirmed_count,selected_queue_unknown_count,unresolved_exit_count,independent_trade_count,independent_win_rate,independent_avg_account_return,independent_median_account_return,independent_equity_multiple,independent_max_drawdown,independent_max_profit,independent_max_loss,independent_profit_loss_ratio,independent_max_consecutive_losses,first_12m_trade_count,first_12m_multiple,second_12m_trade_count,second_12m_multiple,equivalent_rule_count,independent_profitable,merged_d_trade_count,merged_d_win_rate,merged_d_avg_account_return,merged_d_median_account_return,merged_d_equity_multiple,merged_d_max_drawdown,merged_d_max_profit,merged_d_max_loss,merged_d_profit_loss_ratio,merged_d_max_consecutive_losses,acde_trade_count,acde_win_rate,acde_avg_account_return,acde_median_account_return,acde_equity_multiple,acde_max_drawdown,acde_max_profit,acde_max_loss,acde_profit_loss_ratio,acde_max_consecutive_losses,merged_chosen_candidate_day_count,merged_chosen_baseline_day_count,acde_d_count,acde_a_count,acde_e_count,acde_c_count,merged_d_compound_improved,acde_compound_improved,triple_gate_passed,formal_strategy_modified
time_any__open_1_2__speed_6_10__ever_40_100,TIME_FREE,回封时间不限；第1~2次炸板后的回封；最后炸板后6~10分钟回封；信号时全市场已有40~100只首板触板,"last_break_to_signal_minutes,market_ever_sealed_count,open_times_at_signal",True,1fdace75cf9b3693c3ae8c1cdda17fcd9a04212a,1178,353,248,105,0,121,0.5206611570247934,0.015468506955191797,0.005278421775,5.097952533927302,-0.19911952170933123,0.1935590908019999,-0.1627866280771597,1.7591050178274228,5,57,2.4546879274987825,64,2.076823076700381,1,True,121.0,0.5206611570247934,0.015360775213074065,0.0043676885133477,5.034826541159226,-0.19911952170933123,0.1935590908019999,-0.1627866280771597,1.758830546255616,5.0,142.0,0.5422535211267606,0.02063000196102388,0.005638363601598919,11.818691914825088,-0.24867328829643953,0.4892913885103991,-0.1627866280771597,1.7630960753944187,5.0,353.0,3.0,101.0,16.0,18.0,7.0,True,False,False,False
time_any__open_1_2__speed_6_10__ever_40_150,TIME_FREE,回封时间不限；第1~2次炸板后的回封；最后炸板后6~10分钟回封；信号时全市场已有40~150只首板触板,"last_break_to_signal_minutes,market_ever_sealed_count,open_times_at_signal",True,34ddcc73b4683d338c712f05734bf26a554e8d31,1389,354,249,105,0,121,0.5206611570247934,0.015468506955191797,0.005278421775,5.097952533927302,-0.19911952170933123,0.1935590908019999,-0.1627866280771597,1.7591050178274228,5,57,2.4546879274987825,64,2.076823076700381,1,True,121.0,0.5206611570247934,0.015360775213074065,0.0043676885133477,5.034826541159226,-0.19911952170933123,0.1935590908019999,-0.1627866280771597,1.758830546255616,5.0,142.0,0.5422535211267606,0.02063000196102388,0.005638363601598919,11.818691914825088,-0.24867328829643953,0.4892913885103991,-0.1627866280771597,1.7630960753944187,5.0,354.0,2.0,101.0,16.0,18.0,7.0,True,False,False,False
time_1300_1359__open_eq4__speed_any__duration_61_120,SPEED_FREE,13:00~13:59回封；第4次炸板后的回封；回封速度不限；首封后61~120分钟形成回封,"first_to_signal_minutes,open_times_at_signal,signal_hhmm",True,77d13e6ef1b1c7a327e0346cd7a54b1a3ea99554,261,173,157,16,0,92,0.5,0.020568303513245203,0.0011520564637170206,5.077153716776814,-0.2603316728399768,0.3721270239550671,-0.1311553934155689,2.1857540008280805,5,44,3.1884728464653698,48,1.5923465437082747,1,True,98.0,0.5102040816326531,0.018843941563887096,0.004372532548431,4.989529990027314,-0.2603316728399768,0.3721270239550671,-0.1311553934155689,2.0627676249691493,5.0,142.0,0.6338028169014085,0.03824679963158461,0.022584355171651777,129.52201684622955,-0.2678387853929872,0.3721270239550671,-0.14417251000998996,2.1995361235563093,4.0,173.0,20.0,67.0,32.0,32.0,11.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__amount_ge1_5,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；信号前成交额至少前日1.5倍,"last_break_to_signal_minutes,signal_cumulative_amount_vs_prev_day,signal_hhmm",True,b3711cf176e0d256634467a5b53f21e6e09421af,1302,373,285,88,0,129,0.5116279069767442,0.01481970368323233,0.0018150220858537,4.9684326690523575,-0.3978205680839352,0.3721270239550671,-0.1234202601747165,1.7864273603075975,5,63,2.5201524983017918,66,1.9714809609340487,1,True,130.0,0.5153846153846153,0.01488741471152719,0.00160168259769405,5.098055983541002,-0.36983359642483415,0.3721270239550671,-0.1234202601747165,1.788810116235409,5.0,149.0,0.5033557046979866,0.01841134222495113,0.0004041721418035946,9.986590711419678,-0.22366311535019467,0.3721270239550671,-0.11849477438811166,2.0663890378423133,5.0,372.0,6.0,104.0,21.0,19.0,5.0,True,False,False,False
time_any__open_1_2__speed_2_5__growth_board,TIME_FREE,回封时间不限；第1~2次炸板后的回封；最后炸板后2~5分钟回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,c333f217ef5530bd861f88f2d17646ce68aeac1a,1007,330,259,71,0,123,0.5040650406504065,0.01503237802186529,0.0024794651661675,4.315691375829429,-0.4622715786982573,0.2886461432667387,-0.1229136417690231,1.6239155362986744,10,60,1.3581219564986982,63,3.1776906007436065,1,True,125.0,0.512,0.017205772061853683,0.0025973816999692,5.842428740846791,-0.37671326143759076,0.2886461432667387,-0.121943391202544,1.7219972211540207,8.0,145.0,0.5517241379310345,0.019251680781342997,0.0083010686194345,10.079953726997772,-0.3757433063178578,0.2886461432667387,-0.14417251000998996,1.5386985167845855,6.0,329.0,7.0,108.0,10.0,17.0,10.0,True,False,False,False
time_1300_1359__open_any__speed_ge11__pre_low_ge0,OPEN_COUNT_FREE,13:00~13:59回封；炸板/回封次数不限；最后炸板11分钟后回封；信号前最低价不低于昨收,"last_break_to_signal_minutes,pre_signal_min_return,signal_hhmm",True,7becbc5563afbdd7a338d3f70f423938a3efaeac,1040,344,282,62,0,129,0.5348837209302325,0.013309954347180086,0.0082541688065934,4.25562493483338,-0.447602252530942,0.2124694253476716,-0.1404127616917432,1.499428610153532,4,61,1.263601376437201,68,3.3678539879660216,1,True,130.0,0.5230769230769231,0.013014348033280805,0.0059609217200612,4.144037773616731,-0.447602252530942,0.2124694253476716,-0.1404127616917432,1.5520303945303504,5.0,144.0,0.5347222222222222,0.01874442851505513,0.004706411918114253,9.82435079296078,-0.48227116348343657,0.3687231660523884,-0.17629142067722955,1.792508758177763,4.0,344.0,7.0,100.0,16.0,19.0,9.0,True,False,False,False
time_before_1400__open_any__speed_6_10__duration_61_120,OPEN_COUNT_FREE,14:00前回封；炸板/回封次数不限；最后炸板后6~10分钟回封；首封后61~120分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes,signal_hhmm",True,9f763f857aa900741f8077b29be5dfaf4eddb65b,418,231,200,31,0,108,0.4722222222222222,0.015919882605964605,-0.0024852656971892,4.1376643793368695,-0.44170508674664566,0.3721270239550671,-0.0934169750313625,2.0515521475190397,5,53,1.676404035536975,55,2.468178488971196,2,True,112.0,0.45535714285714285,0.012522439418453518,-0.0032923970450167003,3.1301153167919336,-0.3286056500658878,0.2884775816944691,-0.0934169750313625,1.9867130685554064,5.0,142.0,0.5915492957746479,0.028643821997793608,0.014314851839133131,36.04316039685149,-0.2329465090007421,0.4892913885103991,-0.13823939725321072,2.0021828970491318,4.0,231.0,18.0,77.0,27.0,29.0,9.0,True,False,False,False
time_1300_1454__open_any__speed_6_10,STRUCTURAL_GRID,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封,"last_break_to_signal_minutes,signal_hhmm",True,e7629780dddbbb231dac5aff80a81a2986c4c137,1942,413,327,86,0,136,0.5294117647058824,0.012907534641393544,0.00455076258207285,4.1207442934798095,-0.43766847982440926,0.3090002845557691,-0.1338850016643887,1.4345803301761757,5,65,1.8396534599824206,71,2.2399568087780994,1,True,136.0,0.5294117647058824,0.012907534641393544,0.00455076258207285,4.1207442934798095,-0.43766847982440926,0.3090002845557691,-0.1338850016643887,1.4345803301761757,5.0,150.0,0.5333333333333333,0.01872417360945318,0.003537060168639584,10.215999719888664,-0.43766847982440904,0.3687231660523884,-0.1338850016643887,1.6729372766983832,5.0,412.0,4.0,118.0,13.0,14.0,5.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__seal_rate_ge60,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；信号时全市场首板封住率至少60%,"last_break_to_signal_minutes,market_seal_rate,signal_hhmm",True,177e74abb3a3d0f5b54aa3fb5bede63f792e012c,1612,387,308,79,0,131,0.5343511450381679,0.01322912743994309,0.0043676885133477,4.100839429118364,-0.38534858539589123,0.3090002845557691,-0.1338850016643887,1.4361045661218728,5,63,1.4922961372050416,68,2.748006462577147,1,True,131.0,0.5343511450381679,0.01322912743994309,0.0043676885133477,4.100839429118364,-0.38534858539589123,0.3090002845557691,-0.1338850016643887,1.4361045661218728,5.0,151.0,0.5364238410596026,0.021381631348217675,0.0021752415944633883,14.694604495598593,-0.3389197428504205,0.4892913885103991,-0.1338850016643887,1.8566489920677567,5.0,385.0,5.0,113.0,16.0,16.0,6.0,True,False,False,False
time_1300_1454__open_eq3__speed_any__growth_board,SPEED_FREE,13:00~14:54回封；第3次炸板后的回封；回封速度不限；仅创业板或科创板,"market_segment,open_times_at_signal,signal_hhmm",True,26f6c6cd1b8dc8136afd71384921e43a5aae7f14,493,229,181,48,0,105,0.4857142857142857,0.01638734055628506,-0.0046259348904044,4.06332945099963,-0.39172209038579,0.2886461432667387,-0.1293101803360104,1.9396064033901959,11,47,1.0940960991808448,58,3.713868876821574,1,True,107.0,0.45794392523364486,0.0118847454165459,-0.0065686671289239,2.702312821748882,-0.40914561003657346,0.2886461432667387,-0.1293101803360104,1.8815773605521156,12.0,147.0,0.5850340136054422,0.026896168562516184,0.0157131770571429,31.60395351285907,-0.24915144412903345,0.4892913885103991,-0.11849477438811166,1.9298243431342932,5.0,225.0,20.0,80.0,28.0,29.0,10.0,True,False,False,False
time_1300_1359__open_any__speed_6_10__recent5_ge5pct,OPEN_COUNT_FREE,13:00~13:59回封；炸板/回封次数不限；最后炸板后6~10分钟回封；回封前5分钟成交额至少前日5%,"last_break_to_signal_minutes,signal_hhmm,signal_recent_5m_amount_vs_prev_day",True,b284b105b2ef550c45f4c4ecf308b3a098ffa266,548,270,203,67,0,110,0.5181818181818182,0.014288647230882592,0.0019942517519895,3.8805199253729032,-0.2243205267931052,0.2122980495206723,-0.0946809216265486,1.7200184893885972,6,51,1.7736352501852741,59,2.1878906189801683,1,True,113.0,0.5221238938053098,0.016503297412164688,0.0051149525974575,5.1243631198990895,-0.21357018653478044,0.2122980495206723,-0.0946809216265486,1.8266998565794554,6.0,142.0,0.5845070422535211,0.03518567126704001,0.009188811622397127,85.12097650417391,-0.20535545385949527,0.4892913885103991,-0.1043668645883486,2.6242217126088607,5.0,270.0,14.0,89.0,19.0,24.0,10.0,True,False,False,False
time_any__open_eq2__speed_6_10__growth_board,TIME_FREE,回封时间不限；第2次炸板后的回封；最后炸板后6~10分钟回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,3502dd773f2f41fe0df7b0284e1958e1501260a5,116,81,56,25,0,45,0.5111111111111111,0.03467061163871075,0.0037282290326847,3.725071778152762,-0.2552437013740342,0.2884420958080925,-0.1370202417594448,2.259300040094906,3,19,2.632065336823118,26,1.4152656949803892,1,True,64.0,0.5,0.021492340333460556,-0.0020996869399123818,3.1396059210174188,-0.3357913166738906,0.2559726948000001,-0.1370202417594448,1.910176365390416,4.0,136.0,0.6029411764705882,0.04474159473676511,0.02045706523372341,215.46592215080707,-0.2804853759215111,0.4892913885103991,-0.13823939725321072,2.5419823963700514,6.0,77.0,39.0,45.0,39.0,39.0,13.0,True,False,False,False
time_1400_1429__open_3_5__speed_le1,STRUCTURAL_GRID,14:00~14:29回封；第3~5次炸板后的回封；最后炸板后1分钟内回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,4b1f8ef50ff37d68e52a9a7e5abd8c3d58fe84a4,884,267,230,37,0,112,0.5267857142857143,0.013399111837399459,0.0057943964916024,3.536238053888283,-0.25530205485758284,0.2888703665893359,-0.1389379853296101,1.6158431480917939,4,55,1.300864092280608,57,2.7183762507340266,1,True,117.0,0.5213675213675214,0.012838589328479985,0.0057622686717391,3.4970537657069634,-0.33005969518764455,0.2888703665893359,-0.1389379853296101,1.6028552791299577,4.0,141.0,0.5177304964539007,0.014839319355135742,0.004544094725274752,5.525989763463693,-0.29939246255788354,0.3687231660523884,-0.13823939725321072,1.6810193292881137,6.0,265.0,17.0,94.0,22.0,18.0,7.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__break_low_le1,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；最后炸板分钟最低回落不超1%,"last_break_low_depth_pct,last_break_to_signal_minutes,signal_hhmm",True,c0241dc523b66a231d59dac808a311a078169f8e,1619,385,314,71,0,132,0.5303030303030303,0.011998820988758352,0.003529625585013,3.4506195116259715,-0.44323580157321474,0.3721270239550671,-0.095701778541811,1.427751014427704,5,64,2.7765681962768998,68,1.2427641850298903,1,True,133.0,0.518796992481203,0.01167288992615374,0.0014971848619781,3.3439098445151405,-0.4492552042481037,0.3721270239550671,-0.095701778541811,1.4795773894664133,5.0,151.0,0.5099337748344371,0.015339057953515091,0.0007288335814705,6.497534394860109,-0.5567425429086241,0.3721270239550671,-0.11849477438811166,1.7475518285464242,6.0,384.0,4.0,118.0,16.0,13.0,4.0,True,False,False,False
time_1300_1359__open_any__speed_6_10__recent5_ge10pct,OPEN_COUNT_FREE,13:00~13:59回封；炸板/回封次数不限；最后炸板后6~10分钟回封；回封前5分钟成交额至少前日10%,"last_break_to_signal_minutes,signal_hhmm,signal_recent_5m_amount_vs_prev_day",True,0314538b2904c06a807ea31ea5c60283d40cec3b,317,206,149,57,0,93,0.5161290322580645,0.01532586726572474,0.004733836650798,3.4397930450246976,-0.29315149953251707,0.1659870463579606,-0.1234202601747165,1.7810498907789696,3,45,1.3278058615305797,48,2.590584320105051,1,True,96.0,0.5104166666666666,0.012508676149886136,0.004161663055881352,2.8033930278996912,-0.40816534998808895,0.1375331983591836,-0.0946809216265486,1.6475172884288165,3.0,134.0,0.5895522388059702,0.03121326077186762,0.008946717410640001,39.78427349872663,-0.22308355269499847,0.4892913885103991,-0.1043668645883486,2.1544702219200187,5.0,206.0,21.0,72.0,25.0,27.0,10.0,True,False,False,False
time_any__open_2_3__speed_6_10__pre_low_ge0,TIME_FREE,回封时间不限；第2~3次炸板后的回封；最后炸板后6~10分钟回封；信号前最低价不低于昨收,"last_break_to_signal_minutes,open_times_at_signal,pre_signal_min_return",True,d6c7caa68a72850647b3518e102b3026052edac0,669,268,208,60,0,108,0.5277777777777778,0.01371236609099994,0.0031773055814527497,3.406359200516118,-0.3250442797885357,0.2884420958080925,-0.16676560959,1.5968371282230962,5,52,1.53230713291957,56,2.22302639420978,1,True,112.0,0.5089285714285714,0.010392726103492364,0.00081160581325765,2.5219182255409156,-0.3206236452330783,0.2884420958080925,-0.16676560959,1.5292113826185172,5.0,142.0,0.5704225352112676,0.024256283633177743,0.008404219134985277,19.955123813567766,-0.2529610823773669,0.2884420958080925,-0.1604044205087896,1.8423314843723555,7.0,267.0,13.0,79.0,19.0,32.0,12.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__amount_ge0_5,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；信号前成交额至少前日50%,"last_break_to_signal_minutes,signal_cumulative_amount_vs_prev_day,signal_hhmm",True,b07e24098ecd8327f5e481b5d3bbea2ccd29db58,1939,412,326,86,0,135,0.5259259259259259,0.011572278337301631,0.0043676885133477,3.4062968265084157,-0.43766847982440893,0.3090002845557691,-0.1338850016643887,1.3829985718152191,5,64,1.5206975478989515,71,2.2399568087780994,1,True,135.0,0.5259259259259259,0.011572278337301631,0.0043676885133477,3.4062968265084157,-0.43766847982440893,0.3090002845557691,-0.1338850016643887,1.3829985718152191,5.0,150.0,0.5266666666666666,0.015064376345962053,0.002352633603233902,6.1229752323018,-0.5273114517911497,0.3687231660523884,-0.1338850016643887,1.533438597422093,5.0,411.0,4.0,117.0,14.0,14.0,5.0,True,False,False,False
time_any__open_2_3__speed_6_10__growth_board,TIME_FREE,回封时间不限；第2~3次炸板后的回封；最后炸板后6~10分钟回封；仅创业板或科创板,"last_break_to_signal_minutes,market_segment,open_times_at_signal",True,1dcb9497d11f61dca2a2040760b015054e9c35ce,186,113,83,30,0,62,0.43548387096774194,0.02390962288206239,-0.008371334388214201,3.4012822066935695,-0.32471314590814604,0.2884420958080925,-0.1370202417594448,2.6285616463530084,8,30,1.846648942351186,32,1.8418672486623233,1,True,75.0,0.4666666666666667,0.02025168324587162,-0.0068281652852017,3.596824169637,-0.3058496096470519,0.2559726948000001,-0.1370202417594448,2.255745145276317,7.0,134.0,0.5895522388059702,0.03719180557451923,0.019802236073593688,78.77962176950719,-0.359129072548688,0.4892913885103991,-0.13823939725321072,2.1931465688668452,10.0,109.0,35.0,58.0,28.0,36.0,12.0,True,False,False,False
time_1300_1454__open_ge2__speed_6_10,STRUCTURAL_GRID,13:00~14:54回封；第2次及以后炸板后的回封；最后炸板后6~10分钟回封,"last_break_to_signal_minutes,open_times_at_signal,signal_hhmm",True,6e6a88e664fed01320cf6eff1a100698bf0ec7b8,1325,370,300,70,0,129,0.4883720930232558,0.011882342532686834,-0.000596222117905,3.349313819630375,-0.44557558426857136,0.3721270239550671,-0.1595638622725343,1.6695902512061427,6,64,2.506640030564827,65,1.336176626396438,1,True,130.0,0.49230769230769234,0.011641988594422484,-0.00039593183509944996,3.41625686298168,-0.3557191414498574,0.3721270239550671,-0.0991255973960148,1.6891592907335435,5.0,151.0,0.4966887417218543,0.015134091906013124,-0.0010725014862185726,5.985751066953252,-0.4511347887858136,0.3721270239550671,-0.1595638622725343,1.731791892506894,5.0,368.0,8.0,109.0,18.0,19.0,5.0,True,False,False,False
time_1400_1429__open_eq4__speed_any__break_close_le0_5,SPEED_FREE,14:00~14:29回封；第4次炸板后的回封；回封速度不限；最后炸板分钟收盘回落不超0.5%,"last_break_close_depth_pct,open_times_at_signal,signal_hhmm",True,501350ed9e85e29687966f1609a32c06e06bada7,660,268,229,39,0,113,0.504424778761062,0.012758869380018592,0.0006711370188135,3.31960377259552,-0.43098682476636674,0.2804551011527076,-0.1075199501545683,1.6537586657506815,5,52,1.136230413983111,61,2.921593834967407,1,True,117.0,0.47863247863247865,0.009770594377706282,-0.0031403863110377,2.476793657093275,-0.412174443526678,0.2804551011527076,-0.1075199501545683,1.6369951045470175,5.0,142.0,0.5,0.017297222506154286,0.00017906870225044996,7.8970627301253415,-0.49681166853664904,0.3687231660523884,-0.1521254777099999,1.9519864946078245,7.0,266.0,16.0,95.0,16.0,23.0,8.0,True,False,False,False
time_1300_1359__open_eq4__speed_any__amount_ge1_5,SPEED_FREE,13:00~13:59回封；第4次炸板后的回封；回封速度不限；信号前成交额至少前日1.5倍,"open_times_at_signal,signal_cumulative_amount_vs_prev_day,signal_hhmm",True,be916cf426a0ee2af8fa79c3465f120837803db4,585,251,218,33,0,111,0.5135135135135135,0.01332046601567213,0.0019174718546979,3.3047413143035906,-0.24362530002341098,0.3721270239550671,-0.1604044205087896,1.6423513442784665,6,54,1.6284483333040698,57,2.0293805131651776,1,True,116.0,0.5,0.0074952873646503436,-4.588114004115001e-05,1.9086869035888674,-0.24362530002341098,0.3721270239550671,-0.1604044205087896,1.4036669713993728,6.0,143.0,0.5314685314685315,0.024104879891967454,0.0043676885133477,18.725440016294908,-0.31319555858636505,0.3721270239550671,-0.17629142067722955,2.1060480159362163,8.0,251.0,13.0,84.0,27.0,23.0,9.0,False,False,False,False
time_1300_1359__open_eq3__speed_any__seal_rate_ge70,SPEED_FREE,13:00~13:59回封；第3次炸板后的回封；回封速度不限；信号时全市场首板封住率至少70%,"market_seal_rate,open_times_at_signal,signal_hhmm",True,a63ed4e6e9655d45be96ae79e3c52aeace6c9c32,869,272,230,42,0,119,0.5210084033613446,0.012792924191739613,0.0034257881487388,3.2630351386146588,-0.33539026580836173,0.3721270239550671,-0.1595638622725343,1.4521458241250167,6,58,2.4847693690380446,61,1.3132144895515647,1,True,120.0,0.525,0.013555123587338626,0.0035697147677992997,3.595787733857953,-0.33539026580836173,0.3721270239550671,-0.1595638622725343,1.4650042715677285,6.0,144.0,0.5486111111111112,0.025546582170783944,0.00614346713452355,20.68155804985327,-0.29255565670054495,0.5231929254879739,-0.1595638622725343,1.9281010018395157,6.0,272.0,8.0,103.0,19.0,14.0,8.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__break_close_le1,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；最后炸板分钟收盘回落不超1%,"last_break_close_depth_pct,last_break_to_signal_minutes,signal_hhmm",True,4407b90f4565f0be3163193224c18207e7d9c769,1704,389,319,70,0,134,0.5298507462686567,0.011469731333806854,0.003529625585013,3.243967798759675,-0.43737471289576324,0.3721270239550671,-0.1338850016643887,1.3871713601966278,5,64,2.8057972890658314,70,1.1561661319587815,1,True,135.0,0.5185185185185185,0.011152548062166394,0.0014971848619781,3.143648791474864,-0.44345748216815006,0.3721270239550671,-0.1338850016643887,1.4371794057745584,5.0,151.0,0.5099337748344371,0.014657081510772758,0.0007288335814705,6.001683260626817,-0.5520763462129762,0.3721270239550671,-0.11849477438811166,1.7269510457545452,6.0,388.0,4.0,123.0,14.0,11.0,3.0,True,False,False,False
time_1300_1454__open_any__speed_6_10__break_close_le0_5,OPEN_COUNT_FREE,13:00~14:54回封；炸板/回封次数不限；最后炸板后6~10分钟回封；最后炸板分钟收盘回落不超0.5%,"last_break_close_depth_pct,last_break_to_signal_minutes,signal_hhmm",True,e341d7179572e24f438cdb6c4f42cc5f2b405f07,1428,363,294,69,0,128,0.5,0.011376513898723854,6.630573178275002e-05,3.230434827858769,-0.32974683078924505,0.3721270239550671,-0.1234202601747165,1.618412483391887,4,60,2.752132505390992,68,1.173793348078575,1,True,130.0,0.47692307692307695,0.00941984874246093,-0.0013986654,2.55597551390723,-0.46213652938774363,0.3721270239550671,-0.1234202601747165,1.637540885382669,5.0,149.0,0.5436241610738255,0.019892703750029002,0.0035894894609647047,12.140788784693944,-0.3930497264090522,0.3721270239550671,-0.11849477438811166,1.7593102405154166,5.0,362.0,4.0,112.0,16.0,15.0,6.0,True,False,False,False
time_1001_1130__open_any__speed_le1__main_board,OPEN_COUNT_FREE,10:01~11:30回封；炸板/回封次数不限；最后炸板后1分钟内回封；仅沪深主板,"last_break_to_signal_minutes,market_segment,signal_hhmm",True,927ea89c2cde5881ed5d9b16ead8341fe1f651ce,2483,439,364,75,0,143,0.5034965034965035,0.010205848638161047,0.0003003827872341,3.2051220841150405,-0.3499645792292365,0.138151360155665,-0.189337554306236,1.4841871733125522,8,73,1.3473405625269728,70,2.3788507325154304,1,True,144.0,0.5069444444444444,0.011095372835019265,0.0007953606009639,3.64838192024186,-0.3499645792292365,0.1382973329857442,-0.189337554306236,1.5104073712218176,8.0,155.0,0.5548387096774193,0.0182809404307136,0.004725522172949005,11.589891074582283,-0.30287386222776913,0.4892913885103991,-0.100116724278668,1.6722726910078622,6.0,439.0,1.0,120.0,14.0,16.0,5.0,True,False,False,False
time_any__open_2_3__speed_6_10__ever_40_100,TIME_FREE,回封时间不限；第2~3次炸板后的回封；最后炸板后6~10分钟回封；信号时全市场已有40~100只首板触板,"last_break_to_signal_minutes,market_ever_sealed_count,open_times_at_signal",True,5bfc709df2c3ad7e3a9ffa99567dd82ac98842da,681,297,231,66,0,112,0.49107142857142855,0.013043457298310263,-0.00108516997605655,3.1923710915526677,-0.29452195299845074,0.3721270239550671,-0.1370202417594448,1.7461503320934484,7,51,2.575252984033905,61,1.2396339743492324,1,True,115.0,0.48695652173913045,0.012719082486111569,-0.0016651726550969,3.194876079042764,-0.29452195299845096,0.3721270239550671,-0.1370202417594448,1.7652882605416949,7.0,144.0,0.5208333333333334,0.02342611042081042,0.003537060168639584,16.92311030061897,-0.33530821214396234,0.4892913885103991,-0.14417251000998996,2.123059003219632,4.0,297.0,7.0,86.0,29.0,22.0,7.0,True,False,False,False
time_1400_1429__open_2_3__speed_any__recent5_ge10pct,SPEED_FREE,14:00~14:29回封；第2~3次炸板后的回封；回封速度不限；回封前5分钟成交额至少前日10%,"open_times_at_signal,signal_hhmm,signal_recent_5m_amount_vs_prev_day",True,bf3f7bceab5d80d0b06ee59388dee606edf83225,670,283,223,60,0,114,0.5263157894736842,0.012044051931159509,0.00344475264412125,3.1692131369893684,-0.2260432730116606,0.2971055310979901,-0.1061095424225165,1.6039042697222583,5,59,1.6358874437636317,55,1.9373051300510442,1,True,120.0,0.5166666666666667,0.011036525951087981,0.00210370351996015,3.016577885052377,-0.24141403711997378,0.2971055310979901,-0.1061095424225165,1.5980818845975884,5.0,144.0,0.5486111111111112,0.019341637018253657,0.0037869951241246503,10.743431760367756,-0.2850110894451938,0.3687231660523884,-0.13823939725321072,1.8348086477435612,9.0,279.0,19.0,86.0,24.0,27.0,7.0,True,False,False,False
time_1300_1359__open_any__speed_6_10__main_board,OPEN_COUNT_FREE,13:00~13:59回封；炸板/回封次数不限；最后炸板后6~10分钟回封；仅沪深主板,"last_break_to_signal_minutes,market_segment,signal_hhmm",True,8dd67b0cf35e1a10a7f02752868e665811379476,799,315,265,50,0,118,0.5508474576271186,0.011479329806125803,0.0055051168077074,3.154760286346079,-0.3425398966403438,0.1372973208315789,-0.1338850016643887,1.3630612116304122,4,56,1.780059222942192,62,1.772278273490077,1,True,120.0,0.5416666666666666,0.011688755432789358,0.00455076258207285,3.300824054448293,-0.32093659469621627,0.1372973208315789,-0.1338850016643887,1.429079555275664,4.0,147.0,0.5782312925170068,0.02387992146859707,0.0064399220897068,22.42539481101916,-0.23969579213837355,0.4892913885103991,-0.1043668645883486,2.033435307210153,5.0,315.0,8.0,99.0,15.0,25.0,8.0,True,False,False,False
time_any__open_any__speed_6_10__duration_61_120,TIME_FREE+OPEN_COUNT_FREE,回封时间不限；炸板/回封次数不限；最后炸板后6~10分钟回封；首封后61~120分钟形成回封,"first_to_signal_minutes,last_break_to_signal_minutes",True,05181d541e59a600b17c7c0870c7755c35699242,662,294,250,44,0,123,0.42276422764227645,0.011358843776744454,-0.0061269376578947,3.022603586827617,-0.4645108280885806,0.3721270239550671,-0.0934169750313625,2.175290142765865,8,59,1.3967832248375116,64,2.1639747192548358,1,True,126.0,0.42063492063492064,0.011022896013351739,-0.0054642631369018,3.055022625824715,-0.3891995405484159,0.2884775816944691,-0.0934169750313625,2.1815614243893027,8.0,147.0,0.5510204081632653,0.027062451930987465,0.0070321235254114,33.573216881858244,-0.25408963276797025,0.4892913885103991,-0.0813553226115236,2.352896044873782,5.0,293.0,13.0,97.0,21.0,25.0,4.0,True,False,False,False
