strategy_name,start_date,end_date,trade_day_count,executed_trade_count,pass_trade_count,review_trade_count,review_trade_pct,manual_review_required_day_count,no_candidate_day_count,position_occupied_skip_day_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,avg_buy_amount_ratio,max_buy_amount_ratio,avg_sell_amount_ratio,max_sell_amount_ratio,avg_buy_slippage,max_buy_slippage,avg_sell_slippage,max_sell_slippage,limit_down_blocked_trade_count,buy_not_executed_count,sell_not_executed_count,path_conflict_count,trade_mode,live_trading_enabled,broker_adapter_enabled,qmt_enabled,paper_allow_live_order,batch_allow_live_order
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,20240520,20260417,465,59,52,7,0.11864406779661017,5,394,12,0.7288135593220338,0.07345191228559572,0.0454512324665184,0.4980539655009626,-0.1072601608998818,0.005560456743257595,0.0210051205218442,0.006685851082221624,0.0315139362278009,0.002152542372881356,0.01,0.0025254237288135596,0.01,0,0,0,0,paper,False,False,False,False,False
