trade_date,ts_code,name,market_segment,buy_trade_date,exit_trade_date,buy_executed_bool,sell_executed_bool,equity_before,target_buy_amount,actual_buy_amount,actual_position_pct,buy_amount_ratio,sell_amount_ratio,dynamic_buy_slippage_rate,dynamic_sell_slippage_rate,dynamic_buy_price,dynamic_sell_price,dynamic_account_return,limit_down_blocked_days,path_conflict_bool,fill_probability,allow_buy_reliable_bool,is_fill_score_reliable_bool,risk_flags,issue_count,issue_labels,executability_status,issue_buy_not_executed,issue_sell_not_executed,issue_high_buy_amount_ratio,issue_high_sell_amount_ratio,issue_high_buy_slippage,issue_high_sell_slippage,issue_limit_down_blocked,issue_path_conflict,issue_low_fill_probability,issue_fill_score_unreliable,issue_loss_overlay_watch
20251014,301323.SZ,新莱福,chi_next,20251015,20251016,True,True,10340678.80996174,8272543.047969392,8272543.047969392,0.8,0.0058060645468241,0.0064571390169907,0.002,0.002,83.39646,76.08752,-0.0714087122182405,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251017,300300.SZ,海峡创新,chi_next,20251020,20251021,True,True,9602264.252679924,7681811.402143939,7681811.402143939,0.8,0.0072974126247199,0.0103187720319078,0.002,0.005,5.84166,6.0894,0.0326313425704338,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251021,301231.SZ,荣信文化,chi_next,20251022,20251023,True,True,9915599.026960954,7932479.221568763,7932479.221568763,0.8,0.0098078088295307,0.0157947115399114,0.002,0.005,32.63514,37.83985,0.1262894186622149,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251028,920748.BJ,路桥信息,bj,20251029,20251030,True,True,11167834.263763478,8934267.411010783,8934267.411010783,0.8,0.0168136014159142,0.0239829972864827,0.005,0.01,60.06885,58.0932,-0.0276078072012366,0,False,1.0,True,True,LOSS_OVERLAY_WATCH,2,high_sell_slippage;loss_overlay_watch,REVIEW,False,False,False,False,False,True,False,False,False,False,True
20251031,300204.SZ,舒泰神,chi_next,20251103,20251104,True,True,10859514.84855413,8687611.878843306,8687611.878843306,0.8000000000000002,0.0024821544355284,0.0028599264732794,0.001,0.001,40.03999999999999,38.01195,-0.0418164795204794,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251104,300402.SZ,宝色股份,chi_next,20251105,20251106,True,True,10405408.168287223,8324326.534629781,8324326.534629781,0.8,0.004368360454378,0.0057091283704513,0.001,0.002,26.025999999999996,26.0977,0.0009079498962577,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251106,300437.SZ,清水源,chi_next,20251107,20251110,True,True,10414855.75755414,8331884.606043313,8331884.606043313,0.8,0.010932310247946,0.0089383674491272,0.005,0.002,12.180599999999998,17.55482,0.3516731476610349,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251110,300997.SZ,欢乐家,chi_next,20251111,20251112,True,True,14077480.864248857,11261984.691399086,11261984.691399086,0.8,0.0114591871727201,0.0112094083550437,0.005,0.005,24.17025,28.00925,0.1257692972145509,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251120,301092.SZ,争光股份,chi_next,20251121,20251124,True,True,15847995.739096723,12678396.59127738,12678396.59127738,0.8,0.0210051205218442,0.0315139362278009,0.01,0.01,39.39,36.9666,-0.0505145833968012,0,False,1.0,True,True,无,3,high_sell_amount_ratio;high_buy_slippage;high_sell_slippage,REVIEW,False,False,False,True,True,True,False,False,False,False,False
20251125,301117.SZ,佳缘科技,chi_next,20251126,20251127,True,True,15047440.836661972,12037952.669329578,12037952.669329578,0.8,0.0056388405473576,0.0074740325127509,0.002,0.002,52.13406,48.353100000000005,-0.0593150378420555,0,False,1.0,True,True,LOSS_OVERLAY_WATCH,1,loss_overlay_watch,REVIEW,False,False,False,False,False,False,False,False,False,False,True
20251204,300946.SZ,恒而达,chi_next,20251205,20251208,True,True,14154901.314009275,11323921.05120742,11323921.05120742,0.8,0.0154531990928524,0.0181809345105613,0.005,0.005,57.787499999999994,59.98855,0.0291749495998269,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251212,920576.BJ,天力复合,bj,20251215,20251216,True,True,14567869.846436018,11654295.877148814,11654295.877148814,0.8,0.0113130879408328,0.0138274367075409,0.005,0.005,66.33,81.47059999999999,0.181313377355646,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251219,300557.SZ,理工光科,chi_next,20251222,20251223,True,True,17209219.52917081,13767375.62333665,13767375.62333665,0.8,0.0125251930359037,0.0188349923308079,0.005,0.005,41.747699999999995,36.218,-0.1072601608998818,0,False,1.0,True,True,LOSS_OVERLAY_WATCH,1,loss_overlay_watch,REVIEW,False,False,False,False,False,False,False,False,False,False,True
20251231,300058.SZ,蓝色光标,chi_next,20260105,20260106,True,True,15363355.87351056,12290684.698808448,12290684.698808448,0.8,0.0007026978017693,0.0008938714559007,0.001,0.001,11.7117,13.64634,0.1308549259970799,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260115,301629.SZ,矽电股份,chi_next,20260116,20260119,True,True,17373726.669405587,13898981.33552447,13898981.33552447,0.8,0.0101471725466022,0.010835999482056,0.005,0.005,351.76005,337.45425,-0.0338313603969523,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260119,300658.SZ,延江股份,chi_next,20260120,20260121,True,True,16785949.861014783,13428759.888811829,13428759.888811829,0.8,0.0106797494142676,0.0122060518819439,0.005,0.005,19.1352,20.795499999999997,0.0681174370165976,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260123,920368.BJ,连城数控,bj,20260126,20260127,True,True,17929365.74343622,14343492.594748978,14343492.594748978,0.8,0.0079725014355881,0.0088893989538032,0.002,0.002,52.104,58.882,0.1027727855059111,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260128,300164.SZ,通源石油,chi_next,20260129,20260130,True,True,19772016.60324342,15817613.28259474,15817613.28259474,0.8,0.0046237572275022,0.0038806412616409,0.001,0.001,12.15214,12.86712,0.0457725821591917,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260226,300499.SZ,高澜股份,chi_next,20260227,20260302,True,True,20677032.857668284,16541626.286134629,16541626.286134629,0.8,0.0049659112753269,0.0066584044731079,0.001,0.002,38.038,39.0218,0.0193948880593092,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260309,301606.SZ,绿联科技,chi_next,20260310,20260311,True,True,21078061.595341414,16862449.276273135,16862449.276273135,0.8,0.0094501705895134,0.0083979652740709,0.002,0.002,90.20004,84.6304,-0.0506941155662459,0,False,1.0,True,True,LOSS_OVERLAY_WATCH,1,loss_overlay_watch,REVIEW,False,False,False,False,False,False,False,False,False,False,True
20260327,300204.SZ,舒泰神,chi_next,20260330,20260331,True,True,20009527.90491473,16007622.323931783,16007622.323931783,0.8,0.006341997198862,0.0070017054910234,0.002,0.002,28.5069,29.96994,0.0397618491523106,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260409,300489.SZ,光智科技,chi_next,20260410,20260413,True,True,20805143.735078897,16644114.98806312,16644114.98806312,0.8,0.008355626046204,0.0154649000577214,0.002,0.005,61.51278,67.96845,0.0826627480845445,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260414,301189.SZ,奥尼电子,chi_next,20260415,20260416,True,True,22524954.090514462,18019963.272411577,18019963.272411577,0.8,0.0158152934887922,0.0106535432649677,0.005,0.005,85.01294999999999,81.4308,-0.0350052172427846,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20260417,301319.SZ,唯特偶,chi_next,20260420,20260421,True,True,21736463.179192256,17389170.543353807,17389170.543353807,0.8000000000000002,0.0158819357982972,0.0200577059086817,0.005,0.01,69.21435,72.3789,0.0352808081329955,0,False,1.0,True,True,无,1,high_sell_slippage,REVIEW,False,False,False,False,False,True,False,False,False,False,False
