trade_date,ts_code,name,market_segment,buy_trade_date,exit_trade_date,buy_executed_bool,sell_executed_bool,equity_before,target_buy_amount,actual_buy_amount,actual_position_pct,buy_amount_ratio,sell_amount_ratio,dynamic_buy_slippage_rate,dynamic_sell_slippage_rate,dynamic_buy_price,dynamic_sell_price,dynamic_account_return,limit_down_blocked_days,path_conflict_bool,fill_probability,allow_buy_reliable_bool,is_fill_score_reliable_bool,risk_flags,issue_count,issue_labels,executability_status,issue_buy_not_executed,issue_sell_not_executed,issue_high_buy_amount_ratio,issue_high_sell_amount_ratio,issue_high_buy_slippage,issue_high_sell_slippage,issue_limit_down_blocked,issue_path_conflict,issue_low_fill_probability,issue_fill_score_unreliable,issue_loss_overlay_watch
20240520,300162.SZ,雷曼光电,chi_next,20240521,20240522,True,True,500000.0,400000.0,400000.0,0.8,0.0004536483957733,0.0005649831530065,0.001,0.001,7.1471399999999985,10.75923,0.403015654731823,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240620,300469.SZ,信息发展,chi_next,20240621,20240624,True,True,701507.8273659114,561206.2618927292,561206.2618927292,0.8,0.0003531003342586,0.0004266540655658,0.001,0.001,14.8148,15.90408,0.0575251788211788,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240712,300582.SZ,英飞特,chi_next,20240715,20240716,True,True,741862.1905795921,593489.7524636737,593489.7524636737,0.8,0.0009992796398933,0.0017885267038266,0.001,0.001,9.97997,10.35963,0.0291377588189142,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240802,300149.SZ,睿智医药,chi_next,20240805,20240806,True,True,763478.3921655716,610782.7137324573,610782.7137324573,0.8,0.0014257669594059,0.0013051046015924,0.001,0.001,5.19519,6.6233699999999995,0.218627429171984,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240903,300068.SZ,南都电源,chi_next,20240904,20240905,True,True,930395.7102730904,744316.5682184724,744316.5682184724,0.8000000000000002,0.0002027048520779,0.0002291068869878,0.001,0.001,11.52151,12.24774,0.0491300292270718,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240906,300905.SZ,宝丽迪,chi_next,20240909,20240910,True,True,976106.0787115496,780884.8629692397,780884.8629692397,0.8,0.000717540883993,0.0009389418365926,0.001,0.001,26.5265,30.17979,0.1088818221778221,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240910,300134.SZ,大富科技,chi_next,20240911,20240912,True,True,1082386.287200512,865909.0297604096,865909.0297604096,0.8,0.0005742473923688,0.0005972721612109,0.001,0.001,11.26125,12.05793,0.0553002037962039,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240913,300072.SZ,海新能科,chi_next,20240918,20240919,True,True,1142242.4694689168,913793.9755751336,913793.9755751336,0.8,0.0033509842239812,0.0051292281742695,0.001,0.002,2.23223,2.16566,-0.0251537565931826,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20240920,300085.SZ,银之杰,chi_next,20240923,20240924,True,True,1113510.7804215,890808.6243372,890808.6243372,0.8,0.0004063112001145,0.0005034825546833,0.001,0.001,12.76275,15.80418,0.1893481793500619,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20241114,920436.BJ,大地电气,bj,20241115,20241118,True,True,1324352.0193809776,1059481.6155047822,1059481.6155047822,0.8,0.0015967352373916,0.0017890435387116,0.001,0.001,30.019989999999996,35.40456,0.1421969192181609,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20241217,300739.SZ,明阳电路,chi_next,20241218,20241219,True,True,1512670.7964973028,1210136.6371978424,1210136.6371978424,0.8,0.0007770943105123,0.0010574315863657,0.001,0.001,16.846829999999997,17.54244,0.0317362084332781,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20241223,920725.BJ,惠丰钻石,bj,20241224,20241225,True,True,1560677.232185874,1248541.7857486994,1248541.7857486994,0.8,0.0023349493579781,0.0038010482767836,0.001,0.001,36.7367,39.57039,0.060412101163142,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20241227,300599.SZ,雄塑科技,chi_next,20241230,20241231,True,True,1654961.0230196996,1323968.8184157598,1323968.8184157598,0.8,0.0070188988855547,0.0112191061349021,0.002,0.005,7.99596,7.1838999999999995,-0.0825430297500238,0,False,1.0,True,True,LOSS_OVERLAY_WATCH,1,loss_overlay_watch,REVIEW,False,False,False,False,False,False,False,False,False,False,True
20250102,300947.SZ,德必集团,chi_next,20250103,20250106,True,True,1518355.5260614548,1214684.4208491638,1214684.4208491638,0.7999999999999999,0.0032011386260364,0.0049748100959026,0.001,0.001,18.56855,17.90208,-0.0300099275818519,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250106,920367.BJ,新赣江,bj,20250107,20250108,True,True,1472789.7866808458,1178231.8293446766,1178231.8293446766,0.7999999999999999,0.0072411561678014,0.0061747514373064,0.002,0.002,18.036,19.271379999999997,0.0535001854069637,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250219,920533.BJ,骏创科技,bj,20250220,20250221,True,True,1551584.3133337535,1241267.450667003,1241267.450667003,0.8,0.0008430082904395,0.0013305734140454,0.001,0.001,60.33027,64.85508,0.0587045270985859,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250228,920284.BJ,灵鸽科技,bj,20250303,20250304,True,True,1642669.3367015957,1314135.4693612766,1314135.4693612766,0.8,0.0011924637679366,0.0016733410666606,0.001,0.001,28.59857,30.2697,0.0454512324665184,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250305,920425.BJ,乐创技术,bj,20250306,20250307,True,True,1717330.6825896415,1373864.546071713,1373864.546071713,0.8,0.0029718078369897,0.0033217319218043,0.001,0.001,34.834799999999994,34.565400000000004,-0.0074829165317438,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250310,301225.SZ,恒勃股份,chi_next,20250311,20250312,True,True,1704480.0404344206,1363584.0323475366,1363584.0323475366,0.8000000000000002,0.0034681988948665,0.0033094633833422,0.001,0.001,42.402359999999994,45.544410000000006,0.0579846626800962,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250407,920087.BJ,秋乐种业,bj,20250408,20250409,True,True,1803313.7406239675,1442650.992499174,1442650.992499174,0.8,0.0021297962701448,0.002014753816398,0.001,0.001,17.897879999999997,28.54143,0.4744497307792882,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250415,920273.BJ,一致魔芋,bj,20250416,20250417,True,True,2658895.4593736,2127116.36749888,2127116.36749888,0.7999999999999999,0.0037308451140508,0.0039641475967369,0.001,0.001,60.059999999999995,78.921,0.2499327712287713,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250423,301000.SZ,肇民科技,chi_next,20250424,20250425,True,True,3323440.569942441,2658752.455953953,2658752.455953953,0.8,0.0012424332182172,0.0020762944951341,0.001,0.001,50.270219999999995,54.58536,0.0673751138324042,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250508,302132.SZ,中航成飞,other,20250509,20250512,True,True,3547357.7566575436,2837886.205326035,2837886.205326035,0.8,0.0003118705770062,0.0003170985249848,0.001,0.001,88.088,95.76414,0.0684173775315594,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250516,301260.SZ,格力博,chi_next,20250519,20250520,True,True,3790058.671534288,3032046.9372274308,3032046.9372274308,0.8,0.002995678658382,0.0031602273100533,0.001,0.001,21.051029999999997,23.22675,0.0813876501586859,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250522,300418.SZ,昆仑万维,chi_next,20250523,20250526,True,True,4098522.6407740144,3278818.112619212,3278818.112619212,0.8,0.0006273215858748,0.0006440023241198,0.001,0.001,38.34831,37.41255,-0.0208172774695937,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250605,920748.BJ,路桥信息,bj,20250606,20250609,True,True,4013202.55774561,3210562.046196488,3210562.046196488,0.8,0.0053065301165308,0.0068708828763889,0.002,0.002,55.11,77.82404000000001,0.3284305831972421,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250611,301110.SZ,青木科技,chi_next,20250612,20250613,True,True,5331261.014274664,4265008.811419732,4265008.811419732,0.8000000000000002,0.0028214460222736,0.0035805273076843,0.001,0.001,62.82275999999999,63.746190000000006,0.0104631777247611,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250617,300457.SZ,赢合科技,chi_next,20250618,20250619,True,True,5387042.9457641095,4309634.356611288,4309634.356611288,0.8000000000000002,0.0021025879331631,0.0027762976022141,0.001,0.001,20.5205,21.0789,0.020473450062133,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250704,301389.SZ,隆扬电子,chi_next,20250707,20250708,True,True,5497334.3004967775,4397867.440397422,4397867.440397422,0.7999999999999999,0.0029555403285441,0.0034003610098662,0.001,0.001,32.06203,33.62634,0.0377360887354917,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250715,300378.SZ,鼎捷数智,chi_next,20250716,20250717,True,True,5704782.195468986,4563825.756375189,4563825.756375189,0.7999999999999999,0.0025563903169726,0.0026763396207651,0.001,0.001,46.31627,45.77418,-0.0106592755832884,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250725,300781.SZ,因赛集团,chi_next,20250728,20250729,True,True,5643973.349904845,4515178.679923876,4515178.679923876,0.8,0.0037850036202138,0.0034849358870941,0.001,0.001,44.924879999999995,45.654300000000006,0.0116931498875458,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250729,300528.SZ,幸福蓝海,chi_next,20250730,20250731,True,True,5709969.1762465965,4567975.340997278,4567975.340997278,0.8,0.002994861311464,0.0022184325618133,0.001,0.001,22.53251,23.19678,0.02228841203399,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250902,920274.BJ,宏裕包材,bj,20250903,20250904,True,True,5837235.321948162,4669788.25755853,4669788.25755853,0.8,0.0112767275785399,0.0134527812428158,0.005,0.005,38.55179999999999,62.61535,0.4980539655009626,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20250908,301538.SZ,骏鼎达,chi_next,20250909,20250910,True,True,8744493.521606732,6995594.817285386,6995594.817285386,0.8,0.0117005377335452,0.0125670762079501,0.005,0.005,91.70625,91.1221,-0.0063918358890478,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
20251010,300260.SZ,新莱应材,chi_next,20251013,20251014,True,True,8688600.15408378,6950880.123267024,6950880.123267024,0.8,0.0025611885208248,0.0010844841559233,0.001,0.001,60.28021999999999,74.70522,0.1901432482310118,0,False,1.0,True,True,无,0,,PASS,False,False,False,False,False,False,False,False,False,False,False
