action_date,cash_before,equity_before,signal_date,status,execution_status,strategy_leg,account_return,cash_after,equity_after,ts_code,name,exit_date,entry_filled,position_opened,outcome_observable,quantity,position_ratio,entry_price,exit_price,buy_gross,raw_sell_gross,adjusted_sell_gross,corporate_action_adjustment,buy_commission,sell_commission,transfer_fee,stamp_tax,buy_slippage,sell_slippage,total_fees,total_slippage,buy_adj_factor,sell_adj_factor,peak_equity,drawdown
20240109,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240110,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240111,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240112,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240115,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240116,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240117,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240118,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240119,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240122,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240123,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240124,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240125,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240126,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240129,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240130,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240131,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240201,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240202,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240205,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240206,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240207,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240208,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240219,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240220,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240221,741391.6945356199,741391.6945356199,,NO_PLAN,,,0.0,741391.6945356199,741391.6945356199,,,,,,,,,,,,,,,,,,,,,,,,,741391.6945356199,0.0
20240222,741391.6945356199,741391.6945356199,20240221,EXECUTED,OK,C,0.07544186007917664,797323.6630186399,797323.6630186399,000702.SZ,正虹科技,20240226,True,True,True,156600.0,0.8245988517350834,3.9038999999999993,4.26573,611350.7399999999,668013.318,668013.3179999997,-2.3283064365386963e-10,183.40522199999995,200.4039953999999,12.793640579999998,334.0066589999999,610.7399999998979,668.6819999999993,730.6095169799997,1279.4219999998973,2.553,2.553,797323.6630186399,0.0
20240223,797323.6630186399,797323.6630186399,,SKIP_OCCUPIED,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240226,797323.6630186399,797323.6630186399,,SKIP_OCCUPIED,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240227,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240228,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240229,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240301,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240304,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240305,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240306,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240307,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240308,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240311,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240312,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240313,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240314,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240315,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240318,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240319,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240320,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240321,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240322,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240325,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240326,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240327,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240328,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240329,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240401,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240402,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240403,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240408,797323.6630186399,797323.6630186399,,NO_PLAN,,,0.0,797323.6630186399,797323.6630186399,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,0.0
20240409,797323.6630186399,797323.6630186399,20240408,EXECUTED,OK,C,-0.09751520382078793,719572.48350824,719572.48350824,002207.SZ,准油股份,20240411,True,True,True,96000.0,0.8243786939816855,6.846839999999999,6.04395,657296.6399999999,580219.2,580219.2,0.0,197.18899199999996,174.06575999999998,12.3751584,290.1096,656.6399999999533,580.8000000000106,673.7395104,1237.439999999964,2.053,2.053,797323.6630186399,-0.09751520382078793
20240410,719572.48350824,719572.48350824,,SKIP_OCCUPIED,,,0.0,719572.48350824,719572.48350824,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,-0.09751520382078793
20240411,719572.48350824,719572.48350824,,SKIP_OCCUPIED,,,0.0,719572.48350824,719572.48350824,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,-0.09751520382078793
20240412,719572.48350824,719572.48350824,20240411,EXECUTED,OK,C,0.006071330685493148,723941.2460078001,723941.2460078001,002597.SZ,金禾实业,20240415,True,True,True,28300.0,0.8231898336524104,20.930909999999997,21.10887,592344.7529999999,597381.021,597381.0210000001,1.1641532182693481e-10,177.70342589999996,179.2143063,11.89725774,298.6905105,591.7529999999178,597.9789999999838,667.5055004399999,1189.7319999999017,5.235,5.235,797323.6630186399,-0.09203592018455398
20240415,723941.2460078001,723941.2460078001,,SKIP_OCCUPIED,,,0.0,723941.2460078001,723941.2460078001,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,-0.09203592018455398
20240416,723941.2460078001,723941.2460078001,,NO_PLAN,,,0.0,723941.2460078001,723941.2460078001,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,-0.09203592018455398
20240417,723941.2460078001,723941.2460078001,,NO_PLAN,,,0.0,723941.2460078001,723941.2460078001,,,,,,,,,,,,,,,,,,,,,,,,,797323.6630186399,-0.09203592018455398
