trade_date,ts_code,name,market_segment,segment_limit_max_height_bucket,segment_retreat_state_bucket,market_chain_count_bucket,market_emotion_state_bucket,volume_ratio_bucket,n_branch,n_rule_id,first_time,first_time_minutes,circ_mv,limit_close,fill_probability,fill_space_ratio,fill_probability_method,model_training_end_date,execution_status,buy_date,exit_date,exit_rule,stock_return_before_fees,strategy_version,sample_scope
20250620,300340.SZ,科恒股份,chi_next,2,warming_2day,3_8,mixed,1_2,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,102533,625.0,434398.856,20.64,1.0,1522.330856887661,asof_turnover_space_proxy_v2,20250619.0,OK,20250623,20250624,FIXED_CLOSE,0.0876925671730866,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20250714,300950.SZ,德固特,chi_next,1,retreat_weak,15_30,mixed,lt_1,CURRENT,LOW_HEIGHT_RETREAT_FIRST_TIME,92500,565.0,241481.3988,26.72,1.0,356.4983911305479,asof_turnover_space_proxy_v2,20250711.0,OK,20250715,20250716,INTRADAY_LIMIT_UP_MINUS_OFFSET,0.33767103120111086,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20250728,300528.SZ,幸福蓝海,chi_next,1,retreat_2day,3_8,mixed,lt_1,CURRENT,LOW_HEIGHT_RETREAT_FIRST_TIME,93000,570.0,655044.9589,17.58,1.0,169.51333345904243,asof_turnover_space_proxy_v2,20250725.0,OK,20250729,20250730,INTRADAY_LIMIT_UP_MINUS_OFFSET,0.24249215158306092,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20250904,601099.SH,太平洋,sh_main,3,neutral,3_8,mixed,2_4,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,130930,789.0,3265015.5412,4.79,1.0,3525.8301683277573,asof_turnover_space_proxy_v2,20250903.0,OK,20250905,20250908,FIXED_CLOSE,-0.010314685314685157,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20251015,002050.SZ,三花智控,sz_main,2,neutral,3_8,mixed,1_2,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,132330,803.0,16277341.3688,44.18,1.0,27060.742250504,asof_turnover_space_proxy_v2,20251014.0,OK,20251016,20251017,FIXED_CLOSE,0.0293677750820609,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20251112,300937.SZ,药易购,chi_next,1,retreat_weak,15_30,retreat,4_8,CURRENT,LOW_HEIGHT_RETREAT_FIRST_TIME,93430,574.0,220905.6352,35.11,1.0,244.73781196978416,asof_turnover_space_proxy_v2,20251111.0,OK,20251113,20251114,FIXED_CLOSE,0.05675760858859458,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20251217,002837.SZ,英维克,sz_main,4_5,neutral,3_8,mixed,1_2,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,93445,574.0,7902562.2462,92.95,1.0,13812.819452413263,asof_turnover_space_proxy_v2,20251216.0,OK,20251218,20251219,FIXED_CLOSE,-0.042754214525607015,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20251229,301237.SZ,和顺科技,chi_next,1,retreat_weak,15_30,mixed,4_8,CURRENT,LOW_HEIGHT_RETREAT_FIRST_TIME,93248,572.0,384241.825,58.34,1.0,1054.8544456669697,asof_turnover_space_proxy_v2,20251226.0,OK,20251230,20251231,FIXED_CLOSE,-0.027850366622444,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20260116,603986.SH,兆易创新,sh_main,3,neutral,3_8,mixed,1_2,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,134909,829.0,18730374.8682,280.46,1.0,23317.264391740937,asof_turnover_space_proxy_v2,20260115.0,OK,20260119,20260120,FIXED_CLOSE,0.038548052090461304,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20260121,002156.SZ,通富微电,sz_main,3,neutral,3_8,mixed,lt_1,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,100706,607.0,8514424.4176,56.11,1.0,7044.388807458502,asof_turnover_space_proxy_v2,20260120.0,OK,20260122,20260123,FIXED_CLOSE,-0.02972506354732407,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20260130,002155.SZ,湖南黄金,sz_main,4_5,retreat_2day,3_8,mixed,gte_8,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,92500,565.0,5781287.9509,37.0,1.0,22583.28804192407,asof_turnover_space_proxy_v2,20260129.0,OK,20260202,20260203,INTRADAY_LIMIT_UP_MINUS_OFFSET,0.098601098601099,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20260206,002506.SZ,协鑫集成,sz_main,3,neutral,3_8,mixed,1_2,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,135236,832.0,2676749.5249,4.58,1.0,7604.703160371037,asof_turnover_space_proxy_v2,20260205.0,OK,20260209,20260210,FIXED_CLOSE,0.04571524093436463,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
20260213,000021.SZ,深科技,sz_main,3,neutral,3_8,mixed,2_4,SUPPLEMENT,CHAIN_3_8_MIXED_AMOUNT_DESC,130400,784.0,5074144.8642,32.29,1.0,9686.896601133783,asof_turnover_space_proxy_v2,20260212.0,OK,20260224,20260225,FIXED_CLOSE,0.02195404595404593,N_two_branch_retreat_plus_mixed_amount_volume_gate_v4,COMPLETE_DAILY_CANDIDATES
