signal_date,daily_status,operation_status,top_ts_code,top_name,candidate_count,selected_count,planned_order_count,manual_review_required,manual_review_status,risk_flags,historical_execution_found,original_account_return,counted_account_return,observation_equity_before,observation_equity_after,live_order_enabled,peak_equity,drawdown
20251203,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251204,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300946.SZ,恒而达,1,1,1,False,NOT_REQUIRED,无,True,0.0291749495998269,0.0291749495998269,474742.7083015994,488593.30288918386,False,500000.0,-0.02281339422163231
20251205,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,488593.30288918386,488593.30288918386,False,500000.0,-0.02281339422163231
20251208,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,488593.30288918386,488593.30288918386,False,500000.0,-0.02281339422163231
20251209,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,488593.30288918386,488593.30288918386,False,500000.0,-0.02281339422163231
20251210,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,488593.30288918386,488593.30288918386,False,500000.0,-0.02281339422163231
20251211,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,488593.30288918386,488593.30288918386,False,500000.0,-0.02281339422163231
20251212,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,920576.BJ,天力复合,1,1,1,False,NOT_REQUIRED,无,True,0.181313377355646,0.181313377355646,488593.30288918386,577181.8047893719,False,577181.8047893719,0.0
20251215,POSITION_OCCUPIED_SKIP,POSITION_OCCUPIED_SKIP,920665.BJ,科强股份,2,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251216,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251217,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251218,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251219,CLOSED_BY_HISTORICAL_SIM,REVIEW_REQUIRED_PLAN_ONLY,300557.SZ,理工光科,2,1,1,True,PENDING_MANUAL_REVIEW,LOSS_OVERLAY_WATCH,True,-0.1072601608998818,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251222,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251223,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251224,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251225,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251226,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251229,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251230,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,577181.8047893719,577181.8047893719,False,577181.8047893719,0.0
20251231,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300058.SZ,蓝色光标,2,1,1,False,NOT_REQUIRED,无,True,0.1308549259970799,0.1308549259970799,577181.8047893719,652708.8871419462,False,652708.8871419462,0.0
20260105,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260106,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260107,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260108,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260109,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260112,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260113,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260114,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,652708.8871419462,652708.8871419462,False,652708.8871419462,0.0
20260115,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301629.SZ,矽电股份,1,1,1,False,NOT_REQUIRED,无,True,-0.0338313603969523,-0.0338313603969523,652708.8871419462,630626.8575467534,False,652708.8871419462,-0.03383136039695234
20260116,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,630626.8575467534,630626.8575467534,False,652708.8871419462,-0.03383136039695234
20260119,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300658.SZ,延江股份,2,1,1,False,NOT_REQUIRED,无,True,0.0681174370165976,0.0681174370165976,630626.8575467534,673583.5427966692,False,673583.5427966692,0.0
20260120,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,673583.5427966692,673583.5427966692,False,673583.5427966692,0.0
20260121,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,673583.5427966692,673583.5427966692,False,673583.5427966692,0.0
20260122,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,673583.5427966692,673583.5427966692,False,673583.5427966692,0.0
20260123,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,920368.BJ,连城数控,1,1,1,False,NOT_REQUIRED,无,True,0.1027727855059111,0.1027727855059111,673583.5427966692,742809.599760823,False,742809.599760823,0.0
20260126,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,742809.599760823,742809.599760823,False,742809.599760823,0.0
20260127,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,742809.599760823,742809.599760823,False,742809.599760823,0.0
20260128,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300164.SZ,通源石油,3,1,1,False,NOT_REQUIRED,无,True,0.0457725821591917,0.0457725821591917,742809.599760823,776809.9131945116,False,776809.9131945116,0.0
20260129,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260130,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260202,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260203,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260204,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260205,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260206,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260209,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260210,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260211,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260212,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260213,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260224,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260225,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,776809.9131945116,776809.9131945116,False,776809.9131945116,0.0
20260226,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300499.SZ,高澜股份,3,1,1,False,NOT_REQUIRED,无,True,0.0193948880593092,0.0193948880593092,776809.9131945116,791876.0545042807,False,791876.0545042807,0.0
20260227,POSITION_OCCUPIED_SKIP,POSITION_OCCUPIED_SKIP,301226.SZ,祥明智能,1,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260302,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260303,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260304,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260305,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260306,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260309,CLOSED_BY_HISTORICAL_SIM,REVIEW_REQUIRED_PLAN_ONLY,301606.SZ,绿联科技,1,1,1,True,PENDING_MANUAL_REVIEW,LOSS_OVERLAY_WATCH,True,-0.0506941155662459,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260310,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260311,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260312,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260313,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260316,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260317,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260318,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260319,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260320,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260323,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260324,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260325,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260326,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,791876.0545042807,791876.0545042807,False,791876.0545042807,0.0
20260327,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300204.SZ,舒泰神,1,1,1,False,NOT_REQUIRED,无,True,0.0397618491523106,0.0397618491523106,791876.0545042807,823362.5107308067,False,823362.5107308067,0.0
20260330,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260331,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260401,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260402,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260403,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260407,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260408,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,823362.5107308067,823362.5107308067,False,823362.5107308067,0.0
20260409,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,300489.SZ,光智科技,1,1,1,False,NOT_REQUIRED,无,True,0.0826627480845445,0.0826627480845445,823362.5107308067,891423.9185376056,False,891423.9185376056,0.0
20260410,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,891423.9185376056,891423.9185376056,False,891423.9185376056,0.0
20260413,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,891423.9185376056,891423.9185376056,False,891423.9185376056,0.0
20260414,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301189.SZ,奥尼电子,1,1,1,False,NOT_REQUIRED,无,True,-0.0350052172427846,-0.0350052172427846,891423.9185376056,860219.4306137824,False,891423.9185376056,-0.0350052172427846
20260415,POSITION_OCCUPIED_SKIP,POSITION_OCCUPIED_SKIP,301189.SZ,奥尼电子,1,0,0,False,,,False,0.0,0.0,860219.4306137824,860219.4306137824,False,891423.9185376056,-0.0350052172427846
20260416,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,860219.4306137824,860219.4306137824,False,891423.9185376056,-0.0350052172427846
20260417,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301319.SZ,唯特偶,4,1,1,False,NOT_REQUIRED,无,True,0.0352808081329955,0.0352808081329955,860219.4306137824,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260420,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260421,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260422,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260423,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260424,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260427,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260428,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260429,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260430,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260506,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260507,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260508,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260511,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260512,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260513,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
20260514,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,890568.6672975417,890568.6672975417,False,891423.9185376056,-0.0009594214629856657
