signal_date,daily_status,operation_status,top_ts_code,top_name,candidate_count,selected_count,planned_order_count,manual_review_required,manual_review_status,risk_flags,historical_execution_found,original_account_return,counted_account_return,observation_equity_before,observation_equity_after,live_order_enabled,peak_equity,drawdown
20251112,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251113,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251114,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251117,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251118,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251119,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,500000.0,500000.0,False,500000.0,0.0
20251120,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301092.SZ,争光股份,1,1,1,False,NOT_REQUIRED,无,True,-0.0505145833968012,-0.0505145833968012,500000.0,474742.7083015994,False,500000.0,-0.05051458339680115
20251121,POSITION_OCCUPIED_SKIP,POSITION_OCCUPIED_SKIP,301171.SZ,易点天下,1,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251124,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251125,CLOSED_BY_HISTORICAL_SIM,REVIEW_REQUIRED_PLAN_ONLY,301117.SZ,佳缘科技,1,1,1,True,PENDING_MANUAL_REVIEW,LOSS_OVERLAY_WATCH,True,-0.0593150378420555,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251126,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251127,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251128,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251201,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
20251202,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,474742.7083015994,474742.7083015994,False,500000.0,-0.05051458339680115
