signal_date,daily_status,operation_status,top_ts_code,top_name,candidate_count,selected_count,planned_order_count,manual_review_required,manual_review_status,risk_flags,historical_execution_found,original_account_return,counted_account_return,observation_equity_before,observation_equity_after,live_order_enabled,peak_equity,drawdown
20260414,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301189.SZ,奥尼电子,1,1,1,False,NOT_REQUIRED,无,True,-0.0350052172427846,-0.0350052172427846,500000.0,482497.3913786077,False,500000.0,-0.0350052172427846
20260415,POSITION_OCCUPIED_SKIP,POSITION_OCCUPIED_SKIP,301189.SZ,奥尼电子,1,0,0,False,,,False,0.0,0.0,482497.3913786077,482497.3913786077,False,500000.0,-0.0350052172427846
20260416,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,482497.3913786077,482497.3913786077,False,500000.0,-0.0350052172427846
20260417,CLOSED_BY_HISTORICAL_SIM,HISTORICAL_SIM_FILLED,301319.SZ,唯特偶,4,1,1,False,NOT_REQUIRED,无,True,0.0352808081329955,0.0352808081329955,482497.3913786077,499520.28926850716,False,500000.0,-0.0009594214629856657
20260420,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260421,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260422,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260423,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260424,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260427,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260428,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260429,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260430,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260506,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260507,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260508,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260511,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260512,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260513,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
20260514,NO_CANDIDATE,NO_CANDIDATE,,,0,0,0,False,,,False,0.0,0.0,499520.28926850716,499520.28926850716,False,500000.0,-0.0009594214629856657
