start_date,end_date,requested_recent_days,actual_day_count,window_requirement_met,historical_sim_filled_count,review_required_count,no_candidate_count,position_occupied_skip_count,planned_order_total_count,manual_review_required_day_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,initial_equity,final_equity,equity_multiple,max_drawdown,batch_daily_path,batch_summary_path,live_order_enabled,verification_status
20260206,20260514,60,60,True,5,1,52,2,6,1,0.8,0.028419015237275035,0.0352808081329955,0.0826627480845445,-0.0350052172427846,500000.0,573221.7445804822,1.1464434891609645,-0.0350052172427846,/Users/user/Desktop/A_System/reports/paper_trade/batch_flow/a_clean_exclude_star_prev0_3_bj_20260206_20260514_daily.csv,/Users/user/Desktop/A_System/reports/paper_trade/batch_flow/a_clean_exclude_star_prev0_3_bj_20260206_20260514_summary.csv,False,HISTORICAL_REPLAY_ONLY_NOT_FORWARD_PAPER
