start_date,end_date,requested_recent_days,actual_day_count,window_requirement_met,historical_sim_filled_count,review_required_count,no_candidate_count,position_occupied_skip_count,planned_order_total_count,manual_review_required_day_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,initial_equity,final_equity,equity_multiple,max_drawdown,batch_daily_path,batch_summary_path,live_order_enabled,verification_status
20251112,20260514,120,120,True,13,3,100,4,16,3,0.7692307692307693,0.04736578384822116,0.0397618491523106,0.181313377355646,-0.0505145833968012,500000.0,890568.6672975417,1.7811373345950834,-0.05051458339680115,/Users/user/Desktop/A_System/reports/paper_trade/batch_flow/a_clean_exclude_star_prev0_3_bj_20251112_20260514_daily.csv,/Users/user/Desktop/A_System/reports/paper_trade/batch_flow/a_clean_exclude_star_prev0_3_bj_20251112_20260514_summary.csv,False,HISTORICAL_REPLAY_ONLY_NOT_FORWARD_PAPER
