date,event,signal_date,ts_code,name,equity,account_return,daily_status,peak_equity,drawdown
20260312,NO_CANDIDATE,20260312,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260313,NO_CANDIDATE,20260313,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260316,NO_CANDIDATE,20260316,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260317,NO_CANDIDATE,20260317,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260318,NO_CANDIDATE,20260318,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260319,NO_CANDIDATE,20260319,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260320,NO_CANDIDATE,20260320,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260323,NO_CANDIDATE,20260323,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260324,NO_CANDIDATE,20260324,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260325,NO_CANDIDATE,20260325,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260326,NO_CANDIDATE,20260326,,,21078061.595341418,0.0,NO_CANDIDATE,21078061.595341418,0.0
20260327,CLOSED_BY_HISTORICAL_SIM,20260327,300204.SZ,舒泰神,21916164.300918493,0.0397618491523106,CLOSED_BY_HISTORICAL_SIM,21916164.300918493,0.0
20260330,NO_CANDIDATE,20260330,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260331,NO_CANDIDATE,20260331,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260401,NO_CANDIDATE,20260401,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260402,NO_CANDIDATE,20260402,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260403,NO_CANDIDATE,20260403,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260407,NO_CANDIDATE,20260407,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260408,NO_CANDIDATE,20260408,,,21916164.300918493,0.0,NO_CANDIDATE,21916164.300918493,0.0
20260409,CLOSED_BY_HISTORICAL_SIM,20260409,300489.SZ,光智科技,23727814.669504806,0.0826627480845445,CLOSED_BY_HISTORICAL_SIM,23727814.669504806,0.0
20260410,NO_CANDIDATE,20260410,,,23727814.669504806,0.0,NO_CANDIDATE,23727814.669504806,0.0
20260413,NO_CANDIDATE,20260413,,,23727814.669504806,0.0,NO_CANDIDATE,23727814.669504806,0.0
20260414,CLOSED_BY_HISTORICAL_SIM,20260414,301189.SZ,奥尼电子,22897217.36230226,-0.0350052172427846,CLOSED_BY_HISTORICAL_SIM,23727814.669504806,-0.0350052172427846
20260415,POSITION_OCCUPIED_SKIP,20260415,301189.SZ,奥尼电子,22897217.36230226,0.0,POSITION_OCCUPIED_SKIP,23727814.669504806,-0.0350052172427846
20260416,NO_CANDIDATE,20260416,,,22897217.36230226,0.0,NO_CANDIDATE,23727814.669504806,-0.0350052172427846
20260417,CLOSED_BY_HISTORICAL_SIM,20260417,301319.SZ,唯特偶,23705049.694841135,0.0352808081329955,CLOSED_BY_HISTORICAL_SIM,23727814.669504806,-0.0009594214629857767
20260420,NO_CANDIDATE,20260420,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260421,NO_CANDIDATE,20260421,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260422,NO_CANDIDATE,20260422,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260423,NO_CANDIDATE,20260423,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260424,NO_CANDIDATE,20260424,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260427,NO_CANDIDATE,20260427,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260428,NO_CANDIDATE,20260428,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260429,NO_CANDIDATE,20260429,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260430,NO_CANDIDATE,20260430,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260506,NO_CANDIDATE,20260506,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260507,NO_CANDIDATE,20260507,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260508,NO_CANDIDATE,20260508,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260511,NO_CANDIDATE,20260511,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260512,NO_CANDIDATE,20260512,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260513,NO_CANDIDATE,20260513,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
20260514,NO_CANDIDATE,20260514,,,23705049.694841135,0.0,NO_CANDIDATE,23727814.669504806,-0.0009594214629857767
