overlay_rule,overlay_action,overlay_reduced_position_pct,year,trade_count,period_return,win_rate,avg_account_return,max_drawdown
turnover_rate_bucket=15_25,hard_exclude,,2026,9,0.30680141267062244,0.6666666666666666,0.031904863853824156,-0.050694115566246034
turnover_rate_bucket=15_25,reduce_position,0.4,2024,13,1.6875599048696226,0.8461538461538461,0.08480826846624835,-0.08254302975002392
turnover_rate_bucket=15_25,reduce_position,0.4,2025,35,7.0762906375765695,0.6857142857142857,0.06772560545791842,-0.08307419232757751
turnover_rate_bucket=15_25,reduce_position,0.4,2026,11,0.38481860731573425,0.7272727272727273,0.031465050253926125,-0.05069411556624592
turnover_rate_bucket=15_25,reduce_position,0.2,2024,13,1.5206745848771837,0.8461538461538461,0.07961183736989427,-0.08254302975002381
turnover_rate_bucket=15_25,reduce_position,0.2,2025,35,6.065338422316037,0.6857142857142857,0.06314611110999542,-0.07119461508481661
turnover_rate_bucket=15_25,reduce_position,0.2,2026,11,0.3455718120669602,0.7272727272727273,0.028784514885345672,-0.050694115566246034
turnover_rate_bucket=6_10,hard_exclude,,2024,12,2.309922046039397,0.9166666666666666,0.11001314402637152,-0.02515375659318253
turnover_rate_bucket=6_10,hard_exclude,,2025,34,7.988003152396505,0.6764705882352942,0.07544680876962366,-0.10726016089988188
turnover_rate_bucket=6_10,hard_exclude,,2026,10,0.5429603981063345,0.8,0.045578144646820334,-0.0350052172427846
turnover_rate_bucket=6_10,reduce_position,0.4,2024,13,2.1733165490811523,0.8461538461538461,0.09837586257241895,-0.041271514875011794
turnover_rate_bucket=6_10,reduce_position,0.4,2025,35,8.553210572316045,0.6857142857142857,0.07508788990784229,-0.10726016089988188
turnover_rate_bucket=6_10,reduce_position,0.4,2026,11,0.5038508917384628,0.7272727272727273,0.03913039897137094,-0.03500521724278449
turnover_rate_bucket=6_10,reduce_position,0.2,2024,13,2.2416192975602747,0.8461538461538461,0.09996322852915017,-0.02515375659318253
turnover_rate_bucket=6_10,reduce_position,0.2,2025,35,8.270606862356278,0.6857142857142857,0.0741895377848812,-0.10726016089988188
turnover_rate_bucket=6_10,reduce_position,0.2,2026,11,0.5234056449223987,0.7272727272727273,0.04028253796151289,-0.0350052172427846
volume_ratio_bucket=2_4,hard_exclude,,2024,9,1.3098664829983298,0.8888888888888888,0.10358181953372331,-0.02515375659318253
volume_ratio_bucket=2_4,hard_exclude,,2025,23,6.214292354704578,0.7391304347826086,0.10050640749741067,-0.07734411533774099
