strategy_name,trade_mode,start_date,end_date,trade_day_count,closed_trade_day_count,no_candidate_day_count,pending_day_count,manual_review_blocked_day_count,position_occupied_skip_day_count,manual_review_required_day_count,initial_equity,final_equity,equity_multiple,win_rate,closed_trade_win_rate,positive_day_rate,avg_account_return,median_account_return,avg_daily_account_return,median_daily_account_return,max_profit,max_loss,max_drawdown,risk_event_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240520,20260417,465,54,394,1,5,11,5,500000.0,31640590.86190715,63.2811817238143,0.7962962962962963,0.7962962962962963,0.09247311827956989,0.08631635140943685,0.051315107317017744,0.010023834357224929,0.0,0.4980539655009626,-0.0714087122182405,-0.07140871221824052,1,False
