strategy_name,trade_mode,start_date,end_date,trade_day_count,closed_trade_day_count,no_candidate_day_count,pending_day_count,position_occupied_skip_day_count,manual_review_required_day_count,initial_equity,final_equity,equity_multiple,win_rate,closed_trade_win_rate,positive_day_rate,avg_account_return,median_account_return,avg_daily_account_return,median_daily_account_return,max_profit,max_loss,max_drawdown,risk_event_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20251112,20260514,120,16,100,0,4,3,15847995.739096723,22503343.166107263,1.4199488400032767,0.625,0.625,0.08333333333333333,0.02490536723241823,0.0322278788664112,0.0033207156309890975,0.0,0.181313377355646,-0.1072601608998818,-0.10726016089988188,1,False
