strategy_name,trade_mode,start_date,end_date,trade_day_count,closed_trade_day_count,no_candidate_day_count,pending_day_count,initial_equity,final_equity,equity_multiple,win_rate,closed_trade_win_rate,positive_day_rate,avg_account_return,median_account_return,avg_daily_account_return,median_daily_account_return,max_profit,max_loss,max_drawdown,risk_event_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240520,20240628,29,2,27,0,500000.0,741862.1905795921,1.4837243811591843,1.0,1.0,0.06896551724137931,0.2302704167765009,0.2302704167765009,0.015880718398379373,0.0,0.403015654731823,0.0575251788211788,0.0,0,False
