strategy_name,trade_mode,signal_date,candidate_count,selected_count,planned_order_count,execution_event_count,closed_position_count,pending_position_count,top_ts_code,top_name,historical_execution_found,equity_before,equity_after,account_return,live_order_enabled,daily_status,equity_start_of_day,equity_end_of_day
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240520,1,1,1,2,1,0,300162.SZ,雷曼光电,True,500000.0,701507.8273659114,0.403015654731823,False,CLOSED_BY_HISTORICAL_SIM,500000.0,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240521,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240522,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240523,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240524,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240527,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240528,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240529,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240530,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240531,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240603,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240604,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240605,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240606,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240607,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240611,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240612,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240613,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240614,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240617,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240618,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240619,0,0,0,0,0,0,,,False,701507.8273659114,701507.8273659114,0.0,False,NO_CANDIDATE,701507.8273659114,701507.8273659114
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240620,1,1,1,2,1,0,300469.SZ,信息发展,True,701507.8273659114,741862.1905795921,0.0575251788211788,False,CLOSED_BY_HISTORICAL_SIM,701507.8273659114,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240621,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240624,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240625,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240626,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240627,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20240628,0,0,0,0,0,0,,,False,741862.1905795921,741862.1905795921,0.0,False,NO_CANDIDATE,741862.1905795921,741862.1905795921
