signal_date,planned_order_date,ts_code,name,order_status,manual_review_status,manual_review_reason,risk_flags,planned_position_pct,planned_equity,planned_amount_by_equity,reference_price,round_lot_shares,amount_ratio_bucket,open_times,first_time_detail_bucket,turnover_rate_bucket,market_segment,historical_reference_net_return,historical_reference_is_win,review_instruction,live_order_enabled
20260309,20260310,301606.SZ,绿联科技,REVIEW_REQUIRED_PLAN_ONLY,PENDING_MANUAL_REVIEW,命中 LOSS_OVERLAY_WATCH，模拟买入前需要人工复核。,LOSS_OVERLAY_WATCH,0.8,21078061.595341414,16862449.27627313,90.02,187300,gte_5,1.0,before_1000,6_10,chi_next,-0.0616071139746722,False,人工确认后才允许进入模拟买入观察；未确认时不得进入实盘或半自动流程。,False
