date,event,signal_date,ts_code,name,equity,account_return,daily_status,peak_equity,drawdown
20260414,INITIAL,,,,22524954.090514462,0.0,INITIAL,22524954.090514462,0.0
20260414,CLOSED_BY_HISTORICAL_SIM,20260414,301189.SZ,奥尼电子,21736463.179192252,-0.0350052172427846,CLOSED_BY_HISTORICAL_SIM,22524954.090514462,-0.035005217242784714
20260415,POSITION_OCCUPIED_SKIP,20260415,301189.SZ,奥尼电子,21736463.179192252,0.0,POSITION_OCCUPIED_SKIP,22524954.090514462,-0.035005217242784714
20260416,NO_CANDIDATE,20260416,,,21736463.179192252,0.0,NO_CANDIDATE,22524954.090514462,-0.035005217242784714
20260417,CLOSED_BY_HISTORICAL_SIM,20260417,301319.SZ,唯特偶,22503343.166107252,0.0352808081329955,CLOSED_BY_HISTORICAL_SIM,22524954.090514462,-0.0009594214629858877
20260420,NO_CANDIDATE,20260420,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260421,NO_CANDIDATE,20260421,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260422,NO_CANDIDATE,20260422,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260423,NO_CANDIDATE,20260423,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260424,NO_CANDIDATE,20260424,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260427,NO_CANDIDATE,20260427,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260428,NO_CANDIDATE,20260428,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260429,NO_CANDIDATE,20260429,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260430,NO_CANDIDATE,20260430,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260506,NO_CANDIDATE,20260506,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260507,NO_CANDIDATE,20260507,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260508,NO_CANDIDATE,20260508,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260511,NO_CANDIDATE,20260511,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260512,NO_CANDIDATE,20260512,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260513,NO_CANDIDATE,20260513,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
20260514,NO_CANDIDATE,20260514,,,22503343.166107252,0.0,NO_CANDIDATE,22524954.090514462,-0.0009594214629858877
