strategy_name,trade_mode,start_date,end_date,trade_day_count,closed_trade_day_count,no_candidate_day_count,pending_day_count,manual_review_blocked_day_count,position_occupied_skip_day_count,manual_review_required_day_count,initial_equity,final_equity,equity_multiple,win_rate,closed_trade_win_rate,positive_day_rate,avg_account_return,median_account_return,avg_daily_account_return,median_daily_account_return,max_profit,max_loss,max_drawdown,risk_event_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260206,20260514,60,5,52,0,1,2,1,20677032.857668284,23705049.694841135,1.1464434891609645,0.8,0.8,0.06666666666666667,0.028419015237275035,0.0352808081329955,0.00236825126977292,0.0,0.0826627480845445,-0.0350052172427846,-0.0350052172427846,0,False
