signal_date,candidate_rank,planned_action,ts_code,name,market_segment,profit_source_score,planned_position_pct,selection_reason,sort_rule,exit_rule,risk_flags,fill_probability,allow_buy_reliable,is_fill_score_reliable,fd_ratio_bucket,fd_amount_to_circ_mv,segment_limit_up_count_bucket,market_chain_count_bucket,market_limit_down_count_bucket,retreat_state_bucket,market_emotion_state_bucket,segment_emotion_state_bucket,first_time_detail_bucket,turnover_rate_bucket,amount_ratio_bucket,prev_pct_chg_bucket,amount,turnover_rate,volume_ratio,open_times,limit_times,first_time,last_time,paper_note,historical_reference_next_trade_date,historical_reference_next_open,historical_reference_exit_trade_date,historical_reference_exit_close,historical_reference_net_return,historical_reference_is_win
20240520,1,PLAN_BUY_T1_OPEN,300162.SZ,雷曼光电,chi_next,1.5,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0075360214547992,lt_5,8_15,5_15,retreat_weak,mixed,ice_point,before_1000,gte_25,3_5,gte_10,751377.366,35.0413,7.09,11.0,2.0,93100,143915,该候选只用于模拟盘计划，不代表实盘可买入。,20240521,7.14,20240522,10.77,0.5047833613445378,True
20240620,1,PLAN_BUY_T1_OPEN,300469.SZ,信息发展,chi_next,0.0,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0067579140980041,lt_5,8_15,5_15,retreat_2day,retreat,ice_point,after_1430,gte_25,gte_5,gte_10,1251859.854,38.6764,6.16,2.0,2.0,144718,145248,该候选只用于模拟盘计划，不代表实盘可买入。,20240621,14.8,20240624,15.92,0.0720556756756755,True
20240712,1,PLAN_BUY_T1_OPEN,300582.SZ,英飞特,chi_next,-0.7,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0078938658612479,lt_5,8_15,lt_5,retreat_weak,mixed,ice_point,1100_1330,10_15,gte_5,3_7,277728.959,12.7872,7.23,3.0,1.0,131618,132606,该候选只用于模拟盘计划，不代表实盘可买入。,20240715,9.97,20240716,10.37,0.0365003610832496,True
20240802,1,PLAN_BUY_T1_OPEN,300149.SZ,睿智医药,chi_next,1.5,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.008283718043316,lt_5,8_15,5_15,retreat_2day,retreat,ice_point,before_1000,3_6,2_3,0_3,90281.014,3.7682,3.54,0.0,1.0,94254,94254,该候选只用于模拟盘计划，不代表实盘可买入。,20240805,5.19,20240806,6.63,0.2738366473988438,True
20240805,1,PLAN_BUY_T1_OPEN,300329.SZ,海伦钢琴,chi_next,-1.5,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0051110406793438,lt_5,8_15,30_60,retreat_2day,retreat,ice_point,before_1000,15_25,gte_5,neg3_0,219103.021,19.1676,8.91,14.0,1.0,95545,140321,该候选只用于模拟盘计划，不代表实盘可买入。,20240806,4.51,20240807,4.55,0.0052491796008868,True
20240903,1,PLAN_BUY_T1_OPEN,300068.SZ,南都电源,chi_next,2.0,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0076111009726209,lt_5,8_15,lt_5,neutral,mixed,ice_point,1000_1100,15_25,1_2_2,gte_10,1775260.147,21.0598,5.11,0.0,2.0,104406,104406,该候选只用于模拟盘计划，不代表实盘可买入。,20240904,11.51,20240905,12.26,0.0615407298001737,True
20240903,2,WATCH_ONLY,300382.SZ,斯莱克,chi_next,2.0,0.0,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0068376274671114,lt_5,8_15,lt_5,neutral,mixed,ice_point,1000_1100,3_6,2_3,neg3_0,129785.41,3.6281,2.65,0.0,1.0,100330,100330,该候选只用于模拟盘计划，不代表实盘可买入。,20240904,6.08,20240905,6.43,0.053945789473684,True
20240906,1,PLAN_BUY_T1_OPEN,300905.SZ,宝丽迪,chi_next,0.8,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0050208369593494,lt_5,8_15,lt_5,retreat_weak,mixed,ice_point,1100_1330,gte_25,1_2_2,lt_neg3,829142.189,27.0543,2.87,5.0,1.0,133045,142906,该候选只用于模拟盘计划，不代表实盘可买入。,20240909,26.5,20240910,30.21,0.1363800000000001,True
20240910,1,PLAN_BUY_T1_OPEN,300134.SZ,大富科技,chi_next,0.8,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.008670061487443,lt_5,8_15,15_30,retreat_weak,mixed,ice_point,1100_1330,10_15,1_2_2,gte_10,1011392.855,14.6978,1.94,0.0,2.0,132957,132957,该候选只用于模拟盘计划，不代表实盘可买入。,20240911,11.25,20240912,12.07,0.069268888888889,True
20240913,1,PLAN_BUY_T1_OPEN,300072.SZ,海新能科,chi_next,0.7999999999999998,0.8,segment_limit_up_count_bucket=lt_5;market_chain_count_bucket=8_15;fd_ratio_bucket=0_5pct_1pct;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0082947437653524,lt_5,8_15,5_15,warming_2day,warming,ice_point,1100_1330,3_6,gte_5,0_3,198822.338,4.0447,6.65,0.0,1.0,112354,112354,该候选只用于模拟盘计划，不代表实盘可买入。,20240918,2.23,20240919,2.17,-0.0305258295964126,False
