scenario,trade_day_count,closed_trade_count,win_count,loss_count,no_candidate_day_count,position_occupied_skip_day_count,manual_rejected_skip_count,initial_equity,final_equity,equity_multiple,total_return,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,max_drawdown,live_order_enabled
原始模拟盘,465,59,43,16,394,12,0,500000.0,22503343.166107263,45.00668633221453,44.00668633221453,0.7288135593220338,0.07345191228559572,0.0454512324665184,0.4980539655009626,-0.1072601608998818,7.561071027974145,-0.11007584698669082,False
人工复核过滤后,465,57,43,14,394,12,2,500000.0,27474919.12066043,54.94983824132086,53.94983824132086,0.7543859649122807,0.07935905290350968,0.0457725821591917,0.4980539655009626,-0.0714087122182405,10.609913371717347,-0.10683334681309964,False
