strategy_name,trade_mode,start_date,end_date,trade_day_count,closed_trade_day_count,no_candidate_day_count,pending_day_count,manual_review_blocked_day_count,position_occupied_skip_day_count,manual_review_required_day_count,initial_equity,final_equity,equity_multiple,win_rate,closed_trade_win_rate,positive_day_rate,avg_account_return,median_account_return,avg_daily_account_return,median_daily_account_return,max_profit,max_loss,max_drawdown,risk_event_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260414,20260514,20,2,17,0,0,1,0,22524954.090514462,22503343.166107252,0.9990405785370141,0.5,0.5,0.05,0.0001377954451054486,0.0001377954451054486,1.3779544510544861e-05,0.0,0.0352808081329955,-0.0350052172427846,-0.035005217242784714,0,False
