strategy_name,trade_mode,signal_date,candidate_count,selected_count,planned_order_count,execution_event_count,closed_position_count,pending_position_count,top_ts_code,top_name,historical_execution_found,equity_before,equity_after,account_return,live_order_enabled,daily_status,equity_start_of_day,equity_end_of_day,manual_review_blocked_execution_count,top_risk_flags,risk_warn_candidate_count,loss_overlay_watch_candidate_count,selected_loss_overlay_watch_count,selected_loss_overlay_watch,loss_overlay_watch_top_codes,manual_review_required,manual_review_status,manual_review_reason,position_occupied_by,position_occupied_exit_dates
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260312,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260313,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260316,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260317,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260318,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260319,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260320,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260323,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260324,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260325,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260326,0,0,0,0,0,0,,,False,21078061.595341418,21078061.595341418,0.0,False,NO_CANDIDATE,21078061.595341418,21078061.595341418,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260327,1,1,1,2,1,0,300204.SZ,舒泰神,True,21078061.595341418,21916164.300918493,0.0397618491523106,False,CLOSED_BY_HISTORICAL_SIM,21078061.595341418,21916164.300918493,0.0,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260330,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260331,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260401,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260402,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260403,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260407,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260408,0,0,0,0,0,0,,,False,21916164.300918493,21916164.300918493,0.0,False,NO_CANDIDATE,21916164.300918493,21916164.300918493,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260409,1,1,1,2,1,0,300489.SZ,光智科技,True,21916164.300918493,23727814.669504806,0.0826627480845445,False,CLOSED_BY_HISTORICAL_SIM,21916164.300918493,23727814.669504806,0.0,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260410,0,0,0,0,0,0,,,False,23727814.669504806,23727814.669504806,0.0,False,NO_CANDIDATE,23727814.669504806,23727814.669504806,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260413,0,0,0,0,0,0,,,False,23727814.669504806,23727814.669504806,0.0,False,NO_CANDIDATE,23727814.669504806,23727814.669504806,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260414,1,1,1,2,1,0,301189.SZ,奥尼电子,True,23727814.669504806,22897217.36230226,-0.0350052172427846,False,CLOSED_BY_HISTORICAL_SIM,23727814.669504806,22897217.36230226,0.0,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260415,1,0,0,0,0,0,301189.SZ,奥尼电子,False,22897217.36230226,22897217.36230226,0.0,False,POSITION_OCCUPIED_SKIP,22897217.36230226,22897217.36230226,,,,,,,,,,,301189.SZ 奥尼电子,20260416
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260416,0,0,0,0,0,0,,,False,22897217.36230226,22897217.36230226,0.0,False,NO_CANDIDATE,22897217.36230226,22897217.36230226,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260417,4,1,1,2,1,0,301319.SZ,唯特偶,True,22897217.36230226,23705049.694841135,0.0352808081329955,False,CLOSED_BY_HISTORICAL_SIM,22897217.36230226,23705049.694841135,0.0,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260420,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260421,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260422,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260423,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260424,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260427,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260428,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260429,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260430,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260506,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260507,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260508,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260511,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260512,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260513,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260514,0,0,0,0,0,0,,,False,23705049.694841135,23705049.694841135,0.0,False,NO_CANDIDATE,23705049.694841135,23705049.694841135,,,,,,,,,,,,
