overlay_rule,overlay_action,overlay_reduced_position_pct,rule_factor_count,rule_set_count,initial_cash,final_equity,equity_multiple,executed_trade_count,skipped_trade_count,rule_hit_count,rule_hit_loss_count,rule_hit_win_rate_original,rule_hit_avg_original_return,win_rate,avg_account_return,median_account_return,max_profit,max_loss,max_drawdown,max_consecutive_losses
first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10 OR open_times_bucket=2_3;turnover_rate_bucket=15_25,hard_exclude,,4,2,500000.0,28075561.50475922,56.151123009518436,53,6,6,2,0.3333333333333333,-0.03478349027129045,0.7735849056603774,0.08570497672599793,0.05350018540696369,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
amount_ratio_bucket=2_3;open_times_bucket=2_3 OR amount_ratio_bucket=3_5;turnover_rate_bucket=6_10,reduce_position,0.2,4,2,500000.0,28008783.299160145,56.01756659832029,59,0,4,2,0.0,-0.06918150892329943,0.7288135593220338,0.07696961612915332,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.07140871221824052,2
amount_ratio_bucket=2_3;open_times_bucket=2_3 OR open_times_bucket=0;turnover_rate_bucket=6_10,reduce_position,0.2,4,2,500000.0,28008783.299160145,56.01756659832029,59,0,4,2,0.0,-0.06918150892329943,0.7288135593220338,0.07696961612915332,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.07140871221824052,2
amount_ratio_bucket=2_3;open_times_bucket=2_3 OR segment_retreat_state_bucket=retreat_weak;turnover_rate_bucket=6_10,reduce_position,0.2,4,2,500000.0,28008783.299160145,56.01756659832029,59,0,4,2,0.0,-0.06918150892329943,0.7288135593220338,0.07696961612915332,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.07140871221824052,2
first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10 OR prev_pct_chg_bucket=neg3_0;retreat_state_bucket=warming_2day,reduce_position,0.2,4,2,500000.0,27867165.87434651,55.734331748693016,59,0,4,2,0.0,-0.06762680844950085,0.7288135593220338,0.07689056356268899,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10 OR retreat_state_bucket=warming_2day;segment_retreat_state_bucket=weak_below_3,reduce_position,0.2,4,2,500000.0,27867165.87434651,55.734331748693016,59,0,4,2,0.0,-0.06762680844950085,0.7288135593220338,0.07689056356268899,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10 OR retreat_state_bucket=warming_2day;turnover_rate_bucket=15_25,reduce_position,0.2,4,2,500000.0,27867165.87434651,55.734331748693016,59,0,4,2,0.0,-0.06762680844950085,0.7288135593220338,0.07689056356268899,0.0454512324665184,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10 OR market_limit_down_count_bucket=lt_5;prev_pct_chg_bucket=neg3_0,hard_exclude,,4,2,500000.0,27835329.80720874,55.67065961441748,55,4,4,2,0.25,-0.05018386426596022,0.7636363636363637,0.08244360512570886,0.04913002922707176,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
first_time_detail_bucket=1100_1330;prev_pct_chg_bucket=neg3_0 OR first_time_detail_bucket=before_1000;turnover_rate_bucket=6_10,hard_exclude,,4,2,500000.0,27691688.330885984,55.38337666177197,54,5,5,2,0.2,-0.038787893970668195,0.7777777777777778,0.08384448693895347,0.04745130569313176,0.4980539655009626,-0.07140871221824048,-0.10683334681309986,2
amount_ratio_bucket=2_3;open_times_bucket=2_3,hard_exclude,,2,1,500000.0,27557287.199714843,55.114574399429685,56,3,3,1,0.0,-0.06472766864772463,0.7678571428571429,0.08085438983559502,0.04745130569313176,0.4980539655009626,-0.08254302975002376,-0.11007584698669093,2
