strategy_name,trade_mode,signal_date,candidate_count,selected_count,planned_order_count,execution_event_count,closed_position_count,pending_position_count,manual_review_blocked_execution_count,top_ts_code,top_name,top_risk_flags,risk_warn_candidate_count,loss_overlay_watch_candidate_count,selected_loss_overlay_watch_count,selected_loss_overlay_watch,loss_overlay_watch_top_codes,manual_review_required,manual_review_status,manual_review_reason,historical_execution_found,equity_before,equity_after,account_return,live_order_enabled,daily_status,equity_start_of_day,equity_end_of_day,position_occupied_by,position_occupied_exit_dates
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260414,1,1,1,2,1,0,0.0,301189.SZ,奥尼电子,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,True,22524954.090514462,21736463.179192252,-0.0350052172427846,False,CLOSED_BY_HISTORICAL_SIM,22524954.090514462,21736463.179192252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260415,1,0,0,0,0,0,,301189.SZ,奥尼电子,,,,,,,,,,False,21736463.179192252,21736463.179192252,0.0,False,POSITION_OCCUPIED_SKIP,21736463.179192252,21736463.179192252,301189.SZ 奥尼电子,20260416
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260416,0,0,0,0,0,0,,,,,,,,,,,,,False,21736463.179192252,21736463.179192252,0.0,False,NO_CANDIDATE,21736463.179192252,21736463.179192252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260417,4,1,1,2,1,0,0.0,301319.SZ,唯特偶,无,0.0,0.0,0.0,False,,False,NOT_REQUIRED,,True,21736463.179192252,22503343.166107252,0.0352808081329955,False,CLOSED_BY_HISTORICAL_SIM,21736463.179192252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260420,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260421,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260422,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260423,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260424,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260427,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260428,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260429,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260430,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260506,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260507,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260508,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260511,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260512,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260513,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260514,0,0,0,0,0,0,,,,,,,,,,,,,False,22503343.166107252,22503343.166107252,0.0,False,NO_CANDIDATE,22503343.166107252,22503343.166107252,,
