trade_date,ts_code,name,limit_close,limit_pct_chg,fd_amount,first_time,last_time,open_times,limit,limit_amount,limit_times,open,high,low,close,pre_close,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,float_share,free_share,total_mv,circ_mv,is_low_amount,market_segment,limit_pct,first_time_bucket,board_type,is_st,limit_pct_bucket,fd_amount_to_circ_mv,is_fd_amount_abnormal,stock_count,up_count,down_count,flat_count,limit_up_count,limit_up_max_height,one_word_limit_count,opened_limit_count,total_amount,limit_up_fd_amount_sum,market_sentiment_level,sh_main_stock_count,sh_main_limit_up_count,sh_main_limit_up_ratio,sh_main_market_sentiment_level,sz_main_stock_count,sz_main_limit_up_count,sz_main_limit_up_ratio,sz_main_market_sentiment_level,chi_next_stock_count,chi_next_limit_up_count,chi_next_limit_up_ratio,chi_next_market_sentiment_level,star_stock_count,star_limit_up_count,star_limit_up_ratio,star_market_sentiment_level,bj_stock_count,bj_limit_up_count,bj_limit_up_ratio,bj_market_sentiment_level,other_stock_count,other_limit_up_count,other_limit_up_ratio,other_market_sentiment_level,main_board_limit_up_count,growth_board_limit_up_count,limit_5cm_count,limit_10cm_count,limit_20cm_count,limit_30cm_count,segment_limit_up_count,segment_stock_count,segment_limit_up_ratio,segment_market_sentiment_level,limit_times_fill_model,limit_times_bucket,board_type_fill_model,first_time_bucket_fill_model,market_sentiment_level_fill_model,market_segment_fill_model,segment_market_sentiment_level_fill_model,matched_source,sample_count,is_sample_enough,suggested_turnover_rate,circ_mv_fill_model,current_queue_amount,planned_buy_amount,estimated_turnover_amount,available_fill_amount,fill_probability,position_scale,allow_buy,min_fill_probability,score_error,is_fill_score_reliable,allow_buy_reliable,next_trade_date,next_open,exit_trade_date,exit_close,gross_return,fee_rate,net_return,is_win,holding_days_rule,prev_pct_chg,prev2_pct_chg,two_day_pct_chg,prev_amount,prev_turnover_rate,amount_ratio_1d,turnover_ratio_1d,market_leader_rank,segment_market_leader_rank,limit_height_rank,segment_limit_height_rank,theme_heat_score,same_theme_limit_count,retreat_state,segment_retreat_state,market_emotion_state,market_emotion_score,market_limit_down_count,market_limit_down_ratio,market_chain_count,market_limit_max_height,segment_emotion_state,segment_emotion_score,segment_limit_down_count,segment_limit_down_ratio,segment_chain_count,segment_limit_max_height,segment_open_rate,first_time_minutes,theme_heat_bucket,same_theme_limit_count_bucket,theme_limit_count_bucket,theme_limit_height_bucket,theme_heat_rank_bucket,theme_leader_rank_bucket,theme_height_rank_bucket,theme_is_mainline_bucket,market_emotion_state_bucket,segment_emotion_state_bucket,market_chain_count_bucket,segment_chain_count_bucket,market_limit_down_count_bucket,segment_limit_down_count_bucket,segment_limit_down_ratio_bucket,segment_limit_max_height_bucket,market_leader_rank_bucket,segment_market_leader_rank_bucket,limit_height_rank_bucket,segment_limit_height_rank_bucket,first_time_detail_bucket,limit_times_detail_bucket,open_times_bucket,amount_bucket,turnover_rate_bucket,volume_ratio_bucket,fd_ratio_bucket,pct_chg_bucket,prev_pct_chg_bucket,amount_ratio_bucket,limit_up_count_bucket,segment_limit_up_count_bucket,segment_limit_up_ratio_bucket,auction_strength_bucket,open_5m_strength_bucket,sector_moneyflow_bucket,top_list_net_buy_bucket,retreat_state_bucket,segment_retreat_state_bucket,profit_source_score,d1_trade_date,d1_open,d1_high,d1_low,d1_close,d1_pre_close,d1_pct_chg,d2_trade_date,d2_open,d2_high,d2_low,d2_close,d2_pre_close,d2_pct_chg,d3_trade_date,d3_open,d3_high,d3_low,d3_close,d3_pre_close,d3_pct_chg,d4_trade_date,d4_open,d4_high,d4_low,d4_close,d4_pre_close,d4_pct_chg,d5_trade_date,d5_open,d5_high,d5_low,d5_close,d5_pre_close,d5_pct_chg,replay_rule,planned_position_pct,buy_executed,buy_reject_reason,buy_trade_date,buy_price_before_slippage,buy_price,buy_price_model,sell_executed,sell_reject_reason,exit_price_before_slippage,exit_price,exit_reason,sell_price_model,path_conflict,limit_down_blocked_days,daily_return,strict_account_return,strict_return_source
20250410,002187.SZ,广百股份,7.73,9.96,19083051.0,131403,144112,3,U,,1,7.02,7.73,6.96,7.73,7.03,9.9573,955910.42,713720.888,18.4856,35.8436,2.58,51711.0966,26668.9466,544222.0944,399726.7767,False,sz_main,0.1,midday,multi_open,False,10cm,0.0047740236862645,False,5395,4950,386,59,154,6,103,51,1659048985.089,8247973365.0,very_strong,1691,64,0.0378474275576581,very_strong,1483,69,0.0465273095077545,very_strong,1370,14,0.0102189781021897,neutral,585,2,0.0034188034188034,weak,265,5,0.0188679245283018,neutral,1,0,0.0,weak,133,16,0,133,16,5,69,1483,0.0465273095077545,very_strong,1,1,multi_open,midday,very_strong,sz_main,very_strong,exact,1336,True,4.755575,399726.7767,19083051.0,100000.0,190093066.61051023,171010015.61051026,1.0,1.0,True,0.6,,True,True,20250411,7.88,20250415,8.27,0.0494923857868019,0.00362,-0.0010850020030728665,False,T+1_open_buy_T+2_close_sell,4.3027,9.9511,14.2538,476735.065,13.5841,1.4971017246235077,1.3608262601129264,100,45,5.0,4.0,,,neutral,neutral,main_rise,12.854494902687676,0,0.0,26,6,climax,13.952730950775456,0,0.0,9,6,0.3188405797101449,794,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,climax,15_30,5_10,lt_5,lt_1,lt_0_1pct,gte_6,rank_gt_30,rank_gt_30,rank_4_10,rank_4_10,1100_1330,1,2_3,3e8_8e8,15_25,2_4,0_3pct_0_5pct,9_5_10_5,3_7,1_2_2,120_180,40_80,3pct_5pct,unknown,unknown,unknown,unknown,neutral,neutral,2.8,20250411,7.88,8.39,7.57,7.88,7.73,1.9405,20250414,7.95,8.67,7.95,8.27,7.88,4.9492,20250415,8.4,8.6,7.8,7.9,8.27,-4.474,20250416,7.96,8.05,7.46,7.76,7.9,-1.7722,20250417,7.87,7.93,7.65,7.69,7.76,-0.9021,fixed_hold3_close,0.8,True,,20250411,7.88,7.887879999999999,daily_open_plus_slippage_no_l2,True,,7.9,7.8921,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.0008680016024582932,-0.0008680016024582932,c_conservative_daily_replay_fixed_hold3_close
20250417,002427.SZ,尤夫股份,5.97,9.94,48456770.0,110139,110139,0,U,,1,5.3,5.97,5.18,5.97,5.43,9.9448,1111370.14,635114.816,11.2781,25.1458,0.88,98542.6686,44197.1062,588303.3679,588299.7315,False,sz_main,0.1,midday,one_word,False,10cm,0.008236748617316,False,5395,3127,2039,229,86,6,59,27,1030415699.576,5410630625.0,neutral,1690,39,0.023076923076923,strong,1484,41,0.0276280323450134,strong,1369,5,0.0036523009495982,weak,586,1,0.0017064846416382,weak,265,0,0.0,weak,1,0,0.0,weak,80,6,0,80,6,0,41,1484,0.0276280323450134,strong,1,1,one_word,midday,neutral,sz_main,strong,exact,2987,True,4.0277,588299.7315,48456770.0,100000.0,236949482.85625505,188492712.85625505,1.0,1.0,True,0.6,,True,True,20250418,6.07,20250422,7.23,0.1911037891268534,0.00362,0.17066241280959565,True,T+1_open_buy_T+2_close_sell,4.8263,-8.3186,-3.4923,519158.133,10.0094,1.2233552276835853,1.1267508541970548,54,26,5.0,5.0,,,neutral,neutral,main_rise,10.32734012974977,3,0.0005560704355885,20,6,main_rise,13.562803234501349,0,0.0,12,6,0.3414634146341463,661,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,main_rise,15_30,gte_10,lt_5,lt_1,lt_0_1pct,gte_6,rank_gt_30,rank_11_30,rank_4_10,rank_4_10,1100_1330,1,0,3e8_8e8,10_15,lt_1,0_5pct_1pct,9_5_10_5,3_7,1_2_2,80_120,40_80,2pct_3pct,unknown,unknown,unknown,unknown,neutral,neutral,2.8,20250418,6.07,6.57,6.0,6.57,5.97,10.0503,20250421,6.69,7.23,6.69,7.23,6.57,10.0457,20250422,7.48,7.95,7.01,7.13,7.23,-1.3831,20250423,6.75,7.84,6.53,7.84,7.13,9.9579,20250424,7.95,8.62,7.62,8.62,7.84,9.949,fixed_hold3_close,0.8,True,,20250418,6.07,6.07607,daily_open_plus_slippage_no_l2,True,,7.13,7.12287,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.13652993024767654,0.13652993024767654,c_conservative_daily_replay_fixed_hold3_close
20250421,002582.SZ,好想你,11.59,9.96,60539206.0,130006,130006,0,U,,1,10.52,11.59,10.4,11.59,10.54,9.962,633941.98,708898.029,18.4248,20.7238,0.95,34406.9017,30590.0496,523815.1137,398775.9907,False,sz_main,0.1,midday,one_word,False,10cm,0.0151812564978476,False,5394,4363,875,156,100,6,63,37,1073580343.55,6041516232.0,strong,1690,42,0.0248520710059171,strong,1483,46,0.031018206338503,very_strong,1369,10,0.0073046018991964,weak,586,2,0.0034129692832764,weak,265,0,0.0,weak,1,0,0.0,weak,88,12,0,88,12,0,46,1483,0.031018206338503,very_strong,1,1,one_word,midday,strong,sz_main,very_strong,exact,1877,True,3.4765,398775.9907,60539206.0,100000.0,138634473.16685504,78095267.16685504,1.0,1.0,True,0.6,,True,True,20250422,11.4,20250424,10.91,-0.0429824561403509,0.00362,0.04890841894947169,True,T+1_open_buy_T+2_close_sell,-4.1818,-0.722,-4.9038,463784.571,12.6365,1.5285071417349931,1.4580619633601077,60,26,6.0,4.0,,,neutral,neutral,main_rise,9.809195402298853,11,0.0020393029291805,17,6,climax,11.116318273769387,6,0.0040458530006743,9,5,0.3043478260869565,780,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,climax,15_30,5_10,5_15,3_8,0_3pct_0_8pct,4_5,rank_gt_30,rank_11_30,rank_4_10,rank_4_10,1100_1330,1,0,3e8_8e8,15_25,lt_1,1pct_2pct,9_5_10_5,lt_neg3,1_2_2,80_120,40_80,3pct_5pct,unknown,unknown,unknown,unknown,neutral,neutral,4.3,20250422,11.4,11.58,11.12,11.28,11.59,-2.6747,20250423,11.27,11.27,10.81,10.91,11.28,-3.2801,20250424,11.8,12.0,11.52,12.0,10.91,9.9908,20250425,11.47,12.6,11.4,12.01,12.0,0.0833,20250428,12.39,12.45,11.84,11.98,12.01,-0.2498,fixed_hold3_close,0.8,True,,20250422,11.4,11.411399999999999,daily_open_plus_slippage_no_l2,True,,12.0,11.988,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.039126735159577354,0.039126735159577354,c_conservative_daily_replay_fixed_hold3_close
20250813,601609.SH,金田股份,9.41,10.06,61167804.0,132559,143329,2,U,,1,8.52,9.41,8.51,9.41,8.55,10.0585,1569529.89,1416902.478,10.5657,26.6056,1.7,148550.035,58992.5457,1397855.8294,1397855.8294,False,sh_main,0.1,midday,multi_open,False,10cm,0.0043758306624693,False,5412,2733,2458,221,92,5,47,45,2175210716.098,10030171094.0,neutral,1687,46,0.0272673384706579,strong,1485,36,0.0242424242424242,strong,1381,6,0.004344677769732,weak,588,4,0.0068027210884353,weak,270,0,0.0,weak,1,0,0.0,weak,82,10,0,82,10,0,46,1687,0.0272673384706579,strong,1,1,multi_open,midday,neutral,sh_main,strong,exact,1591,True,4.1228,1397855.8294,61167804.0,100000.0,576308001.345032,515140197.345032,1.0,1.0,True,0.6,,True,True,20250814,10.35,,11.39,0.1004830917874397,0.00362,0.0,False,T+1_open_buy_T+2_close_sell,-0.927,1.7689,0.8418999999999999,530401.287,4.1767,2.671378280422611,2.5296765388943423,62,30,5.0,5.0,,,neutral,neutral,main_rise,10.499926090169993,0,0.0,24,5,main_rise,12.726733847065798,0,0.0,12,5,0.5652173913043478,805,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,main_rise,15_30,gte_10,lt_5,lt_1,lt_0_1pct,4_5,rank_gt_30,rank_11_30,rank_4_10,rank_4_10,1100_1330,1,2_3,8e8_15e8,10_15,1_2,0_3pct_0_5pct,9_5_10_5,neg3_0,2_3,80_120,40_80,2pct_3pct,unknown,unknown,unknown,unknown,neutral,neutral,2.8,20250814,10.35,10.35,10.17,10.35,9.41,9.9894,20250815,10.95,11.39,10.48,11.39,10.35,10.0483,20250818,12.53,12.53,12.53,12.53,11.39,10.0088,20250819,13.78,13.78,12.8,13.41,12.53,7.0231,20250820,12.8,14.75,12.8,14.75,13.41,9.9925,fixed_hold3_close,0.8,False,open_limit_up_unbuyable,20250814,10.35,,daily_open_limit_up_queue_rejected,False,,,,no_buy,,False,0,0.0,0.0,c_conservative_daily_replay_fixed_hold3_close
20250819,605376.SH,博迁新材,46.24,9.99,76038396.0,130124,130124,0,U,,1,42.32,46.24,42.1,46.24,42.04,9.9905,112621.91,502129.744,4.3051,7.4237,1.77,26160.0,15170.52,1209638.4,1209638.4,False,sh_main,0.1,midday,one_word,False,10cm,0.006286043498619,False,5413,2984,2255,174,85,4,42,43,2640679593.8599997,7173691325.0,neutral,1689,43,0.0254588513913558,strong,1484,31,0.0208894878706199,strong,1381,9,0.0065170166545981,weak,587,2,0.0034071550255536,weak,271,0,0.0,weak,1,0,0.0,weak,74,11,0,74,11,0,43,1689,0.0254588513913558,strong,1,1,one_word,midday,neutral,sh_main,strong,exact,2114,True,2.7704500000000003,1209638.4,76038396.0,100000.0,335124270.52800006,259085874.5280001,1.0,1.0,True,0.6,,True,True,20250820,48.56,20250822,48.05,-0.010502471169687,0.00362,0.03728035006179971,True,T+1_open_buy_T+2_close_sell,0.1668,4.533,4.699800000000001,326035.679,2.9946,1.540106731693006,1.4376210512255394,69,37,4.0,4.0,,,neutral,neutral,main_rise,9.815111767966007,7,0.0012931830777757,26,4,main_rise,10.81959739490823,6,0.0035523978685612,11,4,0.3953488372093023,781,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,main_rise,15_30,gte_10,5_15,3_8,0_3pct_0_8pct,4_5,rank_gt_30,rank_gt_30,rank_4_10,rank_4_10,1100_1330,1,0,3e8_8e8,3_6,1_2,0_5pct_1pct,9_5_10_5,0_3,1_2_2,80_120,40_80,2pct_3pct,unknown,unknown,unknown,unknown,neutral,neutral,4.3,20250820,48.56,48.56,44.51,46.52,46.24,0.6055,20250821,46.01,50.7,45.51,48.05,46.52,3.2889,20250822,49.5,52.76,49.5,50.55,48.05,5.2029,20250825,50.0,52.1,48.89,49.69,50.55,-1.7013,20250826,49.75,50.9,48.16,48.21,49.69,-2.9785,fixed_hold3_close,0.8,True,,20250820,48.56,48.60856,daily_open_plus_slippage_no_l2,True,,50.55,50.499449999999996,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.029824280049439766,0.029824280049439766,c_conservative_daily_replay_fixed_hold3_close
20251113,002780.SZ,三夫户外,17.45,10.03,28258530.0,131757,131836,1,U,,1,15.87,17.45,15.65,17.45,15.86,10.0252,287426.15,477632.992,21.9992,23.4665,2.83,13065.2734,12248.3672,274990.1631,227989.0208,False,sz_main,0.1,midday,t_board,False,10cm,0.0123946889638994,False,5440,3953,1338,149,85,8,41,44,2065680879.651,9703198514.0,neutral,1697,28,0.0164997053624042,neutral,1483,48,0.0323668240053944,very_strong,1386,6,0.0043290043290043,weak,592,3,0.0050675675675675,weak,281,0,0.0,weak,1,0,0.0,weak,76,9,0,76,9,0,48,1483,0.0323668240053944,very_strong,1,1,t_board,midday,neutral,sz_main,very_strong,exact,464,True,4.29765,227989.0208,28258530.0,100000.0,97981701.524112,69723171.524112,1.0,1.0,True,0.6,,True,True,20251114,18.29,20251118,17.28,-0.0552214324767631,0.00362,-0.15039905036461604,False,T+1_open_buy_T+2_close_sell,-1.1838,6.4324,5.248600000000001,246472.879,11.8824,1.9378724098889601,1.8514104894634078,58,31,5.0,4.0,,,neutral,warming_2day,main_rise,11.5625,0,0.0,18,8,warming,14.636682400539447,0,0.0,10,8,0.4166666666666667,797,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,warming,15_30,5_10,lt_5,lt_1,lt_0_1pct,gte_6,rank_gt_30,rank_gt_30,rank_4_10,rank_4_10,1100_1330,1,1,3e8_8e8,15_25,2_4,1pct_2pct,9_5_10_5,neg3_0,1_2_2,80_120,40_80,3pct_5pct,unknown,unknown,unknown,unknown,neutral,warming_2day,2.8,20251114,18.29,19.2,17.64,19.2,17.45,10.0287,20251117,17.88,18.18,17.28,17.28,19.2,-10.0,20251118,16.58,16.74,15.56,15.6,17.28,-9.7222,20251119,15.58,16.19,15.35,15.74,15.6,0.8974,20251120,15.45,15.64,15.0,15.02,15.74,-4.5743,fixed_hold3_close,0.8,True,,20251114,18.29,18.308289999999996,daily_open_plus_slippage_no_l2,True,,15.6,15.5844,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.12031924029169283,-0.12031924029169283,c_conservative_daily_replay_fixed_hold3_close
20251222,000407.SZ,胜利股份,5.09,9.94,63080777.0,130315,130315,0,U,,1,4.6,5.09,4.58,5.09,4.63,9.9352,1225942.84,593891.013,13.9983,18.7347,2.57,87578.2212,65436.8679,447963.0899,445773.1459,False,sz_main,0.1,midday,one_word,False,10cm,0.0141508696923952,False,5444,2984,2265,195,80,7,41,39,1882193940.957,10322769095.0,neutral,1695,33,0.0194690265486725,neutral,1483,42,0.0283209710047201,strong,1382,3,0.0021707670043415,weak,597,1,0.0016750418760469,weak,286,1,0.0034965034965034,weak,1,0,0.0,weak,75,4,0,75,4,1,42,1483,0.0283209710047201,strong,1,1,one_word,midday,neutral,sz_main,strong,exact,2987,True,4.0277,445773.1459,63080777.0,100000.0,179544049.97414303,116463272.97414304,1.0,1.0,True,0.6,,True,True,20251223,5.08,20251225,5.07,-0.0019685039370078,0.00362,-0.017369998033462664,False,T+1_open_buy_T+2_close_sell,2.6608,-0.4415,2.2193,232614.818,5.7867,2.553109118783654,2.4190471253045778,57,30,4.0,4.0,,,warming_2day,warming_2day,warming,10.027038941954448,11,0.0020205731080088,16,7,warming,14.608428860418073,4,0.0026972353337828,13,7,0.4761904761904761,783,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,warming,15_30,gte_10,5_15,3_8,0_1pct_0_3pct,gte_6,rank_gt_30,rank_11_30,rank_4_10,rank_4_10,1100_1330,1,0,3e8_8e8,10_15,2_4,1pct_2pct,9_5_10_5,0_3,2_3,50_80,40_80,2pct_3pct,unknown,unknown,unknown,unknown,warming_2day,warming_2day,3.3,20251223,5.08,5.08,4.79,4.83,5.09,-5.1081,20251224,4.82,5.25,4.79,5.07,4.83,4.9689,20251225,5.01,5.22,4.95,5.01,5.07,-1.1834,20251226,5.0,5.5,4.92,5.21,5.01,3.992,20251229,5.21,5.49,5.1,5.34,5.21,2.4952,fixed_hold3_close,0.8,True,,20251223,5.08,5.08508,daily_open_plus_slippage_no_l2,True,,5.01,5.004989999999999,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.013895998426770133,-0.013895998426770133,c_conservative_daily_replay_fixed_hold3_close
20251225,001400.SZ,江顺科技,74.56,10.0,15702336.0,105251,140915,1,U,,1,67.66,74.56,67.33,74.56,67.78,10.003,48735.46,354352.713,32.4903,32.4903,5.05,1500.0,1500.0,447360.0,111840.0,False,sz_main,0.1,midday,t_board,False,10cm,0.01404,False,5454,3773,1473,208,79,10,43,36,1943917869.214,11868111065.0,neutral,1698,31,0.0182567726737338,neutral,1486,41,0.0275908479138627,strong,1384,6,0.0043352601156069,weak,598,0,0.0,weak,287,1,0.0034843205574912,weak,1,0,0.0,weak,72,6,1,72,6,0,41,1486,0.0275908479138627,strong,1,1,t_board,midday,neutral,sz_main,strong,exact,633,True,4.9885,111840.0,15702336.0,100000.0,55791384.0,40089048.0,1.0,1.0,True,0.6,,True,True,20251226,73.82,20251230,76.32,0.0338661609319967,0.00362,0.006115964929137751,True,T+1_open_buy_T+2_close_sell,2.4641,1.4104,3.8745000000000003,93994.901,9.2648,3.769914210559145,3.5068538986270616,44,17,4.0,3.0,,,warming_2day,warming_2day,warming,13.84847818115145,0,0.0,22,10,warming,15.759084791386272,0,0.0,10,10,0.2926829268292683,652,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,warming,15_30,5_10,lt_5,lt_1,lt_0_1pct,gte_6,rank_gt_30,rank_11_30,rank_4_10,rank_2_3,1000_1100,1,1,3e8_8e8,gte_25,4_8,1pct_2pct,9_5_10_5,0_3,3_5,50_80,40_80,2pct_3pct,unknown,unknown,unknown,unknown,warming_2day,warming_2day,1.0,20251226,73.82,80.0,73.6,76.62,74.56,2.7629,20251229,76.61,77.31,73.69,76.32,76.62,-0.3915,20251230,75.51,76.88,71.06,74.54,76.32,-2.3323,20251231,73.22,78.45,71.52,77.76,74.54,4.3198,20260105,81.76,83.62,76.41,77.58,77.76,-0.2315,fixed_hold3_close,0.8,True,,20251226,73.82,73.89381999999999,daily_open_plus_slippage_no_l2,True,,74.54,74.46546000000001,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.004892771943310201,0.004892771943310201,c_conservative_daily_replay_fixed_hold3_close
20251226,002326.SZ,永太科技,27.06,10.0,22371990.0,110930,145006,2,U,,1,25.03,27.06,25.02,27.06,24.6,10.0,1500896.17,3948585.722,18.5718,23.3319,1.79,80815.9042,64327.9442,2503395.383,2186878.3677,False,sz_main,0.1,midday,multi_open,False,10cm,0.0010230102565571,False,5453,1866,3414,173,82,11,35,47,2181103641.944,11826869138.0,neutral,1698,28,0.0164899882214369,neutral,1485,46,0.0309764309764309,very_strong,1384,6,0.0043352601156069,weak,598,1,0.0016722408026755,weak,287,1,0.0034843205574912,weak,1,0,0.0,weak,74,7,1,74,7,0,46,1485,0.0309764309764309,very_strong,1,1,multi_open,midday,neutral,sz_main,very_strong,exact,1336,True,4.755575,2186878.3677,22371990.0,100000.0,1039986409.3474928,1017614419.3474928,1.0,1.0,True,0.6,,True,True,20251229,26.62,20251231,25.6,-0.0383170548459804,0.00362,-0.06735216415440297,False,T+1_open_buy_T+2_close_sell,-0.6863,0.8961,0.2098,1597395.642,8.0457,2.471889629707654,2.3082888996606883,62,32,6.0,5.0,,,warming_2day,warming_2day,warming,14.681753163396298,1,0.0001833852924995,22,11,warming,17.816835016835018,1,0.0006734006734006,12,11,0.4130434782608695,669,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,warming,15_30,gte_10,lt_5,lt_1,lt_0_1pct,gte_6,rank_gt_30,rank_gt_30,rank_4_10,rank_4_10,1100_1330,1,2_3,gte_15e8,15_25,1_2,0_1pct_0_3pct,9_5_10_5,neg3_0,2_3,80_120,40_80,3pct_5pct,unknown,unknown,unknown,unknown,warming_2day,warming_2day,0.8,20251229,26.62,26.69,24.8,25.16,27.06,-7.0214,20251230,24.81,26.75,24.21,25.6,25.16,1.7488,20251231,25.51,25.78,24.86,24.92,25.6,-2.6563,20260105,25.39,26.16,24.66,26.08,24.92,4.6549,20260106,26.6,26.79,25.8,25.91,26.08,-0.6518,fixed_hold3_close,0.8,True,,20251229,26.62,26.64662,daily_open_plus_slippage_no_l2,True,,24.92,24.89508,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.05388173132352238,-0.05388173132352238,c_conservative_daily_replay_fixed_hold3_close
20260109,600410.SH,华胜天成,21.22,10.01,254953631.0,111611,140420,1,U,,1,19.03,21.22,18.88,21.22,19.29,10.0052,2924012.09,5946715.7,26.6669,26.6669,1.88,109649.4683,109649.4683,2326761.7173,2326761.7173,False,sh_main,0.1,midday,t_board,False,10cm,0.0109574448085664,False,5459,3920,1349,190,94,10,44,50,3152368298.167,12966094018.0,neutral,1696,42,0.0247641509433962,strong,1485,37,0.0249158249158249,strong,1390,10,0.0071942446043165,weak,600,3,0.005,weak,287,2,0.0069686411149825,weak,1,0,0.0,weak,79,13,0,79,13,2,42,1696,0.0247641509433962,strong,1,1,t_board,midday,neutral,sh_main,strong,exact,587,True,3.6648,2326761.7173,254953631.0,100000.0,852711634.156104,597758003.156104,1.0,1.0,True,0.6,,True,True,20260112,21.85,20260114,20.18,-0.0764302059496567,0.00362,0.01236830002949003,True,T+1_open_buy_T+2_close_sell,2.88,1.626,4.506,3573383.604,17.0054,1.6641694144852859,1.5681430604396247,54,22,5.0,3.0,,,warming_2day,warming_2day,warming,13.477962996885877,2,0.0003663674665689,19,10,warming,10.105660377358491,1,0.0005896226415094,9,4,0.5952380952380952,676,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,warming,15_30,5_10,lt_5,lt_1,lt_0_1pct,4_5,rank_gt_30,rank_11_30,rank_4_10,rank_2_3,1100_1330,1,1,gte_15e8,gte_25,1_2,1pct_2pct,9_5_10_5,0_3,1_2_2,80_120,40_80,2pct_3pct,unknown,unknown,unknown,unknown,warming_2day,warming_2day,0.8,20260112,21.85,23.22,21.29,22.09,21.22,4.0999,20260113,22.11,22.11,19.91,20.18,22.09,-8.6464,20260114,19.85,22.2,19.85,22.2,20.18,10.0099,20260115,24.42,24.42,24.42,24.42,22.2,10.0,20260116,23.94,24.29,21.98,21.99,24.42,-9.9509,fixed_hold3_close,0.8,True,,20260112,21.85,21.87185,daily_open_plus_slippage_no_l2,True,,22.2,22.177799999999998,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.009894640023592026,0.009894640023592026,c_conservative_daily_replay_fixed_hold3_close
20260506,600589.SH,大位科技,11.08,10.03,56369909.0,111406,111406,0,U,,1,10.66,11.08,10.61,11.08,10.07,10.0298,2345167.04,2553596.062,15.8621,18.7843,2.06,147846.989,124846.989,1645014.2381,1638144.6381,False,sh_main,0.1,midday,one_word,False,10cm,0.0034410825325766,False,5490,3889,1482,119,101,4,45,56,3246596327.641,11842496596.0,strong,1693,41,0.0242173656231541,strong,1487,47,0.0316072629455279,very_strong,1392,6,0.0043103448275862,weak,607,6,0.0098846787479406,weak,310,1,0.0032258064516129,weak,1,0,0.0,weak,88,12,0,88,12,1,41,1693,0.0242173656231541,strong,1,1,one_word,midday,strong,sh_main,strong,exact,2114,True,2.7704500000000003,1638144.6381,56369909.0,100000.0,453839781.26241463,397469872.26241463,1.0,1.0,True,0.6,,True,True,20260507,11.08,20260511,12.51,0.1290613718411553,0.00362,0.17112242003483907,True,T+1_open_buy_T+2_close_sell,3.4943,0.6205,4.1148,1608549.3,11.0732,1.5875149502722732,1.4324766101939819,69,28,4.0,3.0,,,neutral,neutral,main_rise,8.199271402550092,11,0.0020036429872495,17,4,main_rise,7.550856467808624,1,0.0005906674542232,4,4,0.5853658536585366,674,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,main_rise,main_rise,15_30,3_5,5_15,lt_1,lt_0_1pct,4_5,rank_gt_30,rank_11_30,rank_4_10,rank_2_3,1100_1330,1,0,gte_15e8,15_25,2_4,0_3pct_0_5pct,9_5_10_5,3_7,1_2_2,80_120,40_80,2pct_3pct,unknown,unknown,unknown,unknown,neutral,neutral,4.3,20260507,11.08,11.4,10.93,11.37,11.08,2.6173,20260508,11.21,12.51,11.12,12.51,11.37,10.0264,20260511,13.09,13.48,12.38,13.02,12.51,4.0767,20260512,12.91,12.99,12.41,12.65,13.02,-2.8418,20260513,12.44,13.79,12.4,13.56,12.65,7.1937,fixed_hold3_close,0.8,True,,20260507,11.08,11.091079999999998,daily_open_plus_slippage_no_l2,True,,13.02,13.00698,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.13689793602787126,0.13689793602787126,c_conservative_daily_replay_fixed_hold3_close
