scenario,condition,day_count,executed_trade_count,b_trade_count,a_trade_count,buy_rejected_count,sell_unresolved_count,review_required_count,no_candidate_count,position_occupied_skip_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,initial_equity,final_equity,equity_multiple,max_drawdown,path_conflict_count,limit_down_blocked_trade_count,live_order_enabled,c_trade_count,candidate_return_source_count,audit_or_replay_return_source_count,strict_rank,approx_equity_multiple,approx_executed_trade_count,approx_win_rate,approx_max_drawdown
A_plus_B_plus_C_0993,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10,481,95,23,50,1,0,5,325,55,0.7263157894736842,0.05654266195058423,0.0366735032523264,0.4980539655009626,-0.14148486773603755,2.1624686753841584,500000.0,58800051.748583846,117.6001034971677,-0.2030955287091747,0,1,False,22,0,95,8,2.9935933819711047,86,0.5581395348837209,-0.5568801966874039
A_plus_B_plus_C_1280,segment_emotion_state_bucket=warming;turnover_rate_bucket=15_25,481,86,23,52,0,0,5,356,34,0.7441860465116279,0.06040196544724514,0.03218377550185595,0.4980539655009626,-0.11800704531551723,2.413256858379953,500000.0,50597975.392468385,101.19595078493677,-0.13636773737941088,0,0,False,11,0,86,142,1.499534195834866,50,0.5,-0.27400755170505664
A_plus_B_plus_C_0163,market_segment=bj;fd_ratio_bucket=0_1pct_0_3pct,481,83,24,52,1,0,5,361,31,0.7228915662650602,0.06300971797139675,0.0352808081329955,0.5188303352032584,-0.11800704531551723,2.6514481234623197,500000.0,49653624.34831061,99.30724869662123,-0.13636773737941088,0,0,False,7,0,83,126,1.5442187290903726,17,0.5294117647058824,-0.2598760685366368
A_plus_B_plus_C_0243,market_segment=bj;amount_ratio_bucket=3_5,481,80,25,52,1,0,5,367,28,0.7375,0.06499961302850113,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.638487242034658,500000.0,48811832.91746114,97.62366583492228,-0.136367737379411,0,0,False,3,0,80,48,1.984926768420822,44,0.4090909090909091,-0.5501221955684443
A_plus_B_plus_C_1273,segment_emotion_state_bucket=mixed;turnover_rate_bucket=6_10,481,107,22,47,2,0,5,305,62,0.7383177570093458,0.047314053036852155,0.0326313425704338,0.4980539655009626,-0.17114192653629492,1.7631384949303295,500000.0,46424110.81241496,92.84822162482992,-0.171141926536295,0,2,False,38,0,107,13,2.70948487850071,128,0.515625,-0.32170656990453894
A_plus_B_plus_C_0476,market_chain_count_bucket=3_8;prev_pct_chg_bucket=3_7,481,88,24,51,0,0,5,351,37,0.7272727272727273,0.05673240792195678,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.4315947845767063,500000.0,42611487.8524637,85.22297570492739,-0.13636773737941088,0,0,False,13,0,88,42,2.030473649437999,50,0.48,-0.26771250176078243
A_plus_B_plus_C_0317,market_chain_count_bucket=15_30;segment_chain_count_bucket=gte_10,481,89,24,51,0,0,5,349,38,0.7303370786516854,0.05591323524494505,0.0291749495998269,0.4980539655009626,-0.11800704531551723,2.2365136222186615,500000.0,41328049.712724365,82.65609942544873,-0.14026582438977253,0,0,False,14,0,89,123,1.5580036985941303,45,0.5111111111111111,-0.3134415257414026
A_plus_B_plus_C_0258,market_segment=bj;prev_pct_chg_bucket=neg3_0,481,83,25,51,0,0,5,361,32,0.7108433734939759,0.060437484902374355,0.0317362084332781,0.5188303352032584,-0.11800704531551723,2.5706040986156693,500000.0,40167302.930977754,80.33460586195551,-0.13636773737941088,0,0,False,7,0,83,14,2.685585751849269,42,0.4523809523809524,-0.41108118850572495
A_plus_B_plus_C_0334,market_chain_count_bucket=15_30;segment_limit_up_count_bucket=40_80,481,84,24,52,0,0,4,361,32,0.7142857142857143,0.05830954641246191,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.7279574079393614,500000.0,39023020.29115833,78.04604058231666,-0.136367737379411,0,0,False,8,0,84,30,2.213113564809166,29,0.5172413793103449,-0.19269646964989406
A_plus_B_plus_C_0254,market_segment=chi_next;prev_pct_chg_bucket=neg3_0,481,98,22,50,0,0,5,331,47,0.7244897959183674,0.04996167600340943,0.02915635420937055,0.4980539655009626,-0.11800704531551723,2.0348749560064734,500000.0,38096570.512312815,76.19314102462563,-0.1454537476219917,0,0,False,26,0,98,64,1.828616228751211,143,0.5104895104895105,-0.5588382576322033
A_plus_B_plus_C_0786,segment_limit_up_count_bucket=40_80;market_emotion_state_bucket=main_rise,481,86,24,52,0,0,4,357,34,0.7093023255813954,0.05667868642162158,0.03218377550185595,0.4980539655009626,-0.11800704531551723,2.6695312978282777,500000.0,38069531.93062622,76.13906386125244,-0.13636773737941088,0,0,False,10,0,86,58,1.8820865115254757,39,0.5384615384615384,-0.21976438112727992
A_plus_B_plus_C_0600,segment_chain_count_bucket=gte_10;market_emotion_state_bucket=retreat,481,79,25,52,0,0,5,370,27,0.7468354430379747,0.06145723134045329,0.0352808081329955,0.4980539655009626,-0.11800704531551723,2.4660762090956156,500000.0,37559097.69577273,75.11819539154546,-0.13636773737941077,0,0,False,2,0,79,121,1.5760560299050226,11,0.45454545454545453,-0.1721422662899157
A_plus_B_plus_C_2033,market_segment=sh_main;segment_emotion_state_bucket=main_rise;first_time_detail_bucket=1330_1430,481,112,21,47,0,0,5,299,65,0.7142857142857143,0.04245604099700694,0.021861580104563103,0.4980539655009626,-0.08877170621468912,2.171463151427439,500000.0,36664019.006545395,73.32803801309079,-0.15424935501243864,0,1,False,44,0,112,133,1.5332455007979788,77,0.5974025974025974,-0.43675814698091886
A_plus_B_plus_C_0509,market_chain_count_bucket=15_30;limit_height_rank_bucket=rank_4_10,481,88,23,50,0,0,5,350,38,0.7159090909090909,0.05488709188945983,0.0304555790165525,0.4980539655009626,-0.11800704531551723,2.3427642859511497,500000.0,36058986.39400087,72.11797278800175,-0.13636773737941088,0,0,False,15,0,88,85,1.7301606509789722,59,0.5084745762711864,-0.4062956638687777
A_plus_B_plus_C_2097,segment_limit_up_count_bucket=40_80;open_times_bucket=0;turnover_rate_bucket=15_25,481,88,24,52,0,0,5,352,36,0.7159090909090909,0.05470115933511934,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.4184806000370944,500000.0,35999320.33386418,71.99864066772837,-0.13636773737941088,0,0,False,12,0,88,118,1.5857146795077413,37,0.5945945945945946,-0.2996264144263091
A_plus_B_plus_C_0673,segment_chain_count_bucket=1_3;prev_pct_chg_bucket=0_3,481,106,22,50,1,0,3,315,56,0.6981132075471698,0.04547829592282233,0.020490176364643904,0.4980539655009626,-0.11800704531551723,2.2887555902697954,500000.0,35578401.40084398,71.15680280168796,-0.13636773737941088,0,0,False,34,0,106,99,1.6500409523761659,95,0.4842105263157895,-0.40841324324242667
A_plus_B_plus_C_0016,segment_limit_up_count_bucket=40_80,481,89,24,52,0,0,4,351,37,0.6853932584269663,0.053886992299650036,0.0291749495998269,0.4980539655009626,-0.11800704531551723,2.7462538367740543,500000.0,35150479.28052247,70.30095856104495,-0.13636773737941088,0,0,False,13,0,89,98,1.6525989156524024,52,0.5,-0.23357812787092969
A_plus_B_plus_C_0803,segment_limit_up_count_bucket=40_80;first_time_detail_bucket=1100_1330,481,89,24,52,0,0,4,351,37,0.6853932584269663,0.053886992299650036,0.0291749495998269,0.4980539655009626,-0.11800704531551723,2.7462538367740543,500000.0,35150479.28052247,70.30095856104495,-0.13636773737941088,0,0,False,13,0,89,77,1.753818014367941,51,0.49019607843137253,-0.18181966988225895
A_plus_B_plus_C_0495,market_chain_count_bucket=15_30;limit_times_detail_bucket=3,481,90,25,49,1,0,5,343,42,0.7,0.05330138221440021,0.028249287843128683,0.4980539655009626,-0.11800704531551723,2.424418554967521,500000.0,34995344.442815036,69.99068888563008,-0.15644207027967216,0,1,False,16,0,90,5,3.3484716761288698,63,0.5238095238095238,-0.4197546375634309
A_plus_B_plus_C_0379,market_chain_count_bucket=3_8;fd_ratio_bucket=0_1pct_0_3pct,481,98,22,50,0,0,5,330,48,0.7040816326530612,0.04870483323722147,0.02915635420937055,0.4980539655009626,-0.11800704531551723,2.3755214152465696,500000.0,34843001.74025363,69.68600348050725,-0.13636773737941088,0,0,False,26,0,98,65,1.8243439235554602,53,0.5849056603773585,-0.20657631043159352
A_plus_B_plus_C_0444,market_chain_count_bucket=3_8;turnover_rate_bucket=15_25,481,80,23,51,0,0,5,367,29,0.7375,0.05933575330162233,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.4292347527698004,500000.0,34035823.62372188,68.07164724744376,-0.13636773737941088,0,0,False,6,0,80,11,2.809664773807569,55,0.6181818181818182,-0.33104497771958563
A_plus_B_plus_C_0824,segment_limit_up_count_bucket=10_20;turnover_rate_bucket=15_25,481,90,21,50,1,0,5,344,41,0.6888888888888889,0.053060551624512856,0.027378850010284818,0.4980539655009626,-0.11800704531551723,2.4236795972267933,500000.0,33676811.83566794,67.35362367133588,-0.16437916634117078,0,1,False,19,0,90,100,1.6461396310608243,87,0.47126436781609193,-0.5626627474965167
A_plus_B_plus_C_1107,fd_ratio_bucket=0_5pct_1pct;market_emotion_state_bucket=warming,481,98,23,51,1,0,4,331,47,0.6836734693877551,0.04881063041335605,0.025795055749052997,0.4980539655009626,-0.11800704531551723,2.255092978040101,500000.0,33666727.72004645,67.3334554400929,-0.2554884696218862,0,0,False,24,0,98,134,1.5328153674412994,37,0.5135135135135135,-0.300812194047416
A_plus_B_plus_C_1459,market_emotion_state_bucket=main_rise;limit_times_detail_bucket=3,481,85,24,52,2,0,5,356,33,0.7176470588235294,0.05591552113626674,0.0326313425704338,0.4980539655009626,-0.1377967406386715,2.2316694845203844,500000.0,33311603.40684825,66.6232068136965,-0.13779674063867153,0,0,False,9,0,85,9,2.8767337931695804,42,0.5952380952380952,-0.36604296473568976
A_plus_B_plus_C_2051,market_segment=chi_next;segment_emotion_state_bucket=mixed;first_time_detail_bucket=1000_1100,481,92,25,50,0,0,5,342,42,0.717391304347826,0.05082498175555607,0.02915635420937055,0.4744497307792882,-0.11800704531551723,2.2172626913649136,500000.0,33102223.625398476,66.20444725079695,-0.13636773737941077,0,0,False,17,0,92,127,1.543498437784304,82,0.4878048780487805,-0.4153278226038175
A_plus_B_plus_C_2243,market_emotion_state_bucket=warming;segment_emotion_state_bucket=mixed;amount_ratio_bucket=2_3,481,80,25,52,0,0,5,368,28,0.725,0.05909200753426876,0.03218377550185595,0.4980539655009626,-0.11800704531551723,2.4558038274621006,500000.0,32810760.349043325,65.62152069808666,-0.13636773737941088,0,0,False,3,0,80,97,1.6569194578610438,26,0.5769230769230769,-0.15858842425208008
A_plus_B_plus_C_0769,segment_limit_up_count_bucket=40_80;segment_emotion_state_bucket=main_rise,481,87,24,51,1,0,4,353,36,0.7011494252873564,0.054162396011485064,0.0291749495998269,0.4980539655009626,-0.11800704531551723,2.47474940645404,500000.0,32367706.616511855,64.7354132330237,-0.1436342572080227,0,0,False,12,0,87,28,2.2210373241628876,34,0.6176470588235294,-0.14980916964566626
A_plus_B_plus_C_0351,market_chain_count_bucket=15_30;segment_limit_up_ratio_bucket=3pct_5pct,481,81,24,52,0,0,5,366,29,0.7283950617283951,0.05781051025817694,0.0326313425704338,0.4980539655009626,-0.11800704531551723,2.485751288691575,500000.0,31931388.194995612,63.862776389991225,-0.13636773737941088,0,0,False,5,0,81,138,1.5113454391575507,15,0.5333333333333333,-0.17696429503409616
A_plus_B_plus_C_1381,market_emotion_state_bucket=warming;first_time_detail_bucket=before_1000,481,80,25,52,1,0,5,367,28,0.7375,0.05854334557873575,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.3103314290377246,500000.0,31861085.177597426,63.722170355194855,-0.13636773737941088,0,0,False,3,0,80,34,2.12317350143873,37,0.5135135135135135,-0.2675938741453766
A_plus_B_plus_C_0625,segment_chain_count_bucket=1_3;first_time_detail_bucket=before_1000,481,96,25,50,0,0,4,335,46,0.6875,0.04891057151964046,0.02804369219992356,0.4980539655009626,-0.14349097575595127,2.4849871314526277,500000.0,31758123.107047457,63.51624621409491,-0.14349097575595116,0,0,False,21,0,96,116,1.5941478573161618,102,0.49019607843137253,-0.31887662855003174
A_plus_B_plus_C_0584,segment_chain_count_bucket=gte_10;segment_emotion_state_bucket=climax,481,79,25,52,0,0,5,370,27,0.7341772151898734,0.05912546717140074,0.0326313425704338,0.4980539655009626,-0.11800704531551723,2.4580469926442547,500000.0,31580364.548891913,63.16072909778383,-0.13636773737941077,0,0,False,2,0,79,145,1.4831440350617042,18,0.6666666666666666,-0.12823920765991226
A_plus_B_plus_C_1011,segment_limit_up_ratio_bucket=0_5pct_1pct;amount_ratio_bucket=3_5,481,95,24,49,1,0,5,333,47,0.6842105263157895,0.04932508802527119,0.02464048591717308,0.4980539655009626,-0.11800704531551723,2.4711731375391754,500000.0,31531433.74157383,63.062867483147656,-0.13636773737941088,0,1,False,22,0,95,75,1.770739048299113,98,0.4489795918367347,-0.4982542597587586
A_plus_B_plus_C_0221,market_segment=chi_next;turnover_rate_bucket=6_10,481,91,20,50,1,0,5,343,41,0.6813186813186813,0.05182208901489551,0.0317362084332781,0.4980539655009626,-0.14148486773603755,2.2476592533226003,500000.0,31368596.426392958,62.73719285278592,-0.2030955287091748,0,0,False,21,0,91,24,2.326823783577749,113,0.504424778761062,-0.5576804719591044
A_plus_B_plus_C_0684,segment_chain_count_bucket=5_10;open_times_bucket=1,481,121,21,47,2,0,3,280,75,0.6198347107438017,0.03902301821865313,0.0193948880593092,0.4980539655009626,-0.16825653191521464,2.4470161161847988,500000.0,31262836.755232394,62.525673510464784,-0.1682565319152146,0,1,False,53,0,121,146,1.482014292908212,106,0.46226415094339623,-0.38457280200461463
A_plus_B_plus_C_0426,market_chain_count_bucket=3_8;first_time_detail_bucket=1000_1100,481,92,24,51,0,0,5,342,42,0.7282608695652174,0.050871351742684354,0.03218377550185595,0.4980539655009626,-0.15893009201354988,1.9807529000146256,500000.0,31204366.796738263,62.408733593476526,-0.1589300920135499,0,1,False,17,0,92,94,1.6661054777180482,55,0.509090909090909,-0.4693021274110426
A_plus_B_plus_C_1578,first_time_detail_bucket=1000_1100;limit_height_rank_bucket=rank_1,481,83,24,51,1,0,5,358,34,0.7228915662650602,0.05635155887427599,0.03356569003410389,0.4980539655009626,-0.16429423524493125,2.185764113585875,500000.0,31039995.234691076,62.07999046938215,-0.16429423524493125,0,1,False,8,0,83,44,2.0242058288703597,33,0.6060606060606061,-0.26893469913662194
A_plus_B_plus_C_1963,segment_chain_count_bucket=gte_10;segment_emotion_state_bucket=climax;fd_ratio_bucket=0_5pct_1pct,481,85,24,52,2,0,5,356,33,0.7058823529411765,0.05490855263582108,0.0317362084332781,0.4980539655009626,-0.11800704531551723,2.428046688295765,500000.0,31038034.955861248,62.0760699117225,-0.13636773737941077,0,0,False,9,0,85,95,1.6641860037270586,18,0.5555555555555556,-0.2016028730850542
