trade_date,ts_code,name,limit_close,limit_pct_chg,fd_amount,first_time,last_time,open_times,limit,limit_amount,limit_times,open,high,low,close,pre_close,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,float_share,free_share,total_mv,circ_mv,is_low_amount,market_segment,limit_pct,first_time_bucket,board_type,is_st,limit_pct_bucket,fd_amount_to_circ_mv,is_fd_amount_abnormal,stock_count,up_count,down_count,flat_count,limit_up_count,limit_up_max_height,one_word_limit_count,opened_limit_count,total_amount,limit_up_fd_amount_sum,market_sentiment_level,sh_main_stock_count,sh_main_limit_up_count,sh_main_limit_up_ratio,sh_main_market_sentiment_level,sz_main_stock_count,sz_main_limit_up_count,sz_main_limit_up_ratio,sz_main_market_sentiment_level,chi_next_stock_count,chi_next_limit_up_count,chi_next_limit_up_ratio,chi_next_market_sentiment_level,star_stock_count,star_limit_up_count,star_limit_up_ratio,star_market_sentiment_level,bj_stock_count,bj_limit_up_count,bj_limit_up_ratio,bj_market_sentiment_level,other_stock_count,other_limit_up_count,other_limit_up_ratio,other_market_sentiment_level,main_board_limit_up_count,growth_board_limit_up_count,limit_5cm_count,limit_10cm_count,limit_20cm_count,limit_30cm_count,segment_limit_up_count,segment_stock_count,segment_limit_up_ratio,segment_market_sentiment_level,limit_times_fill_model,limit_times_bucket,board_type_fill_model,first_time_bucket_fill_model,market_sentiment_level_fill_model,market_segment_fill_model,segment_market_sentiment_level_fill_model,matched_source,sample_count,is_sample_enough,suggested_turnover_rate,circ_mv_fill_model,current_queue_amount,planned_buy_amount,estimated_turnover_amount,available_fill_amount,fill_probability,position_scale,allow_buy,min_fill_probability,score_error,is_fill_score_reliable,allow_buy_reliable,next_trade_date,next_open,exit_trade_date,exit_close,gross_return,fee_rate,net_return,is_win,holding_days_rule,prev_pct_chg,prev2_pct_chg,two_day_pct_chg,prev_amount,prev_turnover_rate,amount_ratio_1d,turnover_ratio_1d,market_leader_rank,segment_market_leader_rank,limit_height_rank,segment_limit_height_rank,theme_heat_score,same_theme_limit_count,retreat_state,segment_retreat_state,market_emotion_state,market_emotion_score,market_limit_down_count,market_limit_down_ratio,market_chain_count,market_limit_max_height,segment_emotion_state,segment_emotion_score,segment_limit_down_count,segment_limit_down_ratio,segment_chain_count,segment_limit_max_height,segment_open_rate,first_time_minutes,theme_heat_bucket,same_theme_limit_count_bucket,theme_limit_count_bucket,theme_limit_height_bucket,theme_heat_rank_bucket,theme_leader_rank_bucket,theme_height_rank_bucket,theme_is_mainline_bucket,market_emotion_state_bucket,segment_emotion_state_bucket,market_chain_count_bucket,segment_chain_count_bucket,market_limit_down_count_bucket,segment_limit_down_count_bucket,segment_limit_down_ratio_bucket,segment_limit_max_height_bucket,market_leader_rank_bucket,segment_market_leader_rank_bucket,limit_height_rank_bucket,segment_limit_height_rank_bucket,first_time_detail_bucket,limit_times_detail_bucket,open_times_bucket,amount_bucket,turnover_rate_bucket,volume_ratio_bucket,fd_ratio_bucket,pct_chg_bucket,prev_pct_chg_bucket,amount_ratio_bucket,limit_up_count_bucket,segment_limit_up_count_bucket,segment_limit_up_ratio_bucket,auction_strength_bucket,open_5m_strength_bucket,sector_moneyflow_bucket,top_list_net_buy_bucket,retreat_state_bucket,segment_retreat_state_bucket,d1_trade_date,d1_open,d1_high,d1_low,d1_close,d1_pre_close,d1_pct_chg,d2_trade_date,d2_open,d2_high,d2_low,d2_close,d2_pre_close,d2_pct_chg,d3_trade_date,d3_open,d3_high,d3_low,d3_close,d3_pre_close,d3_pct_chg,d4_trade_date,d4_open,d4_high,d4_low,d4_close,d4_pre_close,d4_pct_chg,d5_trade_date,d5_open,d5_high,d5_low,d5_close,d5_pre_close,d5_pct_chg,replay_rule,planned_position_pct,buy_executed,buy_reject_reason,buy_trade_date,buy_price_before_slippage,buy_price,buy_price_model,sell_executed,sell_reject_reason,exit_price_before_slippage,exit_price,exit_reason,sell_price_model,path_conflict,limit_down_blocked_days,daily_return,strict_account_return,strict_return_source
20240624,603936.SH,博敏电子,8.36,10.0,86808785.0,95138,95511,1,U,,1,7.56,8.36,7.51,8.36,7.6,10.0,438028.86,357686.629,6.9484,8.9993,2.3,63039.8004,48673.8093,527012.7313,527012.7313,False,sh_main,0.1,early_morning,t_board,False,10cm,0.0164718572900252,False,5343,328,4992,23,22,3,12,10,699298779.4219999,813891403.0,weak,1689,10,0.0059206631142687,weak,1491,7,0.0046948356807511,weak,1340,5,0.003731343283582,weak,573,0,0.0,weak,249,0,0.0,weak,1,0,0.0,weak,17,5,1,16,5,0,10,1689,0.0059206631142687,weak,1,1,t_board,early_morning,weak,sh_main,weak,exact,234,True,3.26315,527012.7313,86808785.0,100000.0,171972159.4141595,85163374.4141595,1.0,1.0,True,0.6,,True,True,20240625,8.67,20240626,8.38,-0.0334486735870818,0.00362,-0.03699984506842617,False,T+1_open_buy_T+2_close_sell,-0.7833,-2.4204,-3.2037,109662.68,2.2969,3.261698774824763,3.0251208150115376,12,6,3.0,3.0,,,weak_below_30,neutral,ice_point,3.517649260714955,22,0.0041175369642522,6,3,mixed,3.781586737714624,10,0.0059206631142687,3,3,0.5,591,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,ice_point,mixed,3_8,1_3,15_30,8_15,0_3pct_0_8pct,3,rank_11_30,rank_4_10,rank_2_3,rank_2_3,before_1000,1,1,3e8_8e8,6_10,2_4,1pct_2pct,9_5_10_5,neg3_0,3_5,lt_30,5_10,0_5pct_1pct,unknown,unknown,unknown,unknown,weak_below_30,neutral,20240625,8.67,8.78,7.95,8.08,8.36,-3.3493,20240626,7.96,8.47,7.68,8.38,8.08,3.7129,20240627,8.29,8.34,8.0,8.0,8.38,-4.5346,20240628,8.0,8.5,7.81,8.4,8.0,5.0,20240701,8.36,8.8,8.28,8.79,8.4,4.6429,fixed_t2_close,0.8,True,,20240625,8.67,8.678669999999999,daily_open_plus_slippage_no_l2,True,,8.38,8.37162,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.029599876054740938,-0.029599876054740938,c_conservative_daily_replay_fixed_t2_close
20240701,000422.SZ,湖北宜化,13.11,9.98,21761289.0,132439,145251,3,U,,1,11.91,13.11,11.91,13.11,11.92,9.9832,649131.05,830659.371,6.4442,8.734,3.22,100731.2141,74322.0356,1386863.2594,1320586.2169,False,sz_main,0.1,midday,multi_open,False,10cm,0.0016478506833944,False,5336,3581,1620,135,39,4,23,16,660948188.189,1586914264.0,weak,1686,15,0.0088967971530249,weak,1484,14,0.0094339622641509,weak,1343,10,0.007446016381236,weak,573,0,0.0,weak,249,0,0.0,weak,1,0,0.0,weak,29,10,0,29,10,0,14,1484,0.0094339622641509,weak,1,1,multi_open,midday,weak,sz_main,weak,exact,301,True,6.991,1320586.2169,21761289.0,100000.0,923221824.23479,901460535.23479,1.0,1.0,True,0.6,,True,True,20240702,13.28,20240703,13.0,-0.0210843373493975,0.00362,-0.024660212799248727,False,T+1_open_buy_T+2_close_sell,-0.0838,-3.7127,-3.7965,186233.847,1.5428,4.460302916902103,4.176950998185118,27,10,3.0,2.0,,,warming_2day,neutral,warming,4.728485757121439,9,0.0016866566716641,5,4,mixed,4.6582210242587605,6,0.0040431266846361,2,4,0.3571428571428571,804,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,mixed,3_8,1_3,5_15,3_8,0_3pct_0_8pct,4_5,rank_11_30,rank_4_10,rank_2_3,rank_2_3,1100_1330,1,2_3,8e8_15e8,6_10,2_4,0_1pct_0_3pct,9_5_10_5,neg3_0,3_5,30_50,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,warming_2day,neutral,20240702,13.28,13.36,12.94,13.0,13.11,-0.8391,20240703,12.94,13.13,12.75,13.0,13.0,0.0,20240704,12.92,13.07,12.61,12.67,13.0,-2.5385,20240705,12.66,12.72,12.27,12.65,12.67,-0.1579,20240708,13.2,13.2,12.1,12.36,12.65,-2.2925,fixed_t2_close,0.8,True,,20240702,13.28,13.293279999999998,daily_open_plus_slippage_no_l2,True,,13.0,12.987,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.019728170239398983,-0.019728170239398983,c_conservative_daily_replay_fixed_t2_close
20240705,300111.SZ,向日葵,2.26,20.21,24730497.0,135354,135354,0,U,,1,1.86,2.26,1.84,2.26,1.88,20.2128,716496.68,151982.015,6.3984,7.9496,5.92,111980.0,90130.1583,290909.6214,253074.8,False,chi_next,0.2,midday,one_word,False,20cm,0.0097720108837387,False,5335,3927,1231,177,36,4,22,14,578496038.989,1442076178.0,weak,1688,7,0.0041469194312796,weak,1481,18,0.0121539500337609,neutral,1343,10,0.007446016381236,weak,573,1,0.0017452006980802,weak,249,0,0.0,weak,1,0,0.0,weak,25,11,0,25,11,0,10,1343,0.007446016381236,weak,1,1,one_word,midday,weak,chi_next,weak,exact,1336,True,12.16225,253074.8,24730497.0,100000.0,307795898.63,283065401.63,1.0,1.0,True,0.6,,True,True,20240708,2.3,20240709,2.35,0.0217391304347827,0.00362,0.018077693610737588,True,T+1_open_buy_T+2_close_sell,-5.5276,2.5773,-2.9502999999999995,33300.317,1.5568,4.563981027567996,4.109969167523124,23,10,3.0,1.0,,,neutral,neutral,mixed,4.78481724461106,4,0.0007497656982193,5,4,mixed,1.5446016381236038,0,0.0,0,1,0.3,833,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,mixed,mixed,3_8,lt_1,lt_5,lt_1,lt_0_1pct,1,rank_11_30,rank_4_10,rank_2_3,rank_1,1330_1430,1,0,1e8_3e8,6_10,4_8,0_5pct_1pct,19_5_20_5,lt_neg3,3_5,30_50,5_10,0_5pct_1pct,unknown,unknown,unknown,unknown,neutral,neutral,20240708,2.3,2.7,2.23,2.47,2.26,9.292,20240709,2.32,2.39,2.21,2.35,2.47,-4.8583,20240710,2.26,2.46,2.2,2.36,2.35,0.4255,20240711,2.31,2.45,2.27,2.36,2.36,0.0,20240712,2.31,2.56,2.3,2.36,2.36,0.0,fixed_t2_close,0.8,True,,20240708,2.3,2.3022999999999993,daily_open_plus_slippage_no_l2,True,,2.35,2.3476500000000002,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.014462154888590071,0.014462154888590071,c_conservative_daily_replay_fixed_t2_close
20240708,002846.SZ,英联股份,7.72,9.97,20415447.0,94257,94945,2,U,,1,7.0,7.72,6.94,7.72,7.02,9.9715,198412.71,151865.911,7.7198,14.1463,2.09,25701.8096,14025.7822,324235.087,198417.9701,False,sz_main,0.1,early_morning,multi_open,False,10cm,0.0102891119134576,False,5334,454,4851,29,19,3,10,9,585102736.338,731966083.0,weak,1687,4,0.0023710729104919,weak,1480,10,0.0067567567567567,weak,1344,5,0.003720238095238,weak,573,0,0.0,weak,249,0,0.0,weak,1,0,0.0,weak,14,5,0,14,5,0,10,1480,0.0067567567567567,weak,1,1,multi_open,early_morning,weak,sz_main,weak,exact,269,True,7.1166,198417.9701,20415447.0,100000.0,141206132.601366,120790685.601366,1.0,1.0,True,0.6,,True,True,20240709,7.74,20240710,7.59,-0.0193798449612403,0.00362,-0.022959125990288754,False,T+1_open_buy_T+2_close_sell,-1.4045,-4.5576,-5.9620999999999995,39914.089,2.2165,3.8048196715701064,3.4828784119106704,13,7,3.0,2.0,,,weak_below_30,neutral,ice_point,3.3312335958005255,10,0.0018747656542932,4,3,mixed,3.3702702702702703,5,0.0033783783783783,3,2,0.3,582,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,ice_point,mixed,3_8,1_3,5_15,3_8,0_3pct_0_8pct,2,rank_11_30,rank_4_10,rank_2_3,rank_2_3,before_1000,1,2_3,1e8_3e8,6_10,2_4,1pct_2pct,9_5_10_5,neg3_0,3_5,lt_30,5_10,0_5pct_1pct,unknown,unknown,unknown,unknown,weak_below_30,neutral,20240709,7.74,8.48,7.68,7.95,7.72,2.9793,20240710,7.77,7.79,7.53,7.59,7.95,-4.5283,20240711,7.69,8.2,7.6,7.85,7.59,3.4256,20240712,7.81,7.83,7.55,7.58,7.85,-3.4395,20240715,7.61,7.65,7.35,7.39,7.58,-2.5066,fixed_t2_close,0.8,True,,20240709,7.74,7.747739999999999,daily_open_plus_slippage_no_l2,True,,7.59,7.582409999999999,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.018367300792231003,-0.018367300792231003,c_conservative_daily_replay_fixed_t2_close
20240709,300951.SZ,博硕科技,32.66,19.99,61907323.0,134018,134018,0,U,,1,27.31,32.66,27.07,32.66,27.22,19.9853,106442.26,324151.843,7.0562,22.2274,3.34,15084.9309,4788.7919,553473.9605,492673.8432,False,chi_next,0.2,midday,one_word,False,20cm,0.0125655794100822,False,5340,4274,919,147,50,4,29,21,727849630.6789999,2557873276.0,neutral,1688,19,0.0112559241706161,neutral,1484,18,0.0121293800539083,neutral,1345,12,0.0089219330855018,weak,573,0,0.0,weak,249,1,0.0040160642570281,weak,1,0,0.0,weak,37,12,0,37,12,1,12,1345,0.0089219330855018,weak,1,1,one_word,midday,neutral,chi_next,weak,exact,1336,True,12.16225,492673.8432,61907323.0,100000.0,599202244.94592,537294921.94592,1.0,1.0,True,0.6,,True,True,20240710,34.9,20240711,33.49,-0.040401146131805,0.00362,-0.043938426559113994,False,T+1_open_buy_T+2_close_sell,-3.5436,0.6778,-2.8658,79582.577,1.9194,4.073150873211858,3.6762529957278316,36,12,3.0,2.0,,,neutral,neutral,mixed,4.866666666666667,12,0.0022471910112359,5,4,mixed,2.8137546468401484,2,0.0014869888475836,1,2,0.25,820,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,mixed,mixed,3_8,lt_1,5_15,1_3,0_1pct_0_3pct,2,rank_gt_30,rank_11_30,rank_2_3,rank_2_3,1330_1430,1,0,3e8_8e8,6_10,2_4,1pct_2pct,19_5_20_5,lt_neg3,3_5,30_50,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,neutral,neutral,20240710,34.9,35.29,33.0,33.44,32.66,2.3882,20240711,33.98,34.58,32.43,33.49,33.44,0.1495,20240712,33.0,36.61,32.66,36.61,33.49,9.3162,20240715,35.18,35.48,33.56,33.65,36.61,-8.0852,20240716,33.31,34.17,32.52,33.5,33.65,-0.4458,fixed_t2_close,0.8,True,,20240710,34.9,34.93489999999999,daily_open_plus_slippage_no_l2,True,,33.49,33.45651,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.035150741247291194,-0.035150741247291194,c_conservative_daily_replay_fixed_t2_close
20240717,603628.SH,清源股份,13.41,10.01,67394637.0,93708,93708,0,U,,1,12.59,13.41,12.59,13.41,12.19,10.0082,183635.57,241647.283,6.7069,14.8304,1.64,27380.0,12382.3466,367165.8,367165.8,False,sh_main,0.1,early_morning,one_word,False,10cm,0.0183553688823959,False,5340,1625,3535,180,34,2,22,12,688827328.28,1284502090.0,weak,1687,16,0.0094842916419679,weak,1484,6,0.0040431266846361,weak,1346,3,0.0022288261515601,weak,573,0,0.0,weak,249,9,0.036144578313253,very_strong,1,0,0.0,weak,22,3,1,21,3,9,16,1687,0.0094842916419679,weak,1,1,one_word,early_morning,weak,sh_main,weak,exact,459,True,2.26625,367165.8,67394637.0,100000.0,83208949.425,15814312.424999995,1.0,1.0,True,0.6,,True,True,20240718,13.1,20240719,13.37,0.0206106870229008,0.00362,0.01695150483104686,True,T+1_open_buy_T+2_close_sell,0.8271,-2.9695,-2.1424000000000003,74301.331,2.2414,3.2522604877697274,2.992281609708218,11,6,2.0,2.0,,,warming_2day,warming_2day,warming,3.92434456928839,5,0.0009363295880149,9,2,warming,4.263900414937759,4,0.0023710729104919,4,2,0.375,577,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,warming,8_15,3_5,lt_5,3_8,0_1pct_0_3pct,2,rank_11_30,rank_4_10,rank_2_3,rank_2_3,before_1000,1,0,1e8_3e8,6_10,1_2,1pct_2pct,9_5_10_5,0_3,3_5,30_50,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,warming_2day,warming_2day,20240718,13.1,14.43,12.7,13.63,13.41,1.6406,20240719,13.09,13.56,13.09,13.37,13.63,-1.9076,20240722,13.2,13.48,13.11,13.2,13.37,-1.2715,20240723,13.15,13.31,12.86,12.97,13.2,-1.7424,20240724,12.8,12.9,12.4,12.5,12.97,-3.6237,fixed_t2_close,0.8,True,,20240718,13.1,13.113099999999998,daily_open_plus_slippage_no_l2,True,,13.37,13.35663,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.013561203864837487,0.013561203864837487,c_conservative_daily_replay_fixed_t2_close
20240718,002889.SZ,东方嘉盛,16.83,10.0,39223122.0,93212,95930,3,U,,1,15.9,16.83,15.9,16.83,15.3,10.0,160244.2,266973.495,9.149,20.8025,2.73,17514.9017,7703.1171,454010.2538,294775.7956,False,sz_main,0.1,early_morning,multi_open,False,10cm,0.0133060863834371,False,5337,2156,2915,266,39,3,27,12,682505982.37,1940469350.0,weak,1687,19,0.0112625963248369,neutral,1482,14,0.0094466936572199,weak,1345,5,0.0037174721189591,weak,573,0,0.0,weak,249,1,0.0040160642570281,weak,1,0,0.0,weak,33,5,0,33,5,1,14,1482,0.0094466936572199,weak,1,1,multi_open,early_morning,weak,sz_main,weak,exact,269,True,7.1166,294775.7956,39223122.0,100000.0,209780142.696696,170557020.696696,1.0,1.0,True,0.6,,True,True,20240719,17.26,20240722,17.58,0.0185399768250287,0.00362,0.014884931916287768,True,T+1_open_buy_T+2_close_sell,-0.7138,-0.8366,-1.5504,109138.021,4.045,2.4462006233373064,2.261804697156984,4,2,2.0,2.0,,,warming_2day,neutral,warming,4.063293985385049,3,0.0005621135469364,5,3,mixed,2.963697705802969,1,0.0006747638326585,1,2,0.3571428571428571,572,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,mixed,3_8,lt_1,lt_5,lt_1,lt_0_1pct,2,rank_4_10,rank_2_3,rank_2_3,rank_2_3,before_1000,1,2_3,1e8_3e8,6_10,2_4,1pct_2pct,9_5_10_5,neg3_0,2_3,30_50,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,warming_2day,neutral,20240719,17.26,17.93,17.01,17.11,16.83,1.6637,20240722,17.02,17.92,16.63,17.58,17.11,2.7469,20240723,17.33,17.37,16.68,16.74,17.58,-4.7782,20240724,16.75,16.97,16.12,16.26,16.74,-2.8674,20240725,16.19,16.25,15.78,16.15,16.26,-0.6765,fixed_t2_close,0.8,True,,20240719,17.26,17.27726,daily_open_plus_slippage_no_l2,True,,17.58,17.56242,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.011907945533030215,0.011907945533030215,c_conservative_daily_replay_fixed_t2_close
20240719,001212.SZ,中旗新材,20.34,10.01,9365553.0,95103,135127,2,U,,1,19.0,20.34,18.5,20.34,18.49,10.0054,39680.0,78920.036,7.238,7.7253,4.8,5482.1432,5136.3432,239760.4084,111506.7927,False,sz_main,0.1,early_morning,multi_open,False,10cm,0.0083990874216939,False,5336,3102,1983,251,42,3,28,14,677065805.035,1929822270.0,weak,1686,18,0.0106761565836298,neutral,1482,12,0.0080971659919028,weak,1345,10,0.0074349442379182,weak,573,2,0.0034904013961605,weak,249,0,0.0,weak,1,0,0.0,weak,30,12,0,30,12,0,12,1482,0.0080971659919028,weak,1,1,multi_open,early_morning,weak,sz_main,weak,exact,269,True,7.1166,111506.7927,9365553.0,100000.0,79354924.092882,69989371.092882,1.0,1.0,True,0.6,,True,True,20240722,20.33,20240723,22.64,0.1136251844564684,0.00362,0.10978015911289925,True,T+1_open_buy_T+2_close_sell,1.3151,-1.2446,0.07050000000000001,25728.326,2.5877,3.067437656068257,2.7970784866870195,19,3,3.0,2.0,,,warming_2day,neutral,warming,5.142128935532234,2,0.0003748125937031,10,3,mixed,4.128744939271255,1,0.0006747638326585,2,3,0.4166666666666667,591,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,warming,mixed,8_15,1_3,lt_5,lt_1,lt_0_1pct,3,rank_11_30,rank_2_3,rank_2_3,rank_2_3,before_1000,1,2_3,lt_1e8,6_10,4_8,0_5pct_1pct,9_5_10_5,0_3,3_5,30_50,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,warming_2day,neutral,20240722,20.33,20.79,19.77,20.58,20.34,1.1799,20240723,20.6,22.64,20.41,22.64,20.58,10.0097,20240724,23.09,24.9,23.09,24.9,22.64,9.9823,20240725,25.88,27.39,25.79,27.39,24.9,10.0,20240726,26.0,26.0,24.65,24.65,27.39,-10.0037,fixed_t2_close,0.8,True,,20240722,20.33,20.350329999999996,daily_open_plus_slippage_no_l2,True,,22.64,22.61736,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.08782412729031941,0.08782412729031941,c_conservative_daily_replay_fixed_t2_close
20240724,605081.SH,太和水,14.15,10.03,21596791.0,94211,94211,0,U,,1,13.12,14.15,13.12,14.15,12.86,10.0311,79968.65,111909.801,9.2366,10.0807,1.96,8657.8293,7932.8293,160244.6069,122508.2846,False,sh_main,0.1,early_morning,one_word,False,10cm,0.0176288412416477,False,5335,799,4446,90,30,3,18,12,631865315.087,1139379825.0,weak,1685,16,0.0094955489614243,weak,1482,7,0.0047233468286099,weak,1345,7,0.0052044609665427,weak,573,0,0.0,weak,249,0,0.0,weak,1,0,0.0,weak,23,7,0,23,7,0,16,1685,0.0094955489614243,weak,1,1,one_word,early_morning,weak,sh_main,weak,exact,459,True,2.26625,122508.2846,21596791.0,100000.0,27763439.997475,6166648.997474998,1.0,1.0,True,0.6,,True,True,20240725,14.43,20240726,14.86,0.0297990297990298,0.00362,0.026121489279950793,True,T+1_open_buy_T+2_close_sell,-3.0897,2.8682,-0.22150000000000025,76322.869,6.6284,1.466268268819926,1.3934886247058111,14,7,3.0,2.0,,,retreat_2day,neutral,retreat,4.712464854732897,20,0.0037488284910965,11,3,mixed,6.208605341246291,9,0.0053412462908011,7,3,0.3125,582,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,retreat,mixed,8_15,5_10,15_30,8_15,0_3pct_0_8pct,3,rank_11_30,rank_4_10,rank_2_3,rank_2_3,before_1000,1,0,1e8_3e8,6_10,1_2,1pct_2pct,9_5_10_5,lt_neg3,1_2_2,lt_30,10_20,0_5pct_1pct,unknown,unknown,unknown,unknown,retreat_2day,neutral,20240725,14.43,15.57,14.0,14.18,14.15,0.212,20240726,13.9,15.08,13.9,14.86,14.18,4.7955,20240729,14.58,14.89,14.36,14.7,14.86,-1.0767,20240730,14.75,16.12,14.6,15.72,14.7,6.9388,20240731,15.55,16.48,15.5,16.14,15.72,2.6718,fixed_t2_close,0.8,True,,20240725,14.43,14.444429999999999,daily_open_plus_slippage_no_l2,True,,14.86,14.845139999999999,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.020897191423960636,0.020897191423960636,c_conservative_daily_replay_fixed_t2_close
20240725,300923.SZ,研奥股份,22.02,20.0,103463172.0,93636,93636,0,U,,1,18.0,22.02,17.8,22.02,18.35,20.0,65507.66,139369.036,8.5666,18.8303,0.89,7646.85,3478.85,173077.2,168383.637,False,chi_next,0.2,early_morning,one_word,False,20cm,0.0614449086878911,False,5333,3421,1678,234,43,4,25,18,593337602.8100001,2040989961.0,weak,1684,19,0.0112826603325415,neutral,1481,15,0.0101282916948008,neutral,1345,8,0.0059479553903345,weak,573,0,0.0,weak,249,1,0.0040160642570281,weak,1,0,0.0,weak,34,8,0,34,8,1,8,1345,0.0059479553903345,weak,1,1,one_word,early_morning,weak,chi_next,weak,exact,834,True,8.187525,168383.637,103463172.0,100000.0,137864523.75284252,34401351.752842516,1.0,1.0,True,0.6,,True,True,20240726,26.42,,30.2,0.1430734292202875,0.00362,0.0,False,T+1_open_buy_T+2_close_sell,-6.0901,-2.8827,-8.9728,101350.109,7.1652,1.375124677961619,1.1955842125830403,13,5,4.0,3.0,,,neutral,neutral,mixed,5.516294768423027,4,0.0007500468779298,8,4,mixed,3.9947955390334577,0,0.0,2,3,0.5,576,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,mixed,mixed,3_8,1_3,lt_5,lt_1,lt_0_1pct,3,rank_11_30,rank_4_10,rank_4_10,rank_2_3,before_1000,1,0,1e8_3e8,6_10,lt_1,gte_5pct,19_5_20_5,lt_neg3,1_2_2,30_50,5_10,0_5pct_1pct,unknown,unknown,unknown,unknown,neutral,neutral,20240726,26.42,26.42,24.75,26.42,22.02,19.9818,20240729,28.0,31.7,26.68,30.2,26.42,14.3073,20240730,27.28,27.66,24.16,24.16,30.2,-20.0,20240731,22.0,23.14,21.5,22.67,24.16,-6.1672,20240801,21.99,23.8,21.82,23.07,22.67,1.7644,fixed_t2_close,0.8,False,open_limit_up_unbuyable,20240726,26.42,,daily_open_limit_up_queue_rejected,False,,,,no_buy,,False,0,0.0,0.0,c_conservative_daily_replay_fixed_t2_close
20240808,300267.SZ,尔康制药,2.69,20.09,37046949.0,95839,95839,0,U,,1,2.26,2.69,2.26,2.69,2.24,20.0893,1135188.64,291026.74,7.9808,10.5496,5.41,142239.6841,107605.211,554840.71,382624.7502,False,chi_next,0.2,early_morning,one_word,False,20cm,0.0096823190294499,False,5337,2355,2772,210,45,5,31,14,623642570.801,2434862823.0,weak,1686,18,0.0106761565836298,neutral,1481,19,0.012829169480081,neutral,1346,7,0.0052005943536404,weak,574,0,0.0,weak,249,1,0.0040160642570281,weak,1,0,0.0,weak,37,7,0,37,7,1,7,1346,0.0052005943536404,weak,1,1,one_word,early_morning,weak,chi_next,weak,exact,834,True,8.187525,382624.7502,37046949.0,100000.0,313274970.7881255,276228021.7881255,1.0,1.0,True,0.6,,True,True,20240809,2.96,20240812,2.59,-0.125,0.00362,-0.12836825174825178,False,T+1_open_buy_T+2_close_sell,-1.3216,3.1818,1.8601999999999999,30809.21,0.9619,9.446095501961913,8.296912360952282,20,4,4.0,2.0,,,retreat_2day,neutral,retreat,6.083417650365374,16,0.0029979389169945,8,5,mixed,2.6200594353640416,0,0.0,1,2,0.2857142857142857,598,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,retreat,mixed,3_8,lt_1,15_30,lt_1,lt_0_1pct,2,rank_11_30,rank_4_10,rank_4_10,rank_2_3,before_1000,1,0,1e8_3e8,6_10,4_8,0_5pct_1pct,19_5_20_5,neg3_0,gte_5,30_50,5_10,0_5pct_1pct,unknown,unknown,unknown,unknown,retreat_2day,neutral,20240809,2.96,2.96,2.49,2.5,2.69,-7.0632,20240812,2.47,2.75,2.4,2.59,2.5,3.6,20240813,2.5,2.55,2.37,2.41,2.59,-6.9498,20240814,2.38,2.4,2.32,2.34,2.41,-2.9046,20240815,2.34,2.41,2.32,2.38,2.34,1.7094,fixed_t2_close,0.8,True,,20240809,2.96,2.96296,daily_open_plus_slippage_no_l2,True,,2.59,2.5874099999999998,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.10269460139860143,-0.10269460139860143,c_conservative_daily_replay_fixed_t2_close
