scenario,condition,day_count,executed_trade_count,b_trade_count,a_trade_count,buy_rejected_count,sell_unresolved_count,review_required_count,no_candidate_count,position_occupied_skip_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,initial_equity,final_equity,equity_multiple,max_drawdown,path_conflict_count,limit_down_blocked_trade_count,live_order_enabled,c_trade_count,candidate_return_source_count,audit_or_replay_return_source_count,sort_rule,exit_rule,source_condition_count
A_plus_B_plus_C_refined,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10,481,138,19,45,6,0,0,176,161,0.6594202898550725,0.036040404522505384,0.020875111905563556,0.4744497307792882,-0.19742880120894327,1.5790938558537817,500000.0,35676695.380891316,71.35339076178263,-0.37491684903292033,0,2,False,74,0,138,profit_source_oos_resilient,fixed_t2_close,2
C_refined_strict,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10,328,74,0,0,6,0,0,176,72,0.5945945945945946,0.018580945039749615,0.008886004133437328,0.46179620191573145,-0.19742880120894327,1.2041962063988545,500000.0,1437137.8046690596,2.874275609338119,-0.48061761514447165,0,2,False,74,0,74,profit_source_oos_resilient,fixed_t2_close,2
