scenario,condition,day_count,executed_trade_count,b_trade_count,a_trade_count,buy_rejected_count,sell_unresolved_count,review_required_count,no_candidate_count,position_occupied_skip_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,initial_equity,final_equity,equity_multiple,max_drawdown,path_conflict_count,limit_down_blocked_trade_count,live_order_enabled,c_trade_count,candidate_return_source_count,audit_or_replay_return_source_count,strict_rank,approx_equity_multiple,approx_executed_trade_count,approx_win_rate,approx_max_drawdown
C_0637_strict,segment_chain_count_bucket=3_5;turnover_rate_bucket=6_10,328,32,0,0,2,0,0,271,23,0.5,0.010906483321558608,-0.0006385396598619059,0.14802297370921785,-0.07706848557893706,1.5764226890761603,500000.0,669758.4329308092,1.3395168658616183,-0.1332216746147915,0,0,False,32,0,32,77,1.7987184126546905,94,0.5425531914893617,-0.3833339710232142
C_0444_strict,market_chain_count_bucket=3_8;turnover_rate_bucket=15_25,328,6,0,0,0,0,0,319,3,0.6666666666666666,0.05279126686959313,0.058911556093868854,0.1640530421018095,-0.04994306721849581,2.3842331024003345,500000.0,669438.6945876038,1.3388773891752075,-0.04994306721849584,0,0,False,6,0,6,12,2.809664773807569,55,0.6181818181818182,-0.33104497771958563
C_0786_strict,segment_limit_up_count_bucket=40_80;market_emotion_state_bucket=main_rise,328,10,0,0,0,0,0,309,9,0.5,0.031182023996832453,0.007452064243448939,0.14968316910108023,-0.04245698826546582,3.826514793711941,500000.0,666908.0683090173,1.3338161366180348,-0.07007720360690961,0,0,False,10,0,10,67,1.8820865115254757,39,0.5384615384615384,-0.21976438112727992
C_0625_strict,segment_chain_count_bucket=1_3;first_time_detail_bucket=before_1000,328,21,0,0,0,0,0,288,19,0.5238095238095238,0.014764951704558937,0.002017376442965854,0.19188049383583486,-0.14349097575595127,1.9252030807038094,500000.0,653762.1858885932,1.3075243717771865,-0.14982331421455886,0,0,False,21,0,21,126,1.5941478573161618,102,0.49019607843137253,-0.31887662855003174
C_0572_strict,segment_chain_count_bucket=5_10;fd_ratio_bucket=0_1pct_0_3pct,328,57,0,0,1,0,0,218,52,0.47368421052631576,0.006305400102641447,-0.0028944015984014556,0.13787061850546142,-0.17854275324675314,1.4828172244325653,500000.0,647672.9670941785,1.295345934188357,-0.3917845477165155,0,2,False,57,0,57,8,2.951729802916155,104,0.5192307692307693,-0.30217677092792794
C_0600_strict,segment_chain_count_bucket=gte_10;market_emotion_state_bucket=retreat,328,2,0,0,0,0,0,324,2,1.0,0.1339669988437524,0.1339669988437524,0.17389452376195247,0.09403947392555236,0.0,500000.0,642143.4736103066,1.2842869472206133,0.0,0,0,False,2,0,2,133,1.5760560299050226,11,0.45454545454545453,-0.1721422662899157
C_0824_strict,segment_limit_up_count_bucket=10_20;turnover_rate_bucket=15_25,328,19,0,0,1,0,0,294,14,0.47368421052631576,0.01565588586646495,-0.0005182063650633145,0.18853522141016882,-0.10386872139625064,2.0180003539243874,500000.0,639248.1230889149,1.2784962461778298,-0.14519336049387088,0,1,False,19,0,19,69,1.848315678594061,88,0.4772727272727273,-0.5626627474965167
C_2565_strict,segment_chain_count_bucket=5_10;segment_limit_up_count_bucket=10_20;open_times_bucket=2_3;turnover_rate_bucket=3_6,328,5,0,0,0,0,0,319,4,1.0,0.048666324799892205,0.0408536311907271,0.10553050682650685,0.0062322741949409986,0.0,500000.0,631855.1885194294,1.263710377038859,0.0,0,0,False,5,0,5,165,1.466325578621289,10,0.8,-0.14169726182965292
C_0989_strict,segment_limit_up_ratio_bucket=3pct_5pct;turnover_rate_bucket=6_10,328,10,0,0,0,0,0,311,7,0.5,0.02527000973535006,0.004155627617470223,0.14438356315529144,-0.04890398523510381,3.183008105022404,500000.0,631468.2414530694,1.2629364829061387,-0.0681645907652918,0,0,False,10,0,10,176,1.440873420831003,31,0.5483870967741935,-0.21099551986681275
C_1977_strict,segment_chain_count_bucket=5_10;segment_emotion_state_bucket=warming;fd_ratio_bucket=0_1pct_0_3pct,328,11,0,0,0,0,0,307,10,0.6363636363636364,0.02236770762150905,0.026000132438989677,0.13787061850546142,-0.033720718139003784,2.207374328492052,500000.0,631127.8665259437,1.2622557330518875,-0.08343574689311162,0,0,False,11,0,11,53,1.9509094507333098,20,0.75,-0.13712044359672615
C_2097_strict,segment_limit_up_count_bucket=40_80;open_times_bucket=0;turnover_rate_bucket=15_25,328,12,0,0,0,0,0,305,11,0.5833333333333334,0.02092960243328083,0.03306746692481003,0.10014840397147995,-0.07472291910165939,1.7625599878967482,500000.0,630641.7748462178,1.2612835496924357,-0.11745859733782649,0,0,False,12,0,12,156,1.4964536797968548,38,0.5789473684210527,-0.2996264144263091
C_1400_strict,market_emotion_state_bucket=warming;turnover_rate_bucket=15_25,328,7,0,0,0,0,0,314,7,0.5714285714285714,0.037192850771619,0.010309593965020767,0.2299803177529428,-0.05168561038961034,2.852005969244292,500000.0,630025.2435523177,1.2600504871046354,-0.09047974994296692,0,1,False,7,0,7,111,1.6418011918014952,38,0.5263157894736842,-0.22189053829273198
C_1639_strict,turnover_rate_bucket=10_15;open_times_bucket=2_3,328,98,0,0,2,0,0,144,84,0.4897959183673469,0.004298597701401443,-0.0011454289503719211,0.21738255221701386,-0.14539639837912693,1.2363099340159067,500000.0,618187.3110303077,1.2363746220606153,-0.3338297550982582,0,6,False,98,0,98,29,2.2151709371091686,153,0.477124183006536,-0.3967700605989013
C_1314_strict,segment_emotion_state_bucket=climax;prev_pct_chg_bucket=neg3_0,328,8,0,0,0,0,0,312,8,0.75,0.027389310521320962,0.029033834871011577,0.11686583816183851,-0.04710556502780591,1.290723692533971,500000.0,615381.6853775171,1.2307633707550343,-0.07491410698364875,0,0,False,8,0,8,180,1.4314205421741195,20,0.7,-0.09288636175648513
C_0122_strict,market_segment=sh_main;segment_limit_up_count_bucket=40_80,328,12,0,0,1,0,0,306,9,0.5833333333333334,0.018583123931406736,0.009232724023229508,0.11911485674888521,-0.08273456143856141,1.8086318348256445,500000.0,612824.5217916848,1.2256490435833696,-0.12317382474675187,0,0,False,12,0,12,39,2.053029438284017,37,0.5945945945945946,-0.19538492451085887
