signal_date,candidate_rank,planned_action,ts_code,name,market_segment,profit_source_score,planned_position_pct,selection_reason,sort_rule,exit_rule,risk_flags,fill_probability,allow_buy_reliable,is_fill_score_reliable,fd_ratio_bucket,fd_amount_to_circ_mv,segment_limit_up_count_bucket,market_chain_count_bucket,market_limit_down_count_bucket,retreat_state_bucket,market_emotion_state_bucket,segment_emotion_state_bucket,first_time_detail_bucket,turnover_rate_bucket,amount_ratio_bucket,prev_pct_chg_bucket,amount,turnover_rate,volume_ratio,open_times,limit_times,first_time,last_time,paper_note,historical_reference_next_trade_date,historical_reference_next_open,historical_reference_exit_trade_date,historical_reference_exit_close,historical_reference_net_return,historical_reference_is_win,trade_date,d1_trade_date,d1_open,d1_high,d1_low,d1_close,d1_pre_close,d1_pct_chg,d2_trade_date,d2_open,d2_high,d2_low,d2_close,d2_pre_close,d2_pct_chg,d3_trade_date,d3_open,d3_high,d3_low,d3_close,d3_pre_close,d3_pct_chg,d4_trade_date,d4_open,d4_high,d4_low,d4_close,d4_pre_close,d4_pct_chg,d5_trade_date,d5_open,d5_high,d5_low,d5_close,d5_pre_close,d5_pct_chg,replay_rule,buy_executed,buy_reject_reason,buy_trade_date,buy_price_before_slippage,buy_price,buy_price_model,sell_executed,sell_reject_reason,exit_trade_date,exit_price_before_slippage,exit_price,exit_reason,sell_price_model,path_conflict,limit_down_blocked_days,net_return,daily_return,is_win,strict_account_return,strict_return_source
20240617,1,PLAN_BUY_T1_OPEN,002198.SZ,嘉应制药,sz_main,-1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0289576646777837,10_20,3_8,lt_5,weak_below_30,ice_point,mixed,1330_1430,6_10,3_5,neg3_0,228282.246,6.2651,3.51,0.0,1.0,142918,142918,该候选只用于模拟盘计划，不代表实盘可买入。,20240618,7.42,20240619,7.22,-0.0305741778975741,False,20240617,20240618,7.42,7.6,7.3,7.49,7.37,1.6282,20240619,7.45,7.47,7.04,7.22,7.49,-3.6048,20240620,7.12,7.29,7.09,7.09,7.22,-1.8006,20240621,7.1,7.35,7.03,7.29,7.04,3.5511,20240624,7.23,7.55,7.18,7.31,7.29,0.2743,fixed_t2_close,True,,20240618,7.42,7.427419999999999,daily_open_plus_slippage_no_l2,True,,20240619,7.22,7.2127799999999995,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.030518325394282165,-0.024414660315425732,False,-0.024414660315425732,conservative_daily_replay
20240618,1,PLAN_BUY_T1_OPEN,300557.SZ,理工光科,chi_next,1.7999999999999998,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0196146130015385,10_20,3_8,lt_5,neutral,mixed,mixed,1100_1330,6_10,1_2_2,3_7,239635.166,9.8677,3.59,0.0,1.0,111851,111851,该候选只用于模拟盘计划，不代表实盘可买入。,20240619,32.0,20240620,30.93,-0.0370575,False,20240618,20240619,32.0,33.88,30.57,32.99,28.98,13.8371,20240620,32.0,33.64,30.46,30.93,32.99,-6.2443,20240621,28.9,30.61,27.23,27.29,30.93,-11.7685,20240624,26.73,27.81,26.3,27.1,27.29,-0.6962,20240625,26.8,29.35,26.47,27.8,27.1,2.583,fixed_t2_close,True,,20240619,32.0,32.032,daily_open_plus_slippage_no_l2,True,,20240620,30.93,30.89907,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.03698869380619378,-0.029590955044955028,False,-0.029590955044955028,conservative_daily_replay
20240624,1,PLAN_BUY_T1_OPEN,603390.SH,通达电气,sh_main,-1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0108864694280781,5_10,3_8,15_30,weak_below_30,ice_point,mixed,1000_1100,6_10,1_2_2,0_3,203558.394,7.4713,1.35,0.0,1.0,103938,103938,该候选只用于模拟盘计划，不代表实盘可买入。,20240625,8.12,20240626,8.31,0.0197790147783251,True,20240624,20240625,8.12,8.93,7.86,8.28,8.12,1.9704,20240626,8.03,8.42,7.67,8.31,8.28,0.3623,20240627,8.28,8.28,7.95,8.06,8.31,-3.0084,20240628,7.93,8.67,7.9,8.44,8.06,4.7146,20240701,8.25,8.26,8.01,8.23,8.44,-2.4882,fixed_t2_close,True,,20240625,8.12,8.12812,daily_open_plus_slippage_no_l2,True,,20240626,8.31,8.30169,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.019734261502045002,0.015787409201636002,True,0.015787409201636002,conservative_daily_replay
20240627,1,PLAN_BUY_T1_OPEN,002188.SZ,中天服务,sz_main,1.2999999999999998,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0149695918827053,5_10,8_15,5_15,retreat_2day,retreat,retreat,1100_1330,6_10,2_3,0_3,103098.683,9.8515,2.67,0.0,1.0,111942,111942,该候选只用于模拟盘计划，不代表实盘可买入。,20240628,4.29,20240701,4.5,0.0453310489510489,True,20240627,20240628,4.29,4.57,4.26,4.37,4.43,-1.3544,20240701,4.28,4.71,4.24,4.5,4.37,2.9748,20240702,4.46,4.53,4.34,4.43,4.5,-1.5556,20240703,4.37,4.53,4.31,4.41,4.43,-0.4515,20240704,4.43,4.45,4.19,4.2,4.41,-4.7619,fixed_t2_close,True,,20240628,4.29,4.294289999999999,daily_open_plus_slippage_no_l2,True,,20240701,4.5,4.4955,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.04523524265943864,0.036188194127550914,True,0.036188194127550914,conservative_daily_replay
20240628,1,PLAN_BUY_T1_OPEN,600601.SH,方正科技,sh_main,3.3,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,lt_0_1pct,0.0005897570819939,5_10,3_8,5_15,neutral,mixed,retreat,1100_1330,6_10,3_5,neg3_0,819340.751,6.6835,2.5,4.0,1.0,112246,145340,该候选只用于模拟盘计划，不代表实盘可买入。,20240701,2.97,20240702,2.89,-0.0305560269360269,False,20240628,20240701,2.97,3.0,2.87,2.91,3.0,-3.0,20240702,2.92,2.93,2.87,2.89,2.91,-0.6873,20240703,2.88,2.91,2.85,2.86,2.89,-1.0381,20240704,2.86,2.95,2.85,2.9,2.86,1.3986,20240705,2.89,2.92,2.81,2.88,2.9,-0.6897,fixed_t2_close,True,,20240701,2.97,2.9729699999999997,daily_open_plus_slippage_no_l2,True,,20240702,2.89,2.8871100000000003,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.030500210698392306,-0.024400168558713846,False,-0.024400168558713846,conservative_daily_replay
20240705,1,PLAN_BUY_T1_OPEN,300242.SZ,佳云科技,chi_next,1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0149781609913886,5_10,3_8,lt_5,neutral,mixed,mixed,1000_1100,6_10,2_3,lt_neg3,115718.243,9.4719,2.15,0.0,1.0,101318,101318,该候选只用于模拟盘计划，不代表实盘可买入。,20240708,1.99,20240709,1.92,-0.0387958793969849,False,20240705,20240708,1.99,2.05,1.89,1.97,2.05,-3.9024,20240709,1.86,1.92,1.83,1.92,1.97,-2.5381,20240710,1.89,2.03,1.82,1.96,1.92,2.0833,20240711,1.99,1.99,1.9,1.94,1.96,-1.0204,20240712,1.91,2.08,1.91,1.91,1.94,-1.5464,fixed_t2_close,True,,20240708,1.99,1.9919899999999997,daily_open_plus_slippage_no_l2,True,,20240709,1.92,1.91808,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.03872359991767009,-0.030978879934136075,False,-0.030978879934136075,conservative_daily_replay
20240708,1,PLAN_BUY_T1_OPEN,002846.SZ,英联股份,sz_main,0.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高;LOSS_OVERLAY_WATCH,1.0,True,True,1pct_2pct,0.0102891119134576,5_10,3_8,5_15,weak_below_30,ice_point,mixed,before_1000,6_10,3_5,neg3_0,151865.911,7.7198,2.09,2.0,1.0,94257,94945,该候选只用于模拟盘计划，不代表实盘可买入。,20240709,7.74,20240710,7.59,-0.0229998449612403,False,20240708,20240709,7.74,8.48,7.68,7.95,7.72,2.9793,20240710,7.77,7.79,7.53,7.59,7.95,-4.5283,20240711,7.69,8.2,7.6,7.85,7.59,3.4256,20240712,7.81,7.83,7.55,7.58,7.85,-3.4395,20240715,7.61,7.65,7.35,7.39,7.58,-2.5066,fixed_t2_close,True,,20240709,7.74,7.747739999999999,daily_open_plus_slippage_no_l2,True,,20240710,7.59,7.582409999999999,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.022959125990288754,-0.018367300792231003,False,-0.018367300792231003,conservative_daily_replay
20240709,1,PLAN_BUY_T1_OPEN,300912.SZ,凯龙高科,chi_next,2.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高;LOSS_OVERLAY_WATCH,1.0,True,True,gte_5pct,0.0790034113428503,10_20,3_8,5_15,neutral,mixed,mixed,before_1000,6_10,3_5,lt_neg3,65164.443,7.4396,3.01,0.0,1.0,95824,95824,该候选只用于模拟盘计划，不代表实盘可买入。,20240710,11.93,20240711,11.71,-0.0220609052808045,False,20240709,20240710,11.93,12.86,11.3,11.71,10.72,9.2351,20240711,11.07,12.48,10.89,11.71,11.71,0.0,20240712,11.15,12.65,11.05,12.38,11.71,5.7216,20240715,12.05,12.77,11.17,11.55,12.38,-6.7044,20240716,11.61,11.66,11.0,11.21,11.55,-2.9437,fixed_t2_close,True,,20240710,11.93,11.94193,daily_open_plus_slippage_no_l2,True,,20240711,11.71,11.69829,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.022022062313210623,-0.0176176498505685,False,-0.0176176498505685,conservative_daily_replay
20240716,1,PLAN_BUY_T1_OPEN,600561.SH,江西长运,sh_main,1.7999999999999998,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.019644132667409,10_20,3_8,lt_5,neutral,mixed,mixed,1100_1330,6_10,1_2_2,0_3,84796.966,7.1518,1.76,0.0,1.0,130024,130024,该候选只用于模拟盘计划，不代表实盘可买入。,20240717,4.39,20240718,4.71,0.0692729384965833,True,20240716,20240717,4.39,4.77,4.15,4.28,4.38,-2.2831,20240718,4.08,4.71,3.98,4.71,4.28,10.0467,20240719,4.49,4.93,4.41,4.57,4.71,-2.9724,20240722,4.42,4.57,4.32,4.33,4.57,-5.2516,20240723,4.36,4.76,4.28,4.76,4.33,9.9307,fixed_t2_close,True,,20240717,4.39,4.39439,daily_open_plus_slippage_no_l2,True,,20240718,4.71,4.70529,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.0691292962618248,0.055303437009459847,True,0.055303437009459847,conservative_daily_replay
20240717,1,PLAN_BUY_T1_OPEN,603628.SH,清源股份,sh_main,-1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高;LOSS_OVERLAY_WATCH,1.0,True,True,1pct_2pct,0.0183553688823959,10_20,8_15,lt_5,warming_2day,warming,warming,before_1000,6_10,3_5,0_3,241647.283,6.7069,1.64,0.0,1.0,93708,93708,该候选只用于模拟盘计划，不代表实盘可买入。,20240718,13.1,20240719,13.37,0.0169906870229008,True,20240717,20240718,13.1,14.43,12.7,13.63,13.41,1.6406,20240719,13.09,13.56,13.09,13.37,13.63,-1.9076,20240722,13.2,13.48,13.11,13.2,13.37,-1.2715,20240723,13.15,13.31,12.86,12.97,13.2,-1.7424,20240724,12.8,12.9,12.4,12.5,12.97,-3.6237,fixed_t2_close,True,,20240718,13.1,13.113099999999998,daily_open_plus_slippage_no_l2,True,,20240719,13.37,13.35663,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.01695150483104686,0.013561203864837487,True,0.013561203864837487,conservative_daily_replay
20240718,1,PLAN_BUY_T1_OPEN,002279.SZ,久其软件,sz_main,-0.19999999999999996,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0219120023009368,10_20,3_8,lt_5,warming_2day,warming,mixed,1100_1330,6_10,2_3,neg3_0,261211.807,6.9754,1.35,0.0,1.0,132803,132803,该候选只用于模拟盘计划，不代表实盘可买入。,20240719,4.99,20240722,5.15,0.028444128256513,True,20240718,20240719,4.99,5.2,4.92,4.94,4.85,1.8557,20240722,4.98,5.43,4.98,5.15,4.94,4.251,20240723,4.96,5.13,4.92,4.93,5.15,-4.2718,20240724,4.84,4.95,4.76,4.77,4.93,-3.2454,20240725,4.72,4.79,4.65,4.74,4.77,-0.6289,fixed_t2_close,True,,20240719,4.99,4.99499,daily_open_plus_slippage_no_l2,True,,20240722,5.15,5.14485,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.028382062066190494,0.022705649652952395,True,0.022705649652952395,conservative_daily_replay
20240719,1,PLAN_BUY_T1_OPEN,002562.SZ,兄弟科技,sz_main,-0.19999999999999996,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0170307746919512,10_20,8_15,lt_5,warming_2day,warming,mixed,1100_1330,6_10,2_3,0_3,192179.328,8.0806,2.24,0.0,1.0,110109,110109,该候选只用于模拟盘计划，不代表实盘可买入。,20240722,3.46,20240723,3.4,-0.0209610404624277,False,20240719,20240722,3.46,3.58,3.37,3.45,3.5,-1.4286,20240723,3.45,3.58,3.4,3.4,3.45,-1.4493,20240724,3.38,3.44,3.3,3.36,3.4,-1.1765,20240725,3.35,3.4,3.32,3.38,3.36,0.5952,20240726,3.34,3.41,3.27,3.37,3.38,-0.2959,fixed_t2_close,True,,20240722,3.46,3.4634599999999995,daily_open_plus_slippage_no_l2,True,,20240723,3.4,3.3966,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.02092439502693826,-0.016739516021550608,False,-0.016739516021550608,conservative_daily_replay
20240724,1,PLAN_BUY_T1_OPEN,600689.SH,上海三毛,sh_main,-1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0215631377813206,10_20,8_15,15_30,retreat_2day,retreat,mixed,1000_1100,6_10,2_3,0_3,105115.35,9.7051,1.94,0.0,1.0,100134,100134,该候选只用于模拟盘计划，不代表实盘可买入。,20240725,7.24,20240726,7.32,0.007429723756906,True,20240724,20240725,7.24,7.88,7.18,7.44,7.32,1.6393,20240726,7.31,7.43,7.21,7.32,7.44,-1.6129,20240729,7.29,7.8,7.23,7.62,7.32,4.0984,20240730,7.49,7.68,7.35,7.63,7.62,0.1312,20240731,7.53,7.74,7.44,7.63,7.63,0.0,fixed_t2_close,True,,20240725,7.24,7.24724,daily_open_plus_slippage_no_l2,True,,20240726,7.32,7.31268,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.007409644388760527,0.005927715511008422,True,0.005927715511008422,conservative_daily_replay
20240725,1,PLAN_BUY_T1_OPEN,301100.SZ,风光股份,chi_next,1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,gte_5pct,0.0558923989033584,5_10,3_8,lt_5,neutral,mixed,mixed,1000_1100,6_10,3_5,0_3,64531.141,9.1779,5.71,0.0,1.0,101706,101706,该候选只用于模拟盘计划，不代表实盘可买入。,20240726,15.6,20240729,13.8,-0.1190046153846153,False,20240725,20240726,15.6,16.9,15.0,15.2,14.59,4.1809,20240729,14.09,14.49,13.72,13.8,15.2,-9.2105,20240730,13.71,13.73,13.22,13.33,13.8,-3.4058,20240731,13.26,13.53,13.14,13.49,13.33,1.2003,20240801,13.36,13.59,13.36,13.52,13.49,0.2224,fixed_t2_close,True,,20240726,15.6,15.615599999999997,daily_open_plus_slippage_no_l2,True,,20240729,13.8,13.786200000000001,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.11877207869054,-0.09501766295243201,False,-0.09501766295243201,conservative_daily_replay
20240808,1,PLAN_BUY_T1_OPEN,300267.SZ,尔康制药,chi_next,-2.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,LOSS_OVERLAY_WATCH,1.0,True,True,0_5pct_1pct,0.0096823190294499,5_10,3_8,15_30,retreat_2day,retreat,mixed,before_1000,6_10,gte_5,neg3_0,291026.74,7.9808,5.41,0.0,1.0,95839,95839,该候选只用于模拟盘计划，不代表实盘可买入。,20240809,2.96,20240812,2.59,-0.12862,False,20240808,20240809,2.96,2.96,2.49,2.5,2.69,-7.0632,20240812,2.47,2.75,2.4,2.59,2.5,3.6,20240813,2.5,2.55,2.37,2.41,2.59,-6.9498,20240814,2.38,2.4,2.32,2.34,2.41,-2.9046,20240815,2.34,2.41,2.32,2.38,2.34,1.7094,fixed_t2_close,True,,20240809,2.96,2.96296,daily_open_plus_slippage_no_l2,True,,20240812,2.59,2.5874099999999998,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.12836825174825178,-0.10269460139860143,False,-0.10269460139860143,conservative_daily_replay
20240809,1,PLAN_BUY_T1_OPEN,000011.SZ,深物业A,sz_main,0.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0091728153440024,10_20,3_8,5_15,retreat_2day,retreat,mixed,1000_1100,6_10,1_2_2,gte_10,472579.74,9.9906,2.89,7.0,2.0,102206,143027,该候选只用于模拟盘计划，不代表实盘可买入。,20240812,9.35,20240813,8.0,-0.1480050267379679,False,20240809,20240812,9.35,9.35,8.45,8.47,9.39,-9.7977,20240813,8.3,8.32,7.83,8.0,8.47,-5.549,20240814,7.89,8.06,7.83,7.92,8.0,-1.0,20240815,7.92,8.05,7.71,7.93,7.92,0.1263,20240816,7.96,8.01,7.62,7.64,7.93,-3.657,fixed_t2_close,True,,20240812,9.35,9.35935,daily_open_plus_slippage_no_l2,True,,20240813,8.0,7.992,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.1477145471640658,-0.11817163773125264,False,-0.11817163773125264,conservative_daily_replay
20240812,1,PLAN_BUY_T1_OPEN,300436.SZ,广生堂,chi_next,1.0,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高;LOSS_OVERLAY_WATCH,1.0,True,True,2pct_5pct,0.0259903905381314,5_10,3_8,15_30,neutral,mixed,mixed,before_1000,6_10,1_2_2,lt_neg3,171664.891,6.0334,1.19,0.0,1.0,93518,93518,该候选只用于模拟盘计划，不代表实盘可买入。,20240813,24.87,20240814,24.48,-0.0193015440289506,False,20240812,20240813,24.87,24.87,20.2,20.4,21.56,-5.3803,20240814,19.37,24.48,19.37,24.48,20.4,20.0,20240815,26.0,29.0,23.8,27.6,24.48,12.7451,20240816,26.72,30.0,25.7,26.8,27.6,-2.8986,20240819,25.64,25.64,22.28,23.0,26.8,-14.1791,fixed_t2_close,True,,20240813,24.87,24.894869999999997,daily_open_plus_slippage_no_l2,True,,20240814,24.48,24.45552,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.019268214270650886,-0.015414571416520709,False,-0.015414571416520709,conservative_daily_replay
20240813,1,PLAN_BUY_T1_OPEN,603843.SH,正平股份,sh_main,3.3,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0025047477582954,10_20,3_8,5_15,neutral,mixed,mixed,1100_1330,6_10,3_5,neg3_0,139516.738,6.7983,4.3,9.0,1.0,110819,141437,该候选只用于模拟盘计划，不代表实盘可买入。,20240814,3.03,20240815,2.99,-0.016821320132013,False,20240813,20240814,3.03,3.19,2.95,3.04,3.01,0.9967,20240815,3.0,3.05,2.91,2.99,3.04,-1.6447,20240816,2.95,3.03,2.9,2.91,2.99,-2.6756,20240819,2.9,2.98,2.85,2.94,2.91,1.0309,20240820,2.94,2.99,2.85,2.89,2.94,-1.7007,fixed_t2_close,True,,20240814,3.03,3.0330299999999997,daily_open_plus_slippage_no_l2,True,,20240815,2.99,2.98701,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.01679294586601503,-0.013434356692812024,False,-0.013434356692812024,conservative_daily_replay
20240814,1,PLAN_BUY_T1_OPEN,300211.SZ,亿通科技,chi_next,-2.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0260933338304232,5_10,8_15,lt_5,retreat_weak,mixed,mixed,after_1430,6_10,gte_5,0_3,102060.096,6.0262,5.39,1.0,1.0,143239,143451,该候选只用于模拟盘计划，不代表实盘可买入。,20240815,6.3,20240816,7.0,0.1074911111111111,True,20240814,20240815,6.3,7.39,6.21,7.39,6.16,19.9675,20240816,7.95,8.46,6.93,7.0,7.39,-5.2774,20240819,6.35,6.5,5.6,5.6,7.0,-20.0,20240820,5.6,5.83,5.37,5.39,5.6,-3.75,20240821,5.28,5.55,5.27,5.29,5.39,-1.8553,fixed_t2_close,True,,20240815,6.3,6.306299999999999,daily_open_plus_slippage_no_l2,True,,20240816,7.0,6.993,fixed_close,daily_price_minus_slippage_no_l2,False,0,0.1072711088911091,0.08581688711288728,True,0.08581688711288728,conservative_daily_replay
20240816,1,PLAN_BUY_T1_OPEN,601020.SH,华钰矿业,sh_main,0.5,0.8,segment_limit_up_ratio_bucket=0_5pct_1pct;turnover_rate_bucket=6_10;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_3pct_0_5pct,0.0039745844560965,10_20,8_15,5_15,retreat_weak,mixed,mixed,open_auction,6_10,2_3,neg3_0,960438.28,9.5322,2.21,12.0,1.0,92501,103425,该候选只用于模拟盘计划，不代表实盘可买入。,20240819,12.38,20240820,11.53,-0.0722791276252021,False,20240816,20240819,12.38,12.77,11.91,12.16,12.3,-1.1382,20240820,12.03,12.26,11.51,11.53,12.16,-5.1809,20240821,11.54,11.86,11.33,11.58,11.5,0.6957,20240822,11.66,12.19,11.42,11.43,11.58,-1.2953,20240823,11.36,11.64,11.2,11.58,11.43,1.3123,fixed_t2_close,True,,20240819,12.38,12.39238,daily_open_plus_slippage_no_l2,True,,20240820,11.53,11.518469999999999,fixed_close,daily_price_minus_slippage_no_l2,False,0,-0.07213994854902776,-0.05771195883922221,False,-0.05771195883922221,conservative_daily_replay
