scenario,signal_date,strategy_leg,operation_status,ts_code,name,market_segment,risk_flags,account_return,equity_before,equity_after,return_source,active_position,buy_executed,sell_executed,buy_reject_reason,sell_reject_reason,buy_trade_date,exit_trade_date,buy_price,exit_price,path_conflict,limit_down_blocked_days,live_order_enabled,initial_equity,peak_equity,drawdown,original_operation_status,original_account_return,risk_filter_rejected
reject_fd_warn_or_loss_overlay,20251215,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,683550.6157653834,683550.6157653834,,920576.BJ 天力复合,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20251216,NONE,NO_CANDIDATE,,,,,0.0,683550.6157653834,683550.6157653834,,,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20251217,NONE,NO_CANDIDATE,,,,,0.0,683550.6157653834,683550.6157653834,,,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20251218,B,B_RISK_FILTERED_SKIP,002865.SZ,钧达股份,sz_main,封单/流通市值偏高,0.0,683550.6157653834,683550.6157653834,b_conservative_daily_replay,,True,True,,,20251219.0,20251222.0,46.44639999999999,49.4505,False,0,False,500000.0,683550.6157653834,0.0,HISTORICAL_SIM_FILLED,0.0504470845017052,True
reject_fd_warn_or_loss_overlay,20251219,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,683550.6157653834,683550.6157653834,,002865.SZ 钧达股份,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20251222,B,B_RISK_FILTERED_SKIP,000407.SZ,胜利股份,sz_main,封单/流通市值偏高,0.0,683550.6157653834,683550.6157653834,b_conservative_daily_replay,,True,True,,,20251223.0,20251224.0,5.08508,5.06493,False,0,False,500000.0,683550.6157653834,0.0,HISTORICAL_SIM_FILLED,-0.0044660582881684,True
reject_fd_warn_or_loss_overlay,20251223,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,683550.6157653834,683550.6157653834,,000407.SZ 胜利股份,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20251224,NONE,NO_CANDIDATE,,,,,0.0,683550.6157653834,683550.6157653834,,,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20251225,B,B_RISK_FILTERED_SKIP,001400.SZ,江顺科技,sz_main,封单/流通市值偏高,0.0,683550.6157653834,683550.6157653834,b_conservative_daily_replay,,True,True,,,20251226.0,20251229.0,73.89381999999999,76.24368,False,0,False,500000.0,683550.6157653834,0.0,HISTORICAL_SIM_FILLED,0.0241443954214303,True
reject_fd_warn_or_loss_overlay,20251226,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,683550.6157653834,683550.6157653834,,001400.SZ 江顺科技,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20251229,NONE,NO_CANDIDATE,,,,,0.0,683550.6157653834,683550.6157653834,,,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20251230,NONE,NO_CANDIDATE,,,,,0.0,683550.6157653834,683550.6157653834,,,False,False,,,,,,,False,0,False,500000.0,683550.6157653834,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20251231,A,HISTORICAL_SIM_FILLED,300058.SZ,蓝色光标,chi_next,无,0.1308549259970799,683550.6157653834,772996.581006621,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,772996.581006621,0.0,HISTORICAL_SIM_FILLED,0.1308549259970799,False
reject_fd_warn_or_loss_overlay,20260105,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,772996.581006621,772996.581006621,,300058.SZ 蓝色光标,False,False,,,,,,,False,0,False,500000.0,772996.581006621,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260106,B,HISTORICAL_SIM_FILLED,002865.SZ,钧达股份,sz_main,无,0.1586068340080973,772996.581006621,895599.1214191648,b_conservative_daily_replay,,True,True,,,20260107.0,20260108.0,57.056999999999995,68.46147,False,0,False,500000.0,895599.1214191648,0.0,HISTORICAL_SIM_FILLED,0.1586068340080973,False
reject_fd_warn_or_loss_overlay,20260107,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,895599.1214191648,895599.1214191648,,002865.SZ 钧达股份,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260108,NONE,NO_CANDIDATE,,,,,0.0,895599.1214191648,895599.1214191648,,,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260109,B,B_RISK_FILTERED_SKIP,600410.SH,华胜天成,sh_main,封单/流通市值偏高,0.0,895599.1214191648,895599.1214191648,b_conservative_daily_replay,,True,True,,,20260112.0,20260113.0,21.87185,20.15982,False,0,False,500000.0,895599.1214191648,0.0,HISTORICAL_SIM_FILLED,-0.0639164001947708,True
reject_fd_warn_or_loss_overlay,20260112,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,895599.1214191648,895599.1214191648,,600410.SH 华胜天成,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260113,NONE,NO_CANDIDATE,,,,,0.0,895599.1214191648,895599.1214191648,,,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260114,NONE,NO_CANDIDATE,,,,,0.0,895599.1214191648,895599.1214191648,,,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260115,A,HISTORICAL_SIM_FILLED,301629.SZ,矽电股份,chi_next,无,-0.0338313603969523,895599.1214191648,865299.7847712392,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,-0.03383136039695234,HISTORICAL_SIM_FILLED,-0.0338313603969523,False
reject_fd_warn_or_loss_overlay,20260116,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,865299.7847712392,865299.7847712392,,301629.SZ 矽电股份,False,False,,,,,,,False,0,False,500000.0,895599.1214191648,-0.03383136039695234,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260119,A,HISTORICAL_SIM_FILLED,300658.SZ,延江股份,chi_next,无,0.0681174370165976,865299.7847712392,924241.7883608695,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,924241.7883608695,0.0,HISTORICAL_SIM_FILLED,0.0681174370165976,False
reject_fd_warn_or_loss_overlay,20260120,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,924241.7883608695,924241.7883608695,,300658.SZ 延江股份,False,False,,,,,,,False,0,False,500000.0,924241.7883608695,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260121,NONE,NO_CANDIDATE,,,,,0.0,924241.7883608695,924241.7883608695,,,False,False,,,,,,,False,0,False,500000.0,924241.7883608695,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260122,NONE,NO_CANDIDATE,,,,,0.0,924241.7883608695,924241.7883608695,,,False,False,,,,,,,False,0,False,500000.0,924241.7883608695,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260123,A,HISTORICAL_SIM_FILLED,920368.BJ,连城数控,bj,无,0.1027727855059111,924241.7883608695,1019228.6914316808,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,1019228.6914316808,0.0,HISTORICAL_SIM_FILLED,0.1027727855059111,False
reject_fd_warn_or_loss_overlay,20260126,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1019228.6914316808,1019228.6914316808,,920368.BJ 连城数控,False,False,,,,,,,False,0,False,500000.0,1019228.6914316808,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260127,NONE,NO_CANDIDATE,,,,,0.0,1019228.6914316808,1019228.6914316808,,,False,False,,,,,,,False,0,False,500000.0,1019228.6914316808,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260128,A,HISTORICAL_SIM_FILLED,300164.SZ,通源石油,chi_next,无,0.0457725821591917,1019228.6914316808,1065881.420449243,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,HISTORICAL_SIM_FILLED,0.0457725821591917,False
reject_fd_warn_or_loss_overlay,20260129,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1065881.420449243,1065881.420449243,,300164.SZ 通源石油,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260130,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260202,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260203,B,B_RISK_FILTERED_SKIP,002471.SZ,中超控股,sz_main,封单/流通市值偏高,0.0,1065881.420449243,1065881.420449243,b_conservative_daily_replay,,True,True,,,20260204.0,20260205.0,9.4094,9.52047,False,0,False,500000.0,1065881.420449243,0.0,HISTORICAL_SIM_FILLED,0.0081473226348119,True
reject_fd_warn_or_loss_overlay,20260204,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1065881.420449243,1065881.420449243,,002471.SZ 中超控股,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260205,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260206,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260209,B,B_RISK_FILTERED_SKIP,601360.SH,三六零,sh_main,LOSS_OVERLAY_WATCH,0.0,1065881.420449243,1065881.420449243,b_conservative_daily_replay,,True,True,,,20260210.0,20260211.0,13.08307,12.79719,False,0,False,500000.0,1065881.420449243,0.0,HISTORICAL_SIM_FILLED,-0.018776912354669,True
reject_fd_warn_or_loss_overlay,20260210,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1065881.420449243,1065881.420449243,,601360.SH 三六零,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260211,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260212,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260213,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260224,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260225,NONE,NO_CANDIDATE,,,,,0.0,1065881.420449243,1065881.420449243,,,False,False,,,,,,,False,0,False,500000.0,1065881.420449243,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260226,A,HISTORICAL_SIM_FILLED,300499.SZ,高澜股份,chi_next,无,0.0193948880593092,1065881.420449243,1086554.0712833535,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,0.0,HISTORICAL_SIM_FILLED,0.0193948880593092,False
reject_fd_warn_or_loss_overlay,20260227,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1086554.0712833535,1086554.0712833535,,300499.SZ 高澜股份,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260302,B,HISTORICAL_SIM_FILLED,603257.SH,中国瑞林,sh_main,无,-0.0276280322799875,1086554.0712833535,1056534.7203279852,b_conservative_daily_replay,,True,True,,,20260303.0,20260304.0,72.70262999999998,70.30962,False,0,False,500000.0,1086554.0712833535,-0.027628032279987447,HISTORICAL_SIM_FILLED,-0.0276280322799875,False
reject_fd_warn_or_loss_overlay,20260303,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1056534.7203279852,1056534.7203279852,,603257.SH 中国瑞林,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.027628032279987447,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260304,NONE,NO_CANDIDATE,,,,,0.0,1056534.7203279852,1056534.7203279852,,,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.027628032279987447,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260305,NONE,NO_CANDIDATE,,,,,0.0,1056534.7203279852,1056534.7203279852,,,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.027628032279987447,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260306,B,HISTORICAL_SIM_FILLED,000509.SZ,华塑控股,sz_main,无,0.0220556483516485,1056534.7203279852,1079837.2785908466,b_conservative_daily_replay,,True,True,,,20260309.0,20260310.0,3.8438399999999993,3.95604,False,0,False,500000.0,1086554.0712833535,-0.006181738092954303,HISTORICAL_SIM_FILLED,0.0220556483516485,False
reject_fd_warn_or_loss_overlay,20260309,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1079837.2785908466,1079837.2785908466,,000509.SZ 华塑控股,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.006181738092954303,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260310,NONE,NO_CANDIDATE,,,,,0.0,1079837.2785908466,1079837.2785908466,,,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.006181738092954303,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260311,B,HISTORICAL_SIM_FILLED,603778.SH,国晟科技,sh_main,无,-0.0155491819765248,1079837.2785908466,1063046.692241002,b_conservative_daily_replay,,True,True,,,20260312.0,20260313.0,20.840819999999997,20.46951,False,0,False,500000.0,1086554.0712833535,-0.021634799098940616,HISTORICAL_SIM_FILLED,-0.0155491819765248,False
reject_fd_warn_or_loss_overlay,20260312,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1063046.692241002,1063046.692241002,,603778.SH 国晟科技,False,False,,,,,,,False,0,False,500000.0,1086554.0712833535,-0.021634799098940616,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260313,B,HISTORICAL_SIM_FILLED,603248.SH,锡华科技,sh_main,无,0.1419679382777887,1063046.692241002,1213965.2394314802,b_conservative_daily_replay,,True,True,,,20260316.0,20260317.0,28.908879999999996,34.085879999999996,False,0,False,500000.0,1213965.2394314802,0.0,HISTORICAL_SIM_FILLED,0.1419679382777887,False
reject_fd_warn_or_loss_overlay,20260316,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1213965.2394314802,1213965.2394314802,,603248.SH 锡华科技,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260317,NONE,NO_CANDIDATE,,,,,0.0,1213965.2394314802,1213965.2394314802,,,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260318,NONE,NO_CANDIDATE,,,,,0.0,1213965.2394314802,1213965.2394314802,,,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260319,NONE,NO_CANDIDATE,,,,,0.0,1213965.2394314802,1213965.2394314802,,,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260320,NONE,NO_CANDIDATE,,,,,0.0,1213965.2394314802,1213965.2394314802,,,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260323,NONE,NO_CANDIDATE,,,,,0.0,1213965.2394314802,1213965.2394314802,,,False,False,,,,,,,False,0,False,500000.0,1213965.2394314802,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260324,B,HISTORICAL_SIM_FILLED,601016.SH,节能风电,sh_main,无,0.0500117284161621,1213965.2394314802,1274677.7392925886,b_conservative_daily_replay,,True,True,,,20260325.0,20260326.0,4.98498,5.30469,False,0,False,500000.0,1274677.7392925886,0.0,HISTORICAL_SIM_FILLED,0.0500117284161621,False
reject_fd_warn_or_loss_overlay,20260325,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1274677.7392925886,1274677.7392925886,,601016.SH 节能风电,False,False,,,,,,,False,0,False,500000.0,1274677.7392925886,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260326,NONE,NO_CANDIDATE,,,,,0.0,1274677.7392925886,1274677.7392925886,,,False,False,,,,,,,False,0,False,500000.0,1274677.7392925886,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260327,A,HISTORICAL_SIM_FILLED,300204.SZ,舒泰神,chi_next,无,0.0397618491523106,1274677.7392925886,1325361.2832801489,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,HISTORICAL_SIM_FILLED,0.0397618491523106,False
reject_fd_warn_or_loss_overlay,20260330,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1325361.2832801489,1325361.2832801489,,300204.SZ 舒泰神,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,POSITION_OCCUPIED_SKIP,0.0,False
reject_fd_warn_or_loss_overlay,20260331,NONE,NO_CANDIDATE,,,,,0.0,1325361.2832801489,1325361.2832801489,,,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260401,NONE,NO_CANDIDATE,,,,,0.0,1325361.2832801489,1325361.2832801489,,,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260402,NONE,NO_CANDIDATE,,,,,0.0,1325361.2832801489,1325361.2832801489,,,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260403,NONE,NO_CANDIDATE,,,,,0.0,1325361.2832801489,1325361.2832801489,,,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,NO_CANDIDATE,0.0,False
reject_fd_warn_or_loss_overlay,20260407,B,B_RISK_FILTERED_SKIP,603090.SH,宏盛股份,sh_main,封单/流通市值偏高,0.0,1325361.2832801489,1325361.2832801489,b_conservative_daily_replay,,True,True,,,20260408.0,20260409.0,66.12606,68.31161999999999,False,0,False,500000.0,1325361.2832801489,0.0,HISTORICAL_SIM_FILLED,0.0251451337980819,True
reject_fd_warn_or_loss_overlay,20260408,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,1325361.2832801489,1325361.2832801489,,603090.SH 宏盛股份,False,False,,,,,,,False,0,False,500000.0,1325361.2832801489,0.0,POSITION_OCCUPIED_SKIP,0.0,False
