signal_date,status,strategy_leg,ts_code,name,buy_date,exit_date,account_return,equity_before,equity_after,blocked_by_leg,blocked_by_code,blocked_until,return_source,peak_equity,drawdown,entry_gate_enabled,l_chain_3_8_enabled
20250217,EXECUTED,D,603583.SH,捷昌驱动,20250217,20250219,0.1198523515647851,17118079.74569667,19169721.857491937,,,,D_T2_CLOSE;净收益×80%成交压力,19169721.857491937,0.0,True,False
20250218,SKIP_OCCUPIED,,,,,,0.0,19169721.857491937,19169721.857491937,D,603583.SH,20250219,,19169721.857491937,0.0,True,False
20250219,EXECUTED,D→A,920533.BJ,骏创科技,20250220,20250221,0.037770225131108504,19169721.857491937,19893766.567750137,,,,D_T1_RELAY(-0.021469)+A(0.060539),19893766.567750137,0.0,True,False
20250220,SKIP_OCCUPIED,,,,,,0.0,19893766.567750137,19893766.567750137,D→A,920533.BJ,20250221,,19893766.567750137,0.0,True,False
20250221,EXECUTED,D→C,603341.SH,龙旗科技,20250224,20250226,-0.053260656827678,19893766.567750137,18834211.493575264,,,,D_T1_RELAY(-0.027624)+C(-0.026365),19893766.567750137,-0.053260656827678,True,False
20250224,SKIP_OCCUPIED,,,,,,0.0,18834211.493575264,18834211.493575264,D→C,603341.SH,20250226,,19893766.567750137,-0.053260656827678,True,False
20250225,SKIP_OCCUPIED,,,,,,0.0,18834211.493575264,18834211.493575264,D→C,603341.SH,20250226,,19893766.567750137,-0.053260656827678,True,False
20250226,EXECUTED,D,688709.SH,成都华微,20250226,20250228,-0.032533435479336605,18834211.493575264,18221469.889144853,,,,D_T2_CLOSE;净收益×80%成交压力,19893766.567750137,-0.08406134016452427,True,False
20250227,SKIP_OCCUPIED,,,,,,0.0,18221469.889144853,18221469.889144853,D,688709.SH,20250228,,19893766.567750137,-0.08406134016452427,True,False
20250228,EXECUTED,A,920284.BJ,灵鸽科技,20250303,20250304,0.046871583481097094,18221469.889144853,19075539.036202203,,,,a_audit_dynamic_account_return,19893766.567750137,-0.04112984480648152,True,False
20250303,SKIP_OCCUPIED,,,,,,0.0,19075539.036202203,19075539.036202203,A,920284.BJ,20250304,,19893766.567750137,-0.04112984480648152,True,False
20250304,NO_CANDIDATE,,,,,,0.0,19075539.036202203,19075539.036202203,,,,,19893766.567750137,-0.04112984480648152,True,False
20250305,EXECUTED,A,920425.BJ,乐创技术,20250306,20250307,-0.007716757673360793,19075539.036202203,18928337.7239711,,,,a_audit_dynamic_account_return,19893766.567750137,-0.0485292134343277,True,False
20250306,SKIP_OCCUPIED,,,,,,0.0,18928337.7239711,18928337.7239711,A,920425.BJ,20250307,,19893766.567750137,-0.0485292134343277,True,False
20250307,NO_CANDIDATE,,,,,,0.0,18928337.7239711,18928337.7239711,,,,,19893766.567750137,-0.0485292134343277,True,False
20250310,EXECUTED,A,301225.SZ,恒勃股份,20250311,20250312,0.059796683388849206,18928337.7239711,20060189.54192861,,,,a_audit_dynamic_account_return,20060189.54192861,0.0,True,False
20250311,SKIP_OCCUPIED,,,,,,0.0,20060189.54192861,20060189.54192861,A,301225.SZ,20250312,,20060189.54192861,0.0,True,False
20250312,NO_CANDIDATE,,,,,,0.0,20060189.54192861,20060189.54192861,,,,,20060189.54192861,0.0,True,False
20250313,EXECUTED,E2,300810.SZ,中科海讯,20250314,20250317,0.11403598058431952,20060189.54192861,22347772.92704975,,,,E2_R1:36;first_time=after_1430,22347772.92704975,0.0,True,False
20250314,SKIP_OCCUPIED,,,,,,0.0,22347772.92704975,22347772.92704975,E2,300810.SZ,20250317,,22347772.92704975,0.0,True,False
20250317,EXECUTED,L,300353.SZ,东土科技,20250318,20250319,0.06438028321678327,22347772.92704975,23786528.877357572,,,,L_EXECUTED,23786528.877357572,0.0,True,False
20250318,SKIP_OCCUPIED,,,,,,0.0,23786528.877357572,23786528.877357572,L,300353.SZ,20250319,,23786528.877357572,0.0,True,False
20250319,NO_CANDIDATE,,,,,,0.0,23786528.877357572,23786528.877357572,,,,,23786528.877357572,0.0,True,False
20250320,EXECUTED,L,301079.SZ,邵阳液压,20250321,20250324,0.18887820926527513,23786528.877357572,28279285.85634963,,,,L_EXECUTED,28279285.85634963,0.0,True,False
20250321,SKIP_OCCUPIED,,,,,,0.0,28279285.85634963,28279285.85634963,L,301079.SZ,20250324,,28279285.85634963,0.0,True,False
20250324,NO_CANDIDATE,,,,,,0.0,28279285.85634963,28279285.85634963,,,,,28279285.85634963,0.0,True,False
20250325,NO_CANDIDATE,,,,,,0.0,28279285.85634963,28279285.85634963,,,,,28279285.85634963,0.0,True,False
20250326,EXECUTED,L,300198.SZ,纳川股份,20250327,20250328,0.07571787944408541,28279285.85634963,30420533.413585536,,,,L_EXECUTED,30420533.413585536,0.0,True,False
20250327,SKIP_OCCUPIED,,,,,,0.0,30420533.413585536,30420533.413585536,L,300198.SZ,20250328,,30420533.413585536,0.0,True,False
20250328,NO_CANDIDATE,,,,,,0.0,30420533.413585536,30420533.413585536,,,,,30420533.413585536,0.0,True,False
20250331,NO_CANDIDATE,,,,,,0.0,30420533.413585536,30420533.413585536,,,,,30420533.413585536,0.0,True,False
20250401,EXECUTED,L,301201.SZ,诚达药业,20250402,20250403,0.01978870458265139,30420533.413585536,31022516.36255366,,,,L_EXECUTED,31022516.36255366,0.0,True,False
20250402,SKIP_OCCUPIED,,,,,,0.0,31022516.36255366,31022516.36255366,L,301201.SZ,20250403,,31022516.36255366,0.0,True,False
20250403,NO_CANDIDATE,,,,,,0.0,31022516.36255366,31022516.36255366,,,,,31022516.36255366,0.0,True,False
20250407,EXECUTED,A,920087.BJ,秋乐种业,20250408,20250409,0.4892762848661409,31022516.36255366,46201097.91562298,,,,a_audit_dynamic_account_return,46201097.91562298,0.0,True,False
20250408,SKIP_OCCUPIED,,,,,,0.0,46201097.91562298,46201097.91562298,A,920087.BJ,20250409,,46201097.91562298,0.0,True,False
20250409,EXECUTED,D,920706.BJ,铁拓机械,20250409,20250411,0.03839764919564094,46201097.91562298,47975111.46584053,,,,D_T2_CLOSE;净收益×80%成交压力,47975111.46584053,0.0,True,False
20250410,SKIP_OCCUPIED,,,,,,0.0,47975111.46584053,47975111.46584053,D,920706.BJ,20250411,,47975111.46584053,0.0,True,False
20250411,NO_CANDIDATE,,,,,,0.0,47975111.46584053,47975111.46584053,,,,,47975111.46584053,0.0,True,False
20250414,NO_CANDIDATE,,,,,,0.0,47975111.46584053,47975111.46584053,,,,,47975111.46584053,0.0,True,False
20250415,EXECUTED,A,920273.BJ,一致魔芋,20250416,20250417,0.25774317032967037,47975111.46584053,60340368.7919656,,,,a_audit_dynamic_account_return,60340368.7919656,0.0,True,False
20250416,SKIP_OCCUPIED,,,,,,0.0,60340368.7919656,60340368.7919656,A,920273.BJ,20250417,,60340368.7919656,0.0,True,False
20250417,EXECUTED,C,002427.SZ,尤夫股份,20250418,20250422,0.14079649056791638,60340368.7919656,68836080.95744818,,,,c_conservative_daily_replay_fixed_hold3_close,68836080.95744818,0.0,True,False
20250418,SKIP_OCCUPIED,,,,,,0.0,68836080.95744818,68836080.95744818,C,002427.SZ,20250422,,68836080.95744818,0.0,True,False
20250421,SKIP_OCCUPIED,,,,,,0.0,68836080.95744818,68836080.95744818,C,002427.SZ,20250422,,68836080.95744818,0.0,True,False
20250422,NO_CANDIDATE,,,,,,0.0,68836080.95744818,68836080.95744818,,,,,68836080.95744818,0.0,True,False
20250423,EXECUTED,A,301000.SZ,肇民科技,20250424,20250425,0.06948058613966683,68836080.95744818,73618852.20992924,,,,a_audit_dynamic_account_return,73618852.20992924,0.0,True,False
20250424,SKIP_OCCUPIED,,,,,,0.0,73618852.20992924,73618852.20992924,A,301000.SZ,20250425,,73618852.20992924,0.0,True,False
20250425,NO_CANDIDATE,,,,,,0.0,73618852.20992924,73618852.20992924,,,,,73618852.20992924,0.0,True,False
20250428,NO_CANDIDATE,,,,,,0.0,73618852.20992924,73618852.20992924,,,,,73618852.20992924,0.0,True,False
20250429,EXECUTED,E2,300695.SZ,兆丰股份,20250430,20250506,0.09243449775728453,73618852.20992924,80423773.83942181,,,,E2_R1:25;first_time=1100_1330,80423773.83942181,0.0,True,False
20250430,SKIP_OCCUPIED,,,,,,0.0,80423773.83942181,80423773.83942181,E2,300695.SZ,20250506,,80423773.83942181,0.0,True,False
20250506,NO_CANDIDATE,,,,,,0.0,80423773.83942181,80423773.83942181,,,,,80423773.83942181,0.0,True,False
20250507,NO_CANDIDATE,,,,,,0.0,80423773.83942181,80423773.83942181,,,,,80423773.83942181,0.0,True,False
20250508,EXECUTED,A,302132.SZ,中航成飞,20250509,20250512,0.07055542057942062,80423773.83942181,86098107.02724642,,,,a_audit_dynamic_account_return,86098107.02724642,0.0,True,False
20250509,SKIP_OCCUPIED,,,,,,0.0,86098107.02724642,86098107.02724642,A,302132.SZ,20250512,,86098107.02724642,0.0,True,False
20250512,NO_CANDIDATE,,,,,,0.0,86098107.02724642,86098107.02724642,,,,,86098107.02724642,0.0,True,False
20250513,NO_CANDIDATE,,,,,,0.0,86098107.02724642,86098107.02724642,,,,,86098107.02724642,0.0,True,False
20250514,EXECUTED,E2,300946.SZ,恒而达,20250515,20250519,0.17400613578148472,86098107.02724642,101079705.92915826,,,,E2_R1:33;first_time=open_auction,101079705.92915826,0.0,True,False
20250515,SKIP_OCCUPIED,,,,,,0.0,101079705.92915826,101079705.92915826,E2,300946.SZ,20250519,,101079705.92915826,0.0,True,False
20250516,SKIP_OCCUPIED,,,,,,0.0,101079705.92915826,101079705.92915826,E2,300946.SZ,20250519,,101079705.92915826,0.0,True,False
20250519,NO_CANDIDATE,,,,,,0.0,101079705.92915826,101079705.92915826,,,,,101079705.92915826,0.0,True,False
20250520,NO_CANDIDATE,,,,,,0.0,101079705.92915826,101079705.92915826,,,,,101079705.92915826,0.0,True,False
20250521,EXECUTED,L,301662.SZ,宏工科技,20250522,20250523,0.007887612426035641,101079705.92915826,101876983.47366512,,,,L_EXECUTED,101876983.47366512,0.0,True,False
20250522,SKIP_OCCUPIED,,,,,,0.0,101876983.47366512,101876983.47366512,L,301662.SZ,20250523,,101876983.47366512,0.0,True,False
20250523,NO_CANDIDATE,,,,,,0.0,101876983.47366512,101876983.47366512,,,,,101876983.47366512,0.0,True,False
20250526,EXECUTED,L,300771.SZ,智莱科技,20250527,20250529,0.07571787944408541,101876983.47366512,109590892.62645116,,,,L_EXECUTED,109590892.62645116,0.0,True,False
20250527,SKIP_OCCUPIED,,,,,,0.0,109590892.62645116,109590892.62645116,L,300771.SZ,20250529,,109590892.62645116,0.0,True,False
20250528,SKIP_OCCUPIED,,,,,,0.0,109590892.62645116,109590892.62645116,L,300771.SZ,20250529,,109590892.62645116,0.0,True,False
20250529,EXECUTED,D,600571.SH,信雅达,20250529,20250603,-0.011270373831775702,109590892.62645116,108355762.29799308,,,,D_T2_CLOSE;净收益×80%成交压力,109590892.62645116,-0.011270373831775649,True,False
20250530,SKIP_OCCUPIED,,,,,,0.0,108355762.29799308,108355762.29799308,D,600571.SH,20250603,,109590892.62645116,-0.011270373831775649,True,False
20250603,EXECUTED,L,300945.SZ,曼卡龙,20250604,20250605,-0.01941322960841962,108355762.29799308,106252227.0051068,,,,L_EXECUTED,109590892.62645116,-0.030464809085226197,True,False
20250604,SKIP_OCCUPIED,,,,,,0.0,106252227.0051068,106252227.0051068,L,300945.SZ,20250605,,109590892.62645116,-0.030464809085226197,True,False
20250605,NO_CANDIDATE,,,,,,0.0,106252227.0051068,106252227.0051068,,,,,109590892.62645116,-0.030464809085226197,True,False
20250606,NO_CANDIDATE,,,,,,0.0,106252227.0051068,106252227.0051068,,,,,109590892.62645116,-0.030464809085226197,True,False
20250609,EXECUTED,L,300584.SZ,海辰药业,20250610,20250612,-0.039008894287976825,106252227.0051068,102107445.11400248,,,,L_EXECUTED,109590892.62645116,-0.06828530485609396,True,False
20250610,SKIP_OCCUPIED,,,,,,0.0,102107445.11400248,102107445.11400248,L,300584.SZ,20250612,,109590892.62645116,-0.06828530485609396,True,False
20250611,SKIP_OCCUPIED,,,,,,0.0,102107445.11400248,102107445.11400248,L,300584.SZ,20250612,,109590892.62645116,-0.06828530485609396,True,False
20250612,NO_CANDIDATE,,,,,,0.0,102107445.11400248,102107445.11400248,,,,,109590892.62645116,-0.06828530485609396,True,False
20250613,NO_CANDIDATE,,,,,,0.0,102107445.11400248,102107445.11400248,,,,,109590892.62645116,-0.06828530485609396,True,False
20250616,NO_CANDIDATE,,,,,,0.0,102107445.11400248,102107445.11400248,,,,,109590892.62645116,-0.06828530485609396,True,False
20250617,EXECUTED,A,300457.SZ,赢合科技,20250618,20250619,0.021113245376574656,102107445.11400248,104263264.65746954,,,,a_audit_dynamic_account_return,109590892.62645116,-0.048613783876560346,True,False
20250618,SKIP_OCCUPIED,,,,,,0.0,104263264.65746954,104263264.65746954,A,300457.SZ,20250619,,109590892.62645116,-0.048613783876560346,True,False
20250619,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250620,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250623,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250624,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250625,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250626,NO_CANDIDATE,,,,,,0.0,104263264.65746954,104263264.65746954,,,,,109590892.62645116,-0.048613783876560346,True,False
20250627,EXECUTED,E2,300697.SZ,电工合金,20250630,20250701,0.07767941061143199,104263264.65746954,112362373.60448553,,,,E2_R1:36;first_time=before_1000,112362373.60448553,0.0,True,False
20250630,SKIP_OCCUPIED,,,,,,0.0,112362373.60448553,112362373.60448553,E2,300697.SZ,20250701,,112362373.60448553,0.0,True,False
20250701,NO_CANDIDATE,,,,,,0.0,112362373.60448553,112362373.60448553,,,,,112362373.60448553,0.0,True,False
20250702,NO_CANDIDATE,,,,,,0.0,112362373.60448553,112362373.60448553,,,,,112362373.60448553,0.0,True,False
20250703,NO_CANDIDATE,,,,,,0.0,112362373.60448553,112362373.60448553,,,,,112362373.60448553,0.0,True,False
20250704,EXECUTED,L,300436.SZ,广生堂,20250707,20250708,0.08326240412284477,112362373.60448553,121717934.96374425,,,,L_EXECUTED,121717934.96374425,0.0,True,False
20250707,SKIP_OCCUPIED,,,,,,0.0,121717934.96374425,121717934.96374425,L,300436.SZ,20250708,,121717934.96374425,0.0,True,False
20250708,EXECUTED,E2,301526.SZ,国际复材,20250709,20250710,-0.0014851218699331572,121717934.96374425,121537168.9965665,,,,E2_R1:25;first_time=before_1000,121717934.96374425,-0.0014851218699331037,True,False
20250709,SKIP_OCCUPIED,,,,,,0.0,121537168.9965665,121537168.9965665,E2,301526.SZ,20250710,,121717934.96374425,-0.0014851218699331037,True,False
20250710,NO_CANDIDATE,,,,,,0.0,121537168.9965665,121537168.9965665,,,,,121717934.96374425,-0.0014851218699331037,True,False
20250711,NO_CANDIDATE,,,,,,0.0,121537168.9965665,121537168.9965665,,,,,121717934.96374425,-0.0014851218699331037,True,False
20250714,NO_CANDIDATE,,,,,,0.0,121537168.9965665,121537168.9965665,,,,,121717934.96374425,-0.0014851218699331037,True,False
20250715,EXECUTED,A,300378.SZ,鼎捷数智,20250716,20250717,-0.010992377945266162,121537168.9965665,120201186.50055856,,,,a_audit_dynamic_account_return,121717934.96374425,-0.012461174794310192,True,False
20250716,SKIP_OCCUPIED,,,,,,0.0,120201186.50055856,120201186.50055856,A,300378.SZ,20250717,,121717934.96374425,-0.012461174794310192,True,False
20250717,NO_CANDIDATE,,,,,,0.0,120201186.50055856,120201186.50055856,,,,,121717934.96374425,-0.012461174794310192,True,False
20250718,NO_CANDIDATE,,,,,,0.0,120201186.50055856,120201186.50055856,,,,,121717934.96374425,-0.012461174794310192,True,False
20250721,EXECUTED,D,603977.SH,国泰集团,20250721,20250723,-0.0268436585365853,120201186.50055856,116974546.89444515,,,,D_T2_CLOSE;净收益×80%成交压力,121717934.96374425,-0.038970329809752347,True,False
20250722,SKIP_OCCUPIED,,,,,,0.0,116974546.89444515,116974546.89444515,D,603977.SH,20250723,,121717934.96374425,-0.038970329809752347,True,False
20250723,NO_CANDIDATE,,,,,,0.0,116974546.89444515,116974546.89444515,,,,,121717934.96374425,-0.038970329809752347,True,False
20250724,NO_CANDIDATE,,,,,,0.0,116974546.89444515,116974546.89444515,,,,,121717934.96374425,-0.038970329809752347,True,False
20250725,EXECUTED,A,300781.SZ,因赛集团,20250728,20250729,0.012058560821531606,116974546.89444515,118385091.58274291,,,,a_audit_dynamic_account_return,121717934.96374425,-0.02738169508046684,True,False
20250728,SKIP_OCCUPIED,,,,,,0.0,118385091.58274291,118385091.58274291,A,300781.SZ,20250729,,121717934.96374425,-0.02738169508046684,True,False
20250729,EXECUTED,L,300528.SZ,幸福蓝海,20250730,20250731,0.022984924910052183,118385091.58274291,121106164.02324192,,,,L_EXECUTED,121717934.96374425,-0.005026136375749002,True,False
20250730,SKIP_OCCUPIED,,,,,,0.0,121106164.02324192,121106164.02324192,L,300528.SZ,20250731,,121717934.96374425,-0.005026136375749002,True,False
20250731,EXECUTED,E2,301171.SZ,易点天下,20250801,20250804,-0.04907053288440864,121106164.02324192,115163420.01903485,,,,E2_R1:36;first_time=1000_1100,121717934.96374425,-0.053850034069849895,True,False
20250801,SKIP_OCCUPIED,,,,,,0.0,115163420.01903485,115163420.01903485,E2,301171.SZ,20250804,,121717934.96374425,-0.053850034069849895,True,False
20250804,NO_CANDIDATE,,,,,,0.0,115163420.01903485,115163420.01903485,,,,,121717934.96374425,-0.053850034069849895,True,False
20250805,NO_CANDIDATE,,,,,,0.0,115163420.01903485,115163420.01903485,,,,,121717934.96374425,-0.053850034069849895,True,False
20250806,NO_CANDIDATE,,,,,,0.0,115163420.01903485,115163420.01903485,,,,,121717934.96374425,-0.053850034069849895,True,False
20250807,EXECUTED,E2,300322.SZ,硕贝德,20250808,20250811,0.022315407652287088,115163420.01903485,117733338.68339117,,,,E2_R1:36;first_time=1100_1330,121717934.96374425,-0.0327363118799211,True,False
20250808,SKIP_OCCUPIED,,,,,,0.0,117733338.68339117,117733338.68339117,E2,300322.SZ,20250811,,121717934.96374425,-0.0327363118799211,True,False
20250811,EXECUTED,E2,300870.SZ,欧陆通,20250812,20250814,0.22303621230422166,117733338.68339117,143992136.60526484,,,,E2_R1:33;first_time=1000_1100,143992136.60526484,0.0,True,False
20250812,SKIP_OCCUPIED,,,,,,0.0,143992136.60526484,143992136.60526484,E2,300870.SZ,20250814,,143992136.60526484,0.0,True,False
20250813,SKIP_OCCUPIED,,,,,,0.0,143992136.60526484,143992136.60526484,E2,300870.SZ,20250814,,143992136.60526484,0.0,True,False
20250814,NO_CANDIDATE,,,,,,0.0,143992136.60526484,143992136.60526484,,,,,143992136.60526484,0.0,True,False
20250815,EXECUTED,E2,300539.SZ,横河精密,20250818,20250819,0.10156773861852436,143992136.60526484,158617092.29911122,,,,E2_R1:25;first_time=after_1430,158617092.29911122,0.0,True,False
20250818,SKIP_OCCUPIED,,,,,,0.0,158617092.29911122,158617092.29911122,E2,300539.SZ,20250819,,158617092.29911122,0.0,True,False
20250819,EXECUTED,C,605376.SH,博迁新材,20250820,20250822,0.030756288800984688,158617092.29911122,163495565.39863512,,,,c_conservative_daily_replay_fixed_hold3_close,163495565.39863512,0.0,True,False
20250820,SKIP_OCCUPIED,,,,,,0.0,163495565.39863512,163495565.39863512,C,605376.SH,20250822,,163495565.39863512,0.0,True,False
20250821,SKIP_OCCUPIED,,,,,,0.0,163495565.39863512,163495565.39863512,C,605376.SH,20250822,,163495565.39863512,0.0,True,False
20250822,EXECUTED,E2,300113.SZ,顺网科技,20250825,20250826,0.017990378718697853,163495565.39863512,166436912.5389842,,,,E2_R1:36;first_time=1000_1100,166436912.5389842,0.0,True,False
20250825,SKIP_OCCUPIED,,,,,,0.0,166436912.5389842,166436912.5389842,E2,300113.SZ,20250826,,166436912.5389842,0.0,True,False
20250826,NO_CANDIDATE,,,,,,0.0,166436912.5389842,166436912.5389842,,,,,166436912.5389842,0.0,True,False
20250827,NO_CANDIDATE,,,,,,0.0,166436912.5389842,166436912.5389842,,,,,166436912.5389842,0.0,True,False
20250828,NO_CANDIDATE,,,,,,0.0,166436912.5389842,166436912.5389842,,,,,166436912.5389842,0.0,True,False
20250829,EXECUTED,E2,300955.SZ,嘉亨家化,20250901,20250902,0.08229639253119768,166436912.5389842,180134070.02497306,,,,E2_R1:23;first_time=before_1000,180134070.02497306,0.0,True,False
20250901,SKIP_OCCUPIED,,,,,,0.0,180134070.02497306,180134070.02497306,E2,300955.SZ,20250902,,180134070.02497306,0.0,True,False
20250902,EXECUTED,A,920274.BJ,宏裕包材,20250903,20250904,0.5136181519228676,180134070.02497306,272654198.16954416,,,,a_audit_dynamic_account_return,272654198.16954416,0.0,True,False
20250903,SKIP_OCCUPIED,,,,,,0.0,272654198.16954416,272654198.16954416,A,920274.BJ,20250904,,272654198.16954416,0.0,True,False
20250904,EXECUTED,E2,603595.SH,东尼电子,20250905,20250908,0.029818002867650246,272654198.16954416,280784201.8324405,,,,E2_R1:25;first_time=after_1430,280784201.8324405,0.0,True,False
20250905,SKIP_OCCUPIED,,,,,,0.0,280784201.8324405,280784201.8324405,E2,603595.SH,20250908,,280784201.8324405,0.0,True,False
20250908,NO_CANDIDATE,,,,,,0.0,280784201.8324405,280784201.8324405,,,,,280784201.8324405,0.0,True,False
20250909,NO_CANDIDATE,,,,,,0.0,280784201.8324405,280784201.8324405,,,,,280784201.8324405,0.0,True,False
20250910,NO_CANDIDATE,,,,,,0.0,280784201.8324405,280784201.8324405,,,,,280784201.8324405,0.0,True,False
20250911,EXECUTED,E2,688195.SH,腾景科技,20250912,20250916,0.1162269504814072,280784201.8324405,313418893.35478103,,,,E2_R1:33;first_time=1100_1330,313418893.35478103,0.0,True,False
20250912,SKIP_OCCUPIED,,,,,,0.0,313418893.35478103,313418893.35478103,E2,688195.SH,20250916,,313418893.35478103,0.0,True,False
20250915,SKIP_OCCUPIED,,,,,,0.0,313418893.35478103,313418893.35478103,E2,688195.SH,20250916,,313418893.35478103,0.0,True,False
20250916,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250917,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250918,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250919,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250922,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250923,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250924,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250925,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250926,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250929,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20250930,NO_CANDIDATE,,,,,,0.0,313418893.35478103,313418893.35478103,,,,,313418893.35478103,0.0,True,False
20251009,EXECUTED,E2,688691.SH,灿芯股份,20251010,20251013,0.12216459890109889,313418893.35478103,351707586.74949414,,,,E2_R1:3;first_time=before_1000,351707586.74949414,0.0,True,False
20251010,SKIP_OCCUPIED,,,,,,0.0,351707586.74949414,351707586.74949414,E2,688691.SH,20251013,,351707586.74949414,0.0,True,False
20251013,NO_CANDIDATE,,,,,,0.0,351707586.74949414,351707586.74949414,,,,,351707586.74949414,0.0,True,False
20251014,EXECUTED,A,301323.SZ,新莱福,20251015,20251016,-0.0736402344750605,351707586.74949414,325807757.5946037,,,,a_audit_dynamic_account_return,351707586.74949414,-0.07364023447506052,True,False
20251015,SKIP_OCCUPIED,,,,,,0.0,325807757.5946037,325807757.5946037,A,301323.SZ,20251016,,351707586.74949414,-0.07364023447506052,True,False
20251016,NO_CANDIDATE,,,,,,0.0,325807757.5946037,325807757.5946037,,,,,351707586.74949414,-0.07364023447506052,True,False
20251017,EXECUTED,A,300300.SZ,海峡创新,20251020,20251021,0.03365107202575985,325807757.5946037,336771537.91197103,,,,a_audit_dynamic_account_return,351707586.74949414,-0.042467235283614735,True,False
20251020,SKIP_OCCUPIED,,,,,,0.0,336771537.91197103,336771537.91197103,A,300300.SZ,20251021,,351707586.74949414,-0.042467235283614735,True,False
20251021,EXECUTED,A,301231.SZ,荣信文化,20251022,20251023,0.1302359629954091,336771537.91197103,380631303.4613815,,,,a_audit_dynamic_account_return,380631303.4613815,0.0,True,False
20251022,SKIP_OCCUPIED,,,,,,0.0,380631303.4613815,380631303.4613815,A,301231.SZ,20251023,,380631303.4613815,0.0,True,False
20251023,EXECUTED,L,300528.SZ,幸福蓝海,20251024,20251027,-0.01456652445125194,380631303.4613815,375086828.2725994,,,,L_EXECUTED,380631303.4613815,-0.01456652445125195,True,False
20251024,SKIP_OCCUPIED,,,,,,0.0,375086828.2725994,375086828.2725994,L,300528.SZ,20251027,,380631303.4613815,-0.01456652445125195,True,False
20251027,NO_CANDIDATE,,,,,,0.0,375086828.2725994,375086828.2725994,,,,,380631303.4613815,-0.01456652445125195,True,False
20251028,NO_CANDIDATE,,,,,,0.0,375086828.2725994,375086828.2725994,,,,,380631303.4613815,-0.01456652445125195,True,False
20251029,NO_CANDIDATE,,,,,,0.0,375086828.2725994,375086828.2725994,,,,,380631303.4613815,-0.01456652445125195,True,False
20251030,NO_CANDIDATE,,,,,,0.0,375086828.2725994,375086828.2725994,,,,,380631303.4613815,-0.01456652445125195,True,False
20251031,EXECUTED,L,300204.SZ,舒泰神,20251103,20251104,-0.043123244505494374,375086828.2725994,358911867.2662097,,,,L_EXECUTED,380631303.4613815,-0.0570616131612397,True,False
20251103,SKIP_OCCUPIED,,,,,,0.0,358911867.2662097,358911867.2662097,L,300204.SZ,20251104,,380631303.4613815,-0.0570616131612397,True,False
20251104,EXECUTED,L,300402.SZ,宝色股份,20251105,20251106,0.00176525401521553,358911867.2662097,359545437.88100994,,,,L_EXECUTED,380631303.4613815,-0.055397087387771604,True,False
20251105,SKIP_OCCUPIED,,,,,,0.0,359545437.88100994,359545437.88100994,L,300402.SZ,20251106,,380631303.4613815,-0.055397087387771604,True,False
20251106,EXECUTED,A,300437.SZ,清水源,20251107,20251110,0.3626629335254422,359545437.88100994,489939241.1186266,,,,a_audit_dynamic_account_return,489939241.1186266,0.0,True,False
20251107,SKIP_OCCUPIED,,,,,,0.0,489939241.1186266,489939241.1186266,A,300437.SZ,20251110,,489939241.1186266,0.0,True,False
20251110,EXECUTED,L,300997.SZ,欢乐家,20251111,20251112,0.13737863102282336,489939241.1186266,557246423.3478645,,,,L_EXECUTED,557246423.3478645,0.0,True,False
20251111,SKIP_OCCUPIED,,,,,,0.0,557246423.3478645,557246423.3478645,L,300997.SZ,20251112,,557246423.3478645,0.0,True,False
20251112,NO_CANDIDATE,,,,,,0.0,557246423.3478645,557246423.3478645,,,,,557246423.3478645,0.0,True,False
