signal_date,status,strategy_leg,ts_code,name,buy_date,exit_date,account_return,equity_before,equity_after,blocked_by_leg,blocked_by_code,blocked_until,return_source,peak_equity,drawdown,entry_gate_enabled,m_enabled,n_enabled
20240702,SKIP_OCCUPIED,,,,,,0.0,820573.5318257756,820573.5318257756,M,301119.SZ,20240703,,909740.5878034213,-0.09801371640781742,True,True,True
20240703,EXECUTED,M,600539.SH,狮头股份,20240704,20240705,-0.06696230452240064,820573.5318257756,765626.0371046363,,,,M兜底:weak;流通市值最小,909740.5878034213,-0.1584127966047455,True,True,True
20240704,SKIP_OCCUPIED,,,,,,0.0,765626.0371046363,765626.0371046363,M,600539.SH,20240705,,909740.5878034213,-0.1584127966047455,True,True,True
20240705,EXECUTED,E,300417.SZ,南华仪器,20240708,20240710,0.018126729078613568,765626.0371046363,779504.3328547647,,,,E_R1:33;first_time=before_1000,909740.5878034213,-0.14315757337277157,True,True,True
20240708,SKIP_OCCUPIED,,,,,,0.0,779504.3328547647,779504.3328547647,E,300417.SZ,20240710,,909740.5878034213,-0.14315757337277157,True,True,True
20240709,SKIP_OCCUPIED,,,,,,0.0,779504.3328547647,779504.3328547647,E,300417.SZ,20240710,,909740.5878034213,-0.14315757337277157,True,True,True
20240710,EXECUTED,N,002920.SZ,德赛西威,20240711,20240712,0.026114280654441765,779504.3328547647,799860.5277742873,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;FIXED_CLOSE;前复权;日期化显式费用,909740.5878034213,-0.12078174976719536,True,True,True
20240711,SKIP_OCCUPIED,,,,,,0.0,799860.5277742873,799860.5277742873,N,002920.SZ,20240712,,909740.5878034213,-0.12078174976719536,True,True,True
20240712,EXECUTED,A,300582.SZ,英飞特,20240715,20240716,0.0304353920828418,799860.5277742873,824204.5965486864,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),909740.5878034213,-0.09402239759496989,True,True,True
20240715,SKIP_OCCUPIED,,,,,,0.0,824204.5965486864,824204.5965486864,A,300582.SZ,20240716,,909740.5878034213,-0.09402239759496989,True,True,True
20240716,EXECUTED,N,688256.SH,寒武纪-U,20240717,20240718,0.017332646424140622,824204.5965486864,838490.2434018162,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;FIXED_CLOSE;前复权;日期化显式费用,909740.5878034213,-0.07831940814429295,True,True,True
20240717,SKIP_OCCUPIED,,,,,,0.0,838490.2434018162,838490.2434018162,N,688256.SH,20240718,,909740.5878034213,-0.07831940814429295,True,True,True
20240718,EXECUTED,M,920553.BJ,凯腾精工,20240719,20240722,0.00488618524332807,838490.2434018162,842587.2620558009,,,,M兜底:weak;流通市值最小,909740.5878034213,-0.07381590603730548,True,True,True
20240719,SKIP_OCCUPIED,,,,,,0.0,842587.2620558009,842587.2620558009,M,920553.BJ,20240722,,909740.5878034213,-0.07381590603730548,True,True,True
20240722,NO_CANDIDATE,,,,,,0.0,842587.2620558009,842587.2620558009,,,,,909740.5878034213,-0.07381590603730548,True,True,True
20240723,EXECUTED,M,001379.SZ,腾达科技,20240724,20240725,0.23515125195139122,842587.2620558009,1040722.7116065174,,,,M兜底:weak;流通市值最小,1040722.7116065174,0.0,True,True,True
20240724,SKIP_OCCUPIED,,,,,,0.0,1040722.7116065174,1040722.7116065174,M,001379.SZ,20240725,,1040722.7116065174,0.0,True,True,True
20240725,EXECUTED,N,600611.SH,大众交通,20240726,20240729,0.10470599618064874,1040722.7116065174,1149692.6198731037,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;INTRADAY_LIMIT_UP_MINUS_OFFSET;前复权;日期化显式费用,1149692.6198731037,0.0,True,True,True
20240726,SKIP_OCCUPIED,,,,,,0.0,1149692.6198731037,1149692.6198731037,N,600611.SH,20240729,,1149692.6198731037,0.0,True,True,True
20240729,NO_CANDIDATE,,,,,,0.0,1149692.6198731037,1149692.6198731037,,,,,1149692.6198731037,0.0,True,True,True
20240730,NO_CANDIDATE,,,,,,0.0,1149692.6198731037,1149692.6198731037,,,,,1149692.6198731037,0.0,True,True,True
20240731,NO_CANDIDATE,,,,,,0.0,1149692.6198731037,1149692.6198731037,,,,,1149692.6198731037,0.0,True,True,True
20240801,NO_CANDIDATE,,,,,,0.0,1149692.6198731037,1149692.6198731037,,,,,1149692.6198731037,0.0,True,True,True
20240802,EXECUTED,A,300149.SZ,睿智医药,20240805,20240806,0.22568833154417828,1149692.6198731037,1409164.8290409197,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),1409164.8290409197,0.0,True,True,True
20240805,SKIP_OCCUPIED,,,,,,0.0,1409164.8290409197,1409164.8290409197,A,300149.SZ,20240806,,1409164.8290409197,0.0,True,True,True
20240806,NO_CANDIDATE,,,,,,0.0,1409164.8290409197,1409164.8290409197,,,,,1409164.8290409197,0.0,True,True,True
20240807,NO_CANDIDATE,,,,,,0.0,1409164.8290409197,1409164.8290409197,,,,,1409164.8290409197,0.0,True,True,True
20240808,NO_CANDIDATE,,,,,,0.0,1409164.8290409197,1409164.8290409197,,,,,1409164.8290409197,0.0,True,True,True
20240809,NO_CANDIDATE,,,,,,0.0,1409164.8290409197,1409164.8290409197,,,,,1409164.8290409197,0.0,True,True,True
20240812,EXECUTED,N,300147.SZ,香雪制药,20240813,20240814,0.05425105219780241,1409164.8290409197,1485613.5037365258,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;FIXED_CLOSE;前复权;日期化显式费用,1485613.5037365258,0.0,True,True,True
20240813,SKIP_OCCUPIED,,,,,,0.0,1485613.5037365258,1485613.5037365258,N,300147.SZ,20240814,,1485613.5037365258,0.0,True,True,True
20240814,NO_CANDIDATE,,,,,,0.0,1485613.5037365258,1485613.5037365258,,,,,1485613.5037365258,0.0,True,True,True
20240815,NO_CANDIDATE,,,,,,0.0,1485613.5037365258,1485613.5037365258,,,,,1485613.5037365258,0.0,True,True,True
20240816,EXECUTED,M,301578.SZ,辰奕智能,20240819,20240820,0.07917260325881025,1485613.5037365258,1603233.3922637887,,,,M兜底:weak;流通市值最小,1603233.3922637887,0.0,True,True,True
20240819,SKIP_OCCUPIED,,,,,,0.0,1603233.3922637887,1603233.3922637887,M,301578.SZ,20240820,,1603233.3922637887,0.0,True,True,True
20240820,EXECUTED,M,920374.BJ,云里物里,20240821,20240822,-0.05510476463834669,1603233.3922637887,1514887.5935227545,,,,M兜底:weak;流通市值最小,1603233.3922637887,-0.05510476463834668,True,True,True
20240821,SKIP_OCCUPIED,,,,,,0.0,1514887.5935227545,1514887.5935227545,M,920374.BJ,20240822,,1603233.3922637887,-0.05510476463834668,True,True,True
20240822,EXECUTED,N,000810.SZ,创维数字,20240823,20240826,0.14688568661216844,1514887.5935227545,1737402.8978375997,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;INTRADAY_LIMIT_UP_MINUS_OFFSET;前复权;日期化显式费用,1737402.8978375997,0.0,True,True,True
20240823,SKIP_OCCUPIED,,,,,,0.0,1737402.8978375997,1737402.8978375997,N,000810.SZ,20240826,,1737402.8978375997,0.0,True,True,True
20240826,NO_CANDIDATE,,,,,,0.0,1737402.8978375997,1737402.8978375997,,,,,1737402.8978375997,0.0,True,True,True
20240827,EXECUTED,M,920149.BJ,旭杰科技,20240828,20240829,-0.05506749949627236,1737402.8978375997,1641728.4646361056,,,,M兜底:weak;流通市值最小,1737402.8978375997,-0.05506749949627232,True,True,True
20240828,SKIP_OCCUPIED,,,,,,0.0,1641728.4646361056,1641728.4646361056,M,920149.BJ,20240829,,1737402.8978375997,-0.05506749949627232,True,True,True
20240829,EXECUTED,E,300438.SZ,鹏辉能源,20240830,20240902,0.006221465701834597,1641728.4646361056,1651942.4219705649,,,,E_R1:23;first_time=1000_1100,1737402.8978375997,-0.04918863435383947,True,True,True
20240830,SKIP_OCCUPIED,,,,,,0.0,1651942.4219705649,1651942.4219705649,E,300438.SZ,20240902,,1737402.8978375997,-0.04918863435383947,True,True,True
20240902,EXECUTED,M,000820.SZ,神雾节能,20240903,20240904,-0.02064877430262042,1651942.4219705649,1617831.8357383704,,,,M兜底:weak;流通市值最小,1737402.8978375997,-0.06882172364743344,True,True,True
20240903,SKIP_OCCUPIED,,,,,,0.0,1617831.8357383704,1617831.8357383704,M,000820.SZ,20240904,,1737402.8978375997,-0.06882172364743344,True,True,True
20240904,NO_CANDIDATE,,,,,,0.0,1617831.8357383704,1617831.8357383704,,,,,1737402.8978375997,-0.06882172364743344,True,True,True
20240905,NO_CANDIDATE,,,,,,0.0,1617831.8357383704,1617831.8357383704,,,,,1737402.8978375997,-0.06882172364743344,True,True,True
20240906,EXECUTED,A,300905.SZ,宝丽迪,20240909,20240910,0.11260484620879116,1617831.8357383704,1800007.540793376,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),1800007.540793376,0.0,True,True,True
20240909,SKIP_OCCUPIED,,,,,,0.0,1800007.540793376,1800007.540793376,A,300905.SZ,20240910,,1800007.540793376,0.0,True,True,True
20240910,EXECUTED,A,300134.SZ,大富科技,20240911,20240912,0.05739355964835177,1800007.540793376,1903316.3809533834,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),1903316.3809533834,0.0,True,True,True
20240911,SKIP_OCCUPIED,,,,,,0.0,1903316.3809533834,1903316.3809533834,A,300134.SZ,20240912,,1903316.3809533834,0.0,True,True,True
20240912,EXECUTED,N,000158.SZ,常山北明,20240913,20240918,0.08619997388776272,1903316.3809533834,2067382.2032917163,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;INTRADAY_LIMIT_UP_MINUS_OFFSET;前复权;日期化显式费用,2067382.2032917163,0.0,True,True,True
20240913,SKIP_OCCUPIED,,,,,,0.0,2067382.2032917163,2067382.2032917163,N,000158.SZ,20240918,,2067382.2032917163,0.0,True,True,True
20240918,EXECUTED,M,600107.SH,美尔雅,20240919,20240920,-0.007808089665944783,2067382.2032917163,2051239.897674636,,,,M兜底:weak;流通市值最小,2067382.2032917163,-0.007808089665944817,True,True,True
20240919,SKIP_OCCUPIED,,,,,,0.0,2051239.897674636,2051239.897674636,M,600107.SH,20240920,,2067382.2032917163,-0.007808089665944817,True,True,True
20240920,EXECUTED,A,300085.SZ,银之杰,20240923,20240924,0.1955185624886879,2051239.897674636,2452295.373787424,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),2452295.373787424,0.0,True,True,True
20240923,SKIP_OCCUPIED,,,,,,0.0,2452295.373787424,2452295.373787424,A,300085.SZ,20240924,,2452295.373787424,0.0,True,True,True
20240924,EXECUTED,E,300803.SZ,指南针,20240925,20240926,0.10562749345335536,2452295.373787424,2711325.187327849,,,,E_R1:36;first_time=1100_1330,2711325.187327849,0.0,True,True,True
20240925,SKIP_OCCUPIED,,,,,,0.0,2711325.187327849,2711325.187327849,E,300803.SZ,20240926,,2711325.187327849,0.0,True,True,True
20240926,EXECUTED,C,002036.SZ,联创电子,20240927,20241008,0.21575685510355055,2711325.187327849,3296312.1829087506,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),3296312.1829087506,0.0,True,True,True
20240927,SKIP_OCCUPIED,,,,,,0.0,3296312.1829087506,3296312.1829087506,C,002036.SZ,20241008,,3296312.1829087506,0.0,True,True,True
20240930,SKIP_OCCUPIED,,,,,,0.0,3296312.1829087506,3296312.1829087506,C,002036.SZ,20241008,,3296312.1829087506,0.0,True,True,True
20241008,NO_CANDIDATE,,,,,,0.0,3296312.1829087506,3296312.1829087506,,,,,3296312.1829087506,0.0,True,True,True
20241009,NO_CANDIDATE,,,,,,0.0,3296312.1829087506,3296312.1829087506,,,,,3296312.1829087506,0.0,True,True,True
20241010,EXECUTED,N,002423.SZ,中粮资本,20241011,20241014,0.12576344532080838,3296312.1829087506,3710867.7598843095,,,,N双分支:SUPPLEMENT:CHAIN_3_8_MIXED_AMOUNT_DESC;INTRADAY_LIMIT_UP_MINUS_OFFSET;前复权;日期化显式费用,3710867.7598843095,0.0,True,True,True
20241011,SKIP_OCCUPIED,,,,,,0.0,3710867.7598843095,3710867.7598843095,N,002423.SZ,20241014,,3710867.7598843095,0.0,True,True,True
20241014,EXECUTED,D,000801.SZ,四川九洲,20241014,20241016,0.08770565217391312,3710867.7598843095,4036331.8368961103,,,,D_T2_CLOSE;净收益×80%成交压力,4036331.8368961103,0.0,True,True,True
20241015,SKIP_OCCUPIED,,,,,,0.0,4036331.8368961103,4036331.8368961103,D,000801.SZ,20241016,,4036331.8368961103,0.0,True,True,True
20241016,NO_CANDIDATE,,,,,,0.0,4036331.8368961103,4036331.8368961103,,,,,4036331.8368961103,0.0,True,True,True
20241017,NO_CANDIDATE,,,,,,0.0,4036331.8368961103,4036331.8368961103,,,,,4036331.8368961103,0.0,True,True,True
20241018,EXECUTED,D,300623.SZ,捷捷微电,20241018,20241022,0.05390543726235739,4036331.8368961103,4253912.069499969,,,,D_T2_CLOSE;净收益×80%成交压力,4253912.069499969,0.0,True,True,True
20241021,SKIP_OCCUPIED,,,,,,0.0,4253912.069499969,4253912.069499969,D,300623.SZ,20241022,,4253912.069499969,0.0,True,True,True
20241022,NO_CANDIDATE,,,,,,0.0,4253912.069499969,4253912.069499969,,,,,4253912.069499969,0.0,True,True,True
20241023,EXECUTED,D,600764.SH,中国海防,20241023,20241025,0.034048610038610004,4253912.069499969,4398751.862692909,,,,D_T2_CLOSE;净收益×80%成交压力,4398751.862692909,0.0,True,True,True
20241024,SKIP_OCCUPIED,,,,,,0.0,4398751.862692909,4398751.862692909,D,600764.SH,20241025,,4398751.862692909,0.0,True,True,True
20241025,NO_CANDIDATE,,,,,,0.0,4398751.862692909,4398751.862692909,,,,,4398751.862692909,0.0,True,True,True
20241028,NO_CANDIDATE,,,,,,0.0,4398751.862692909,4398751.862692909,,,,,4398751.862692909,0.0,True,True,True
20241029,EXECUTED,D,002474.SZ,榕基软件,20241029,20241031,0.011213389830508468,4398751.862692909,4448076.782096961,,,,D_T2_CLOSE;净收益×80%成交压力,4448076.782096961,0.0,True,True,True
20241030,SKIP_OCCUPIED,,,,,,0.0,4448076.782096961,4448076.782096961,D,002474.SZ,20241031,,4448076.782096961,0.0,True,True,True
20241031,NO_CANDIDATE,,,,,,0.0,4448076.782096961,4448076.782096961,,,,,4448076.782096961,0.0,True,True,True
20241101,EXECUTED,D,920726.BJ,朱老六,20241101,20241105,0.4540270648464164,4448076.782096961,6467624.027683937,,,,D_T2_CLOSE;净收益×80%成交压力,6467624.027683937,0.0,True,True,True
20241104,SKIP_OCCUPIED,,,,,,0.0,6467624.027683937,6467624.027683937,D,920726.BJ,20241105,,6467624.027683937,0.0,True,True,True
20241105,NO_CANDIDATE,,,,,,0.0,6467624.027683937,6467624.027683937,,,,,6467624.027683937,0.0,True,True,True
20241106,NO_CANDIDATE,,,,,,0.0,6467624.027683937,6467624.027683937,,,,,6467624.027683937,0.0,True,True,True
20241107,NO_CANDIDATE,,,,,,0.0,6467624.027683937,6467624.027683937,,,,,6467624.027683937,0.0,True,True,True
20241108,EXECUTED,D,688010.SH,福光股份,20241108,20241112,0.13017906474820143,6467624.027683937,7309573.274750828,,,,D_T2_CLOSE;净收益×80%成交压力,7309573.274750828,0.0,True,True,True
20241111,SKIP_OCCUPIED,,,,,,0.0,7309573.274750828,7309573.274750828,D,688010.SH,20241112,,7309573.274750828,0.0,True,True,True
20241112,NO_CANDIDATE,,,,,,0.0,7309573.274750828,7309573.274750828,,,,,7309573.274750828,0.0,True,True,True
20241113,NO_CANDIDATE,,,,,,0.0,7309573.274750828,7309573.274750828,,,,,7309573.274750828,0.0,True,True,True
20241114,EXECUTED,A,920436.BJ,大地电气,20241115,20241118,0.14693321151464406,7309573.274750828,8383592.35081158,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),8383592.35081158,0.0,True,True,True
20241115,SKIP_OCCUPIED,,,,,,0.0,8383592.35081158,8383592.35081158,A,920436.BJ,20241118,,8383592.35081158,0.0,True,True,True
20241118,NO_CANDIDATE,,,,,,0.0,8383592.35081158,8383592.35081158,,,,,8383592.35081158,0.0,True,True,True
20241119,EXECUTED,C,002366.SZ,融发核电,20241120,20241122,0.1774438434065936,8383592.35081158,9871209.199093707,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),9871209.199093707,0.0,True,True,True
20241120,SKIP_OCCUPIED,,,,,,0.0,9871209.199093707,9871209.199093707,C,002366.SZ,20241122,,9871209.199093707,0.0,True,True,True
20241121,SKIP_OCCUPIED,,,,,,0.0,9871209.199093707,9871209.199093707,C,002366.SZ,20241122,,9871209.199093707,0.0,True,True,True
20241122,EXECUTED,E,300220.SZ,金运激光,20241125,20241126,0.07951313816671145,9871209.199093707,10656100.020013757,,,,E_R1:25;first_time=before_1000,10656100.020013757,0.0,True,True,True
20241125,SKIP_OCCUPIED,,,,,,0.0,10656100.020013757,10656100.020013757,E,300220.SZ,20241126,,10656100.020013757,0.0,True,True,True
20241126,EXECUTED,E,002584.SZ,西陇科学,20241127,20241128,-0.026770565934065665,10656100.020013757,10370830.19182798,,,,E_R1:25;first_time=1100_1330,10656100.020013757,-0.02677056593406557,True,True,True
20241127,SKIP_OCCUPIED,,,,,,0.0,10370830.19182798,10370830.19182798,E,002584.SZ,20241128,,10656100.020013757,-0.02677056593406557,True,True,True
20241128,EXECUTED,N,920802.BJ,保丽洁,20241129,20241202,-0.07591112838614848,10370830.19182798,9583568.769665182,,,,N双分支:CURRENT:LOW_HEIGHT_RETREAT_FIRST_TIME;FIXED_CLOSE;前复权;日期化显式费用,10656100.020013757,-0.10064951045262338,True,True,True
20241129,SKIP_OCCUPIED,,,,,,0.0,9583568.769665182,9583568.769665182,N,920802.BJ,20241202,,10656100.020013757,-0.10064951045262338,True,True,True
20241202,NO_CANDIDATE,,,,,,0.0,9583568.769665182,9583568.769665182,,,,,10656100.020013757,-0.10064951045262338,True,True,True
20241203,EXECUTED,D,002599.SZ,盛通股份,20241203,20241205,0.013390733944954132,9583568.769665182,9711899.78930294,,,,D_T2_CLOSE;净收益×80%成交压力,10656100.020013757,-0.08860654732383022,True,True,True
20241204,SKIP_OCCUPIED,,,,,,0.0,9711899.78930294,9711899.78930294,D,002599.SZ,20241205,,10656100.020013757,-0.08860654732383022,True,True,True
20241205,EXECUTED,D,301302.SZ,华如科技,20241205,20241209,0.020976335118592253,9711899.78930294,9915619.853921544,,,,D_T2_CLOSE;净收益×80%成交压力,10656100.020013757,-0.06948885283560402,True,True,True
20241206,SKIP_OCCUPIED,,,,,,0.0,9915619.853921544,9915619.853921544,D,301302.SZ,20241209,,10656100.020013757,-0.06948885283560402,True,True,True
20241209,NO_CANDIDATE,,,,,,0.0,9915619.853921544,9915619.853921544,,,,,10656100.020013757,-0.06948885283560402,True,True,True
20241210,EXECUTED,D,003038.SZ,鑫铂股份,20241210,20241212,-0.011250782347041174,9915619.853921544,9804061.373109072,,,,D_T2_CLOSE;净收益×80%成交压力,10656100.020013757,-0.07995783122384625,True,True,True
20241211,SKIP_OCCUPIED,,,,,,0.0,9804061.373109072,9804061.373109072,D,003038.SZ,20241212,,10656100.020013757,-0.07995783122384625,True,True,True
20241212,NO_CANDIDATE,,,,,,0.0,9804061.373109072,9804061.373109072,,,,,10656100.020013757,-0.07995783122384625,True,True,True
20241213,NO_CANDIDATE,,,,,,0.0,9804061.373109072,9804061.373109072,,,,,10656100.020013757,-0.07995783122384625,True,True,True
20241216,EXECUTED,D,002173.SZ,创新医疗,20241216,20241218,0.07684944499504455,9804061.373109072,10557498.048329858,,,,D_T2_CLOSE;净收益×80%成交压力,10656100.020013757,-0.0092531011813618,True,True,True
20241217,SKIP_OCCUPIED,,,,,,0.0,10557498.048329858,10557498.048329858,D,002173.SZ,20241218,,10656100.020013757,-0.0092531011813618,True,True,True
20241218,EXECUTED,C,603215.SH,比依股份,20241219,20241223,0.000844637807477414,10557498.048329858,10566415.310333846,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),10656100.020013757,-0.00841627889297858,True,True,True
20241219,SKIP_OCCUPIED,,,,,,0.0,10566415.310333846,10566415.310333846,C,603215.SH,20241223,,10656100.020013757,-0.00841627889297858,True,True,True
20241220,SKIP_OCCUPIED,,,,,,0.0,10566415.310333846,10566415.310333846,C,603215.SH,20241223,,10656100.020013757,-0.00841627889297858,True,True,True
20241223,EXECUTED,A,920725.BJ,惠丰钻石,20241224,20241225,0.06266093377623734,10566415.310333846,11228516.760346897,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),11228516.760346897,0.0,True,True,True
20241224,SKIP_OCCUPIED,,,,,,0.0,11228516.760346897,11228516.760346897,A,920725.BJ,20241225,,11228516.760346897,0.0,True,True,True
20241225,EXECUTED,M,600778.SH,友好集团,20241226,20241227,-0.004924286588742675,11228516.760346897,11173224.325852448,,,,M兜底:weak;流通市值最小,11228516.760346897,-0.004924286588742666,True,True,True
20241226,SKIP_OCCUPIED,,,,,,0.0,11173224.325852448,11173224.325852448,M,600778.SH,20241227,,11228516.760346897,-0.004924286588742666,True,True,True
20241227,EXECUTED,A,300599.SZ,雄塑科技,20241230,20241231,-0.08092194348508625,11173224.325852448,10269065.298409624,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),11228516.760346897,-0.08544774723279047,True,True,True
20241230,SKIP_OCCUPIED,,,,,,0.0,10269065.298409624,10269065.298409624,A,300599.SZ,20241231,,11228516.760346897,-0.08544774723279047,True,True,True
20241231,NO_CANDIDATE,,,,,,0.0,10269065.298409624,10269065.298409624,,,,,11228516.760346897,-0.08544774723279047,True,True,True
20250102,EXECUTED,A,300947.SZ,德必集团,20250103,20250106,-0.030511252716151575,10269065.298409624,9955743.251931185,,,,A/C逐日独立候选(显式扣佣金/过户费/印花税),11228516.760346897,-0.11335188213909653,True,True,True
20250103,SKIP_OCCUPIED,,,,,,0.0,9955743.251931185,9955743.251931185,A,300947.SZ,20250106,,11228516.760346897,-0.11335188213909653,True,True,True
