scenario,trade_count,win_rate,avg_account_return,median_account_return,equity_multiple,max_drawdown,max_profit,max_loss,profit_loss_ratio,max_consecutive_losses
FROZEN_CERTIFIED_L48,48,0.75,0.0844797168567177,0.05469872506497005,32.87534529862704,-0.16369403936784854,0.8170904272311454,-0.1636940393678486,2.905427782933364,2
SAME_48_CURRENT_T2_RECALCULATED,48,0.7083333333333334,0.05986036131666461,0.04191859286333892,12.889530700208029,-0.16369403936784865,0.43801447930322795,-0.16369403936784863,2.272385569478616,2
