signal_date,operation_status,next_action,candidate_count,selected_count,planned_order_count,manual_review_required,manual_review_count,review_decision_path,review_decision_status,paper_observation_allowed,historical_execution_found,top_ts_code,top_name,risk_flags,planned_order_date,planned_position_pct,planned_amount_by_equity,reference_price,round_lot_shares,execution_event_count,position_update_count,equity_update_count,live_order_enabled,safety_note,manual_review_approved_count,manual_review_rejected_count,manual_review_pending_count,manual_review_result_detail_path,manual_review_result_summary_path,manual_review_result_markdown_path
20251219,REVIEW_REQUIRED_PLAN_ONLY,人工复核未完成，保持计划冻结，不允许进入模拟成交或实盘。,2,1,1,True,1,/Users/user/Desktop/A_System/reports/paper_trade/daily_flow/a_clean_exclude_star_prev0_3_bj_20251219_manual_review_decisions.csv,PENDING,False,False,300557.SZ,理工光科,LOSS_OVERLAY_WATCH,20251222,0.8,13767375.62333665,41.54,331400,1,1,1,False,只允许模拟观察；人工复核通过也不代表可以实盘。,0,0,1,/Users/user/Desktop/A_System/reports/paper_trade/daily_flow/a_clean_exclude_star_prev0_3_bj_20251219_manual_review_result_detail.csv,/Users/user/Desktop/A_System/reports/paper_trade/daily_flow/a_clean_exclude_star_prev0_3_bj_20251219_manual_review_result_summary.csv,/Users/user/Desktop/A_System/reports/paper_trade/daily_flow/a_clean_exclude_star_prev0_3_bj_20251219_manual_review_result.md
