signal_date,candidate_rank,planned_action,ts_code,name,market_segment,profit_source_score,planned_position_pct,selection_reason,sort_rule,exit_rule,risk_flags,fill_probability,allow_buy_reliable,is_fill_score_reliable,fd_ratio_bucket,fd_amount_to_circ_mv,segment_limit_up_count_bucket,market_chain_count_bucket,market_limit_down_count_bucket,retreat_state_bucket,market_emotion_state_bucket,segment_emotion_state_bucket,first_time_detail_bucket,turnover_rate_bucket,amount_ratio_bucket,prev_pct_chg_bucket,amount,turnover_rate,volume_ratio,open_times,limit_times,first_time,last_time,paper_note,historical_reference_next_trade_date,historical_reference_next_open,historical_reference_exit_trade_date,historical_reference_exit_close,historical_reference_net_return,historical_reference_is_win,trade_date
20250214,1,PLAN_BUY_T1_OPEN,301230.SZ,泓博医药,chi_next,4.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0346813609191584,10_20,15_30,5_15,neutral,main_rise,warming,1100_1330,15_25,2_3,lt_neg3,488798.553,18.3579,1.51,0.0,1.0,132645,132645,该候选只用于模拟盘计划，不代表实盘可买入。,20250217,39.74,20250218,39.52,-0.0091559838953195,False,20250214
20250217,1,PLAN_BUY_T1_OPEN,002137.SZ,实益达,sz_main,2.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高;LOSS_OVERLAY_WATCH,1.0,True,True,2pct_5pct,0.021161335413608,20_40,15_30,5_15,warming_2day,warming,warming,1100_1330,gte_25,2_3,neg3_0,951674.913,26.05,1.26,2.0,1.0,130324,131236,该候选只用于模拟盘计划，不代表实盘可买入。,20250218,9.8,20250219,10.27,0.0443391836734691,True,20250217
20250304,1,PLAN_BUY_T1_OPEN,001298.SZ,好上好,sz_main,2.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0301348764038917,20_40,8_15,5_15,warming_2day,warming,warming,1100_1330,15_25,3_5,0_3,475722.32,15.8013,1.95,1.0,1.0,130518,132821,该候选只用于模拟盘计划，不代表实盘可买入。,20250305,31.85,20250306,31.81,-0.0048758869701727,False,20250304
20250317,1,PLAN_BUY_T1_OPEN,002571.SZ,德力股份,sz_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.020903354503678,20_40,15_30,lt_5,neutral,mixed,warming,1100_1330,10_15,1_2_2,0_3,213966.921,11.7104,2.16,1.0,1.0,111933,142457,该候选只用于模拟盘计划，不代表实盘可买入。,20250318,6.3,20250319,6.32,-0.0004453968253968,False,20250317
20250318,1,PLAN_BUY_T1_OPEN,002629.SZ,仁智股份,sz_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0119561590746847,20_40,8_15,lt_5,retreat_2day,retreat,warming,1100_1330,15_25,3_5,0_3,319820.086,17.0435,3.16,0.0,1.0,130912,130912,该候选只用于模拟盘计划，不代表实盘可买入。,20250319,5.45,20250320,5.46,-0.0017851376146789,False,20250318
20250325,1,PLAN_BUY_T1_OPEN,600727.SH,鲁北化工,sh_main,0.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0091846100322412,20_40,8_15,30_60,retreat_weak,mixed,warming,1100_1330,15_25,2_3,3_7,790390.067,17.5946,4.62,1.0,1.0,111541,131020,该候选只用于模拟盘计划，不代表实盘可买入。,20250326,9.19,20250327,9.26,0.0039969749727965,True,20250325
20250326,1,PLAN_BUY_T1_OPEN,600128.SH,苏豪弘业,sh_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0116372698998044,20_40,8_15,lt_5,neutral,mixed,warming,1100_1330,10_15,3_5,0_3,338810.604,13.4677,2.63,1.0,1.0,110900,111227,该候选只用于模拟盘计划，不代表实盘可买入。,20250327,10.4,20250328,10.66,0.0213799999999999,True,20250326
20250401,1,PLAN_BUY_T1_OPEN,600353.SH,旭光电子,sh_main,3.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0153508719597219,20_40,8_15,5_15,warming_2day,warming,warming,1100_1330,10_15,1_2_2,3_7,1026026.828,13.6021,1.76,0.0,1.0,112727,112727,该候选只用于模拟盘计划，不代表实盘可买入。,20250402,9.79,20250403,9.7,-0.0128130541368743,False,20250401
20250430,1,PLAN_BUY_T1_OPEN,603955.SH,大千生态,sh_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0015534923072668,20_40,8_15,15_30,warming_2day,warming,warming,1100_1330,15_25,1_2_2,neg3_0,614943.069,18.5377,1.75,2.0,1.0,110439,145515,该候选只用于模拟盘计划，不代表实盘可买入。,20250506,24.88,20250507,26.71,0.0699330546623794,True,20250430
20250506,1,PLAN_BUY_T1_OPEN,603657.SH,春光科技,sh_main,2.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0129218089619091,40_80,15_30,5_15,warming_2day,warming,warming,1100_1330,3_6,2_3,0_3,115746.941,4.7475,1.64,1.0,1.0,130058,132354,该候选只用于模拟盘计划，不代表实盘可买入。,20250507,19.15,20250508,22.4,0.1660927937336815,True,20250506
20250513,1,PLAN_BUY_T1_OPEN,002977.SZ,天箭科技,sz_main,0.0,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0137880464655747,20_40,8_15,lt_5,retreat_weak,mixed,warming,open_auction,gte_25,3_5,gte_10,1487683.558,46.2379,3.06,6.0,5.0,92500,144712,该候选只用于模拟盘计划，不代表实盘可买入。,20250514,48.8,20250515,41.9,-0.1450134426229508,False,20250513
20250526,1,PLAN_BUY_T1_OPEN,002471.SZ,中超控股,sz_main,1.0,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0192430391969232,20_40,8_15,lt_5,warming_2day,warming,warming,before_1000,gte_25,2_3,gte_10,2775999.237,41.8259,1.63,4.0,3.0,93236,105706,该候选只用于模拟盘计划，不代表实盘可买入。,20250527,5.36,20250528,5.51,0.0243650746268655,True,20250526
20250527,1,PLAN_BUY_T1_OPEN,600644.SH,乐山电力,sh_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0142615148597451,20_40,15_30,lt_5,neutral,mixed,warming,1100_1330,15_25,1_2_2,3_7,1783501.866,20.453,0.96,0.0,1.0,131552,131552,该候选只用于模拟盘计划，不代表实盘可买入。,20250528,16.78,20250529,15.47,-0.0816891299165673,False,20250527
20250604,1,PLAN_BUY_T1_OPEN,603900.SH,莱绅通灵,sh_main,1.0,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0093448824605491,20_40,15_30,lt_5,warming_2day,warming,warming,1330_1430,15_25,1_2_2,3_7,954797.067,22.4248,1.12,3.0,1.0,134434,140228,该候选只用于模拟盘计划，不代表实盘可买入。,20250605,12.97,20250606,11.1,-0.1477988743253662,False,20250604
20250613,1,PLAN_BUY_T1_OPEN,002951.SZ,金时科技,sz_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0029680776029475,20_40,3_8,5_15,neutral,mixed,warming,1100_1330,10_15,1_2_2,lt_neg3,550516.814,10.2455,1.43,2.0,1.0,112503,145615,该候选只用于模拟盘计划，不代表实盘可买入。,20250616,13.81,20250617,15.42,0.112962186821144,True,20250613
20250616,1,PLAN_BUY_T1_OPEN,001296.SZ,长江材料,sz_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0283406900819831,20_40,15_30,lt_5,retreat_2day,retreat,warming,1100_1330,15_25,2_3,0_3,275946.77,18.3569,3.4,0.0,1.0,131806,131806,该候选只用于模拟盘计划，不代表实盘可买入。,20250617,20.12,20250618,19.14,-0.0523277534791252,False,20250616
20250623,1,PLAN_BUY_T1_OPEN,003015.SZ,日久光电,sz_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0215200630093801,20_40,15_30,lt_5,warming_2day,warming,warming,1100_1330,15_25,3_5,0_3,907360.468,22.7015,1.45,0.0,1.0,131330,131330,该候选只用于模拟盘计划，不代表实盘可买入。,20250624,17.05,20250625,17.5,0.0227729618768328,True,20250623
20250624,1,PLAN_BUY_T1_OPEN,603906.SH,龙蟠科技,sh_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.009019411219217,20_40,8_15,15_30,neutral,mixed,warming,1100_1330,10_15,1_2_2,0_3,879599.23,10.9235,1.03,0.0,1.0,130608,130608,该候选只用于模拟盘计划，不代表实盘可买入。,20250625,15.39,20250626,15.73,0.0184722677063026,True,20250624
20250625,1,PLAN_BUY_T1_OPEN,601162.SH,天风证券,sh_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0095993432017427,20_40,15_30,5_15,neutral,mixed,warming,1100_1330,10_15,3_5,3_7,4529019.077,12.024,5.95,0.0,1.0,132321,132321,该候选只用于模拟盘计划，不代表实盘可买入。,20250626,4.7,20250627,5.06,0.0729757446808509,True,20250625
20250708,1,PLAN_BUY_T1_OPEN,600481.SH,双良节能,sh_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,LOSS_OVERLAY_WATCH,1.0,True,True,0_5pct_1pct,0.0050579285737887,20_40,15_30,lt_5,neutral,mixed,warming,1100_1330,10_15,2_3,0_3,1265602.14,11.9185,1.73,3.0,1.0,130020,135008,该候选只用于模拟盘计划，不代表实盘可买入。,20250709,5.71,20250710,6.02,0.0506707180385288,True,20250708
20250711,1,PLAN_BUY_T1_OPEN,600392.SH,XD盛和资,sh_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0050428063609008,20_40,15_30,5_15,neutral,mixed,warming,1100_1330,10_15,1_2_2,3_7,2758281.056,10.7107,2.78,0.0,1.0,110534,110534,该候选只用于模拟盘计划，不代表实盘可买入。,20250714,15.45,20250715,15.08,-0.0275682200647248,False,20250711
20250717,1,PLAN_BUY_T1_OPEN,603308.SH,应流股份,sh_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_3pct_0_5pct,0.0035734429314725,20_40,15_30,lt_5,warming_2day,warming,warming,1100_1330,3_6,3_5,0_3,601770.71,3.3039,2.22,0.0,1.0,131330,131330,该候选只用于模拟盘计划，不代表实盘可买入。,20250718,28.14,20250721,28.47,0.008107078891258,True,20250717
20250722,1,PLAN_BUY_T1_OPEN,920706.BJ,铁拓机械,bj,2.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,2pct_5pct,0.0265206371141433,5_10,gte_30,lt_5,neutral,main_rise,warming,1100_1330,gte_25,1_2_2,gte_10,621024.131,49.6587,4.4,3.0,2.0,130127,142124,该候选只用于模拟盘计划，不代表实盘可买入。,20250723,32.3,20250724,28.84,-0.1107407430340556,False,20250722
20250804,1,PLAN_BUY_T1_OPEN,002558.SZ,巨人网络,sz_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0015472805542525,10_20,8_15,5_15,neutral,mixed,warming,1100_1330,3_6,2_3,0_3,2265181.567,4.5197,2.16,1.0,1.0,112112,133451,该候选只用于模拟盘计划，不代表实盘可买入。,20250805,27.02,20250806,28.03,0.0337597187268689,True,20250804
20250805,1,PLAN_BUY_T1_OPEN,600698.SH,湖南天雁,sh_main,3.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.010946908808838,20_40,8_15,lt_5,neutral,mixed,warming,1100_1330,15_25,1_2_2,3_7,1694343.389,17.8922,1.52,0.0,1.0,130724,130724,该候选只用于模拟盘计划，不代表实盘可买入。,20250806,12.4,20250807,13.43,0.0794445161290322,True,20250805
20250806,1,PLAN_BUY_T1_OPEN,600203.SH,福日电子,sh_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0142492913902937,20_40,8_15,5_15,neutral,mixed,warming,1100_1330,gte_25,2_3,7_10,2976992.12,37.5262,2.74,0.0,3.0,132040,132040,该候选只用于模拟盘计划，不代表实盘可买入。,20250807,15.2,20250808,15.31,0.0036168421052633,True,20250806
20250807,1,PLAN_BUY_T1_OPEN,002611.SZ,东方精工,sz_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0054777933919894,20_40,8_15,5_15,neutral,mixed,warming,1100_1330,gte_25,1_2_2,7_10,5494306.323,32.9528,3.03,6.0,2.0,131436,141924,该候选只用于模拟盘计划，不代表实盘可买入。,20250808,17.2,20250811,16.81,-0.0262944186046512,False,20250807
20250811,1,PLAN_BUY_T1_OPEN,603716.SH,塞力医疗,sh_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0187917764972347,20_40,15_30,lt_5,warming_2day,warming,warming,1100_1330,gte_25,1_2_2,0_3,1528201.732,27.1285,1.28,0.0,1.0,130933,130933,该候选只用于模拟盘计划，不代表实盘可买入。,20250812,31.3,20250813,31.09,-0.0103292651757189,False,20250811
20250818,1,PLAN_BUY_T1_OPEN,002879.SZ,长缆科技,sz_main,0.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0021993846356777,40_80,15_30,lt_5,warming_2day,warming,warming,1100_1330,gte_25,1_2_2,gte_10,921532.101,33.3802,2.73,15.0,2.0,131245,145412,该候选只用于模拟盘计划，不代表实盘可买入。,20250819,20.63,20250820,19.16,-0.0748754532234609,False,20250818
20250825,1,PLAN_BUY_T1_OPEN,600345.SH,长江通信,sh_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0174796903299828,20_40,8_15,lt_5,warming_2day,warming,warming,1100_1330,10_15,3_5,0_3,670255.855,11.0189,3.11,0.0,1.0,132515,132515,该候选只用于模拟盘计划，不代表实盘可买入。,20250826,31.6,20250827,29.35,-0.0748225316455696,False,20250825
20250829,1,PLAN_BUY_T1_OPEN,603595.SH,东尼电子,sh_main,3.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0186293264977444,20_40,8_15,5_15,warming_2day,warming,warming,1100_1330,10_15,1_2_2,neg3_0,581012.493,11.1622,1.67,0.0,1.0,132159,132159,该候选只用于模拟盘计划，不代表实盘可买入。,20250901,23.9,20250902,23.3,-0.0287246025104602,False,20250829
20250901,1,PLAN_BUY_T1_OPEN,600833.SH,第一医药,sh_main,0.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0164912106772914,40_80,8_15,lt_5,warming_2day,warming,warming,1100_1330,10_15,2_3,0_3,344263.749,10.8932,2.73,0.0,1.0,112240,112240,该候选只用于模拟盘计划，不代表实盘可买入。,20250902,15.31,20250903,14.39,-0.0637114435009797,False,20250901
20250905,1,PLAN_BUY_T1_OPEN,600021.SH,上海电力,sh_main,0.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0028656388276399,20_40,3_8,lt_5,warming_2day,warming,warming,1100_1330,3_6,lt_0_8,neg3_0,3058770.32,5.5786,0.92,0.0,1.0,110801,110801,该候选只用于模拟盘计划，不代表实盘可买入。,20250908,22.0,20250909,23.1,0.04638,True,20250905
20250911,1,PLAN_BUY_T1_OPEN,002548.SZ,金新农,sz_main,2.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,封单/流通市值偏高,1.0,True,True,1pct_2pct,0.0178874726609047,20_40,8_15,lt_5,neutral,main_rise,warming,1100_1330,10_15,3_5,0_3,438713.009,11.3873,3.43,0.0,1.0,132812,132812,该候选只用于模拟盘计划，不代表实盘可买入。,20250912,5.09,20250915,5.27,0.0317434577603143,True,20250911
20250922,1,PLAN_BUY_T1_OPEN,002006.SZ,精工科技,sz_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_5pct_1pct,0.0062083507461422,20_40,8_15,5_15,neutral,mixed,warming,1100_1330,10_15,2_3,neg3_0,1469918.539,12.9042,1.32,1.0,1.0,130730,145345,该候选只用于模拟盘计划，不代表实盘可买入。,20250923,22.56,20250924,22.25,-0.0173611347517729,False,20250922
20250923,1,PLAN_BUY_T1_OPEN,603618.SH,杭电股份,sh_main,4.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0010988946678362,20_40,15_30,5_15,neutral,mixed,warming,1100_1330,gte_25,1_2_2,7_10,2404976.747,29.4775,2.15,11.0,6.0,112134,150000,该候选只用于模拟盘计划，不代表实盘可买入。,20250924,11.5,20250925,9.91,-0.1418808695652173,False,20250923
20250924,1,PLAN_BUY_T1_OPEN,600857.SH,宁波中百,sh_main,5.3,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,lt_0_1pct,0.0002643142542498,20_40,8_15,5_15,neutral,mixed,warming,1100_1330,10_15,1_2_2,3_7,450217.131,12.266,3.4,16.0,1.0,131821,140803,该候选只用于模拟盘计划，不代表实盘可买入。,20250925,16.22,20250926,16.71,0.026589617755857,True,20250924
20250929,1,PLAN_BUY_T1_OPEN,002850.SZ,科达利,sz_main,1.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0024830102026977,20_40,3_8,lt_5,warming_2day,warming,warming,1100_1330,3_6,1_2_2,lt_neg3,1742281.874,4.8012,1.26,1.0,1.0,130818,135600,该候选只用于模拟盘计划，不代表实盘可买入。,20250930,194.99,20251009,192.2,-0.017928426073132,False,20250929
20251009,1,PLAN_BUY_T1_OPEN,601168.SH,西部矿业,sh_main,2.8,0.8,segment_emotion_state_bucket=warming;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:amount_ratio_bucket=0_8_1_2;exclude:market_segment=star;exclude:prev_pct_chg_bucket=0_3&&market_segment=bj,profit_source_oos_resilient,fixed_t2_close,无,1.0,True,True,0_1pct_0_3pct,0.0018077016261882,20_40,8_15,15_30,neutral,main_rise,warming,1100_1330,3_6,1_2_2,0_3,2393963.901,4.23,1.41,19.0,1.0,111956,135826,该候选只用于模拟盘计划，不代表实盘可买入。,20251010,24.15,20251013,23.44,-0.0330195859213249,False,20251009
