scenario,condition,day_count,executed_trade_count,b_trade_count,a_trade_count,buy_rejected_count,sell_unresolved_count,review_required_count,no_candidate_count,position_occupied_skip_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,initial_equity,final_equity,equity_multiple,max_drawdown,path_conflict_count,limit_down_blocked_trade_count,live_order_enabled,b_selected_signal_count_before_filter,b_rejected_by_risk_filter_count,b_replayed_signal_count_after_filter
A_strict,current_config,120,13,0,13,0,0,3,91,13,0.7692307692307693,0.04736578384822116,0.0397618491523106,0.181313377355646,-0.0505145833968012,1.8477566820779427,500000.0,890568.6672975417,1.7811373345950834,-0.05051458339680115,0,0,False,25,20,5
B0018_filtered_on_A_no_candidate_days,segment_emotion_state_bucket=warming,91,5,5,0,0,0,0,82,4,1.0,0.06950064156657934,0.02464048591717308,0.15860683400809739,0.0017810469626826726,0.0,500000.0,692979.3134439818,1.3859586268879636,0.0,0,0,False,25,20,5
A_plus_B0018_filtered,segment_emotion_state_bucket=warming,120,17,5,12,0,0,3,83,17,0.8235294117647058,0.05179974410442512,0.0352808081329955,0.181313377355646,-0.0505145833968012,1.7953266205506226,500000.0,1140051.5344791007,2.2801030689582014,-0.05051458339680115,0,0,False,25,20,5
