strategy_name,trade_mode,paper_mode,input_trades_path,initial_cash,final_equity,equity_multiple,signal_count,order_count,fill_count,executed_trade_count,buy_order_filled_count,sell_order_filled_count,unresolved_order_count,rejected_order_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,max_drawdown,max_consecutive_losses,avg_buy_amount_ratio,max_buy_amount_ratio,avg_sell_amount_ratio,max_sell_amount_ratio,avg_buy_slippage,avg_sell_slippage,risk_warn_count,risk_fail_count,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,historical_replay,/Users/user/Desktop/A_System/reports/a_clean_exclude_star_prev0_3_bj_best_audit_trades.csv,500000.0,22503343.166107263,45.00668633221453,59,118,118,59,59,59,0,0,0.7288135593220338,0.07345191228559572,0.0454512324665184,0.4980539655009626,-0.1072601608998818,2.8134217778508446,-0.11007584698669082,2,0.005560456743257595,0.0210051205218442,0.006685851082221624,0.0315139362278009,0.002152542372881356,0.0025254237288135596,7,0,False
