strategy_name,trade_mode,signal_date,filtered_candidate_count_all_dates,matched_candidate_count_on_signal_date,output_candidate_count,selected_count,watch_count,top_ts_code,top_name,top_profit_source_score,top_risk_flags,risk_warn_candidate_count,loss_overlay_watch_candidate_count,selected_loss_overlay_watch_count,selected_loss_overlay_watch,loss_overlay_watch_top_codes,manual_review_required,manual_review_status,manual_review_reason,future_columns_used_for_ranking,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20251219,189,2,2,1,1,300557.SZ,理工光科,1.8,LOSS_OVERLAY_WATCH,1,1,1,True,300557.SZ 理工光科,True,PENDING_MANUAL_REVIEW,选中标的命中 LOSS_OVERLAY_WATCH，进入模拟买入观察前需要人工复核。,False,False
