strategy_name,trade_mode,signal_date,filtered_candidate_count_all_dates,matched_candidate_count_on_signal_date,output_candidate_count,selected_count,watch_count,top_ts_code,top_name,top_profit_source_score,top_risk_flags,risk_warn_candidate_count,loss_overlay_watch_candidate_count,selected_loss_overlay_watch_count,selected_loss_overlay_watch,loss_overlay_watch_top_codes,manual_review_required,manual_review_status,manual_review_reason,future_columns_used_for_ranking,live_order_enabled
a_clean_plus_exclude_star_prev0_3_bj_risk_filter,paper,20260417,189,4,4,1,3,301319.SZ,唯特偶,3.8,无,0,0,0,False,,False,NOT_REQUIRED,,False,False
