signal_date,strategy_leg,ts_code,name,buy_date,exit_rule,hold_offset,matched_condition_profile_ids,fill_probability,planned_buy_amount,available_fill_amount,status,exit_date,stock_return_before_fees,entry_reference_price,entry_price,exit_reference_price,exit_price,buy_adj_factor,sell_adj_factor,position_scale,account_return,entry_filled,position_opened,outcome_observable,position_open_until,action_date
20251009,A,920284.BJ,灵鸽科技,20251010,FIXED_T2_CLOSE,2,A_FD_0_3PCT_0_5PCT,1.0,412500.0,620009471.9769559,OK,20251013,0.23635088659321313,37.14,37.177139999999994,46.01,45.963989999999995,3.5533,3.5533,1.0,0.1939075399594349,True,True,True,20251013,20251010
20251010,A,300260.SZ,新莱应材,20251013,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,2238089523.9758863,OK,20251014,0.2392990602887648,60.22,60.28021999999999,74.78,74.70522,5.636,5.636,1.0,0.19633781314119297,True,True,True,20251014,20251013
20251014,A,301323.SZ,新莱福,20251015,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,1105047385.823184,OK,20251016,-0.08581434185182812,83.23,83.31322999999999,76.24,76.16376,1.0246,1.0246,1.0,-0.07166348659381572,True,True,True,20251016,20251015
20251017,A,300300.SZ,海峡创新,20251020,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,578825985.3514841,OK,20251021,0.047645322087860764,5.83,5.83583,6.12,6.11388,6.662,6.662,1.0,0.03835155173599992,True,True,True,20251021,20251020
20251021,A,301231.SZ,荣信文化,20251022,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,240675520.88624996,OK,20251023,0.1653059866139388,32.57,32.60257,38.03,37.99197,1.007,1.007,1.0,0.13534297323094474,True,True,True,20251023,20251022
20251028,A,920748.BJ,路桥信息,20251029,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,850135192.47308,OK,20251030,-0.020198138819520706,59.77,59.829769999999996,58.68,58.62132,1.0083,1.0083,1.0,-0.017573967119838437,True,True,True,20251030,20251029
20251029,A,301315.SZ,威士顿,20251030,FIXED_T2_CLOSE,2,A_FD_1PCT_2PCT_NON_ONE_WORD_FALLBACK,1.0,412500.0,315717333.66,OK,20251031,-0.06311014263332992,61.24,61.30123999999999,57.49,57.43251,1.0155,1.0155,1.0,-0.05294769431968247,True,True,True,20251031,20251030
20251030,A,300438.SZ,鹏辉能源,20251031,FIXED_T2_CLOSE,2,A_FD_1PCT_2PCT_NON_ONE_WORD_FALLBACK,1.0,412500.0,2835974844.781348,OK,20251103,0.03911894754236167,49.03,49.079029999999996,51.05,50.998949999999994,4.602,4.602,1.0,0.0313229904857532,True,True,True,20251103,20251031
20251031,A,300204.SZ,舒泰神,20251103,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,1941652176.2286224,OK,20251104,-0.05065059940059924,40.0,40.03999999999999,38.05,38.01195,7.842,7.842,1.0,-0.04267689724244492,True,True,True,20251104,20251103
20251103,A,300455.SZ,航天智装,20251104,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,1922950744.085928,OK,20251105,0.03374647330691283,24.57,24.594569999999997,25.45,25.42455,3.7582,3.7582,1.0,0.026894289397415738,True,True,True,20251105,20251104
20251104,A,300402.SZ,宝色股份,20251105,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,1387706637.623515,OK,20251106,0.0037597018366251067,26.0,26.025999999999996,26.15,26.123849999999997,1.0639,1.0639,1.0,0.0021752415944633883,True,True,True,20251106,20251105
20251106,A,300437.SZ,清水源,20251107,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,318973793.63781375,OK,20251110,0.4484203914896987,12.12,12.132119999999999,17.59,17.57241,2.932,2.932,1.0,0.3687231660523884,True,True,True,20251110,20251107
20251107,A,300072.SZ,海新能科,20251110,FIXED_T2_CLOSE,2,A_FD_0_3PCT_0_5PCT,1.0,412500.0,1384021026.217318,OK,20251111,0.09573477370087558,5.31,5.315309999999999,5.83,5.82417,20.403,20.403,1.0,0.07799321354069673,True,True,True,20251111,20251110
20251110,A,300997.SZ,欢乐家,20251111,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,1073377139.598384,OK,20251112,0.16813955275493742,24.05,24.07405,28.15,28.12185,1.0805,1.0805,1.0,0.13767877176669488,True,True,True,20251112,20251111
20251120,A,301092.SZ,争光股份,20251121,FIXED_T2_CLOSE,2,A_FD_0_5PCT_1PCT,1.0,412500.0,279933293.17725396,OK,20251124,-0.044477061400138185,39.0,39.038999999999994,37.34,37.30266,1.0269,1.0269,1.0,-0.037587853858833356,True,True,True,20251124,20251121
